CSF	WhiteMatter	GlobalSignal	stdDVARS	non-stdDVARS	vx-wisestdDVARS	FramewiseDisplacement	tCompCor00	tCompCor01	tCompCor02	tCompCor03	tCompCor04	tCompCor05	aCompCor00	aCompCor01	aCompCor02	aCompCor03	aCompCor04	aCompCor05	X	Y	Z	RotX	RotY	RotZ	AROMAAggrComp01	AROMAAggrComp02	AROMAAggrComp04	AROMAAggrComp06	AROMAAggrComp07	AROMAAggrComp14
909.9245523992968	791.5761179156387	772.0601441558838	1.02514899	32.24372101	0.98420244	0.13886953999999999	-0.0774179503	-0.0567157605	0.013907698799999998	0.1966547009	-0.0808009979	0.2582257207	-0.0387384551	0.1018586794	-0.151258071	0.1570617502	-0.09794259460000002	0.2212931724	-0.0764171	0.0393218	0.08831609999999998	-0.0050891	0.00126101	0.00135382	0.4452134003	-0.51601078	-0.7400438651	0.5282492032	0.8925961449	-1.06259929
909.7102233587588	791.6123929408998	772.5024449780601	0.99637532	31.33871078	0.97416544	0.07632069999999999	-0.12158542259999999	-0.1659752052	0.1418523116	0.1338123538	-0.11171655609999999	-0.2798455381	-0.0882042887	0.09362397859999999	-0.1366585155	0.2405205184	-0.0759660893	0.1140306012	-0.0602399	0.0542306	0.0883526	-0.00539265	0.0007586459999999998	0.00145187	0.483581598	-0.7109966529	1.184360354	0.3359439146	1.36854968	-0.1090007199
905.1512512135133	792.6895355570441	773.4400793103024	1.09142995	34.32843781	1.05352187	0.23729065	-0.0186193851	-0.14512694439999999	0.22548136510000003	-0.059546986399999995	0.1241208816	0.1442511264	-0.0257066497	-0.0034883118	-0.051940340700000004	0.258397773	0.0425019991	-0.2517091776	-0.0366979	0.0225303	0.0432606	-0.003512	0.000409216	0.000942823	-0.0909335438	-0.5738058706	-0.3385134153	-1.402461702	0.7275243494	-1.994096024
904.6722372884103	791.2868180805002	772.0208180483994	1.04867578	32.98370361	1.02392328	0.20508565	-0.0069353871	-0.19852900440000001	-0.026787584399999998	0.0044997036	0.0458077212	0.2219189484	-0.0291350586	0.0396915833	0.150193375	0.18031084579999998	0.0420886112	0.0993846724	-0.0333847	-0.0478633	0.0994319	-0.00401229	0.00105014	0.0013057600000000004	0.4221785616	-0.2236933837	-1.43567676	0.3556999611	-0.2228390237	-0.6055789826
905.139348443253	791.0836497347686	772.4307092182236	1.0050149	31.61045074	0.99975038	0.14581363999999997	0.006869464699999999	-0.2371683456	-0.1598692051	-0.0101091847	-0.0614336929	0.048024640800000004	-0.0036163757	0.18898746800000002	0.1908885957	0.1653027048	-0.09579661490000001	0.1984853361	-0.07629089999999998	0.00321994	0.114447	-0.00403817	0.000433078	0.001399	0.21961622	-0.02504580751	0.1125450204	0.9893693424	-0.9796081996	-0.9353275508
903.5087480934699	791.1269866743381	771.8118217781082	0.983854	30.94488144	0.97207701	0.13926814	0.0461017242	-0.0817431393	0.1510033807	-0.1277801208	-0.0742351599	-0.15549221470000002	0.0229178596	0.1287260302	0.029957800299999997	-0.0156549941	0.0384771261	-0.08813508810000001	-0.092442	-0.0577107	0.13196500000000003	-0.00367798	0.000519913	0.000952657	0.2997398741	0.3374146143	1.290672492	-0.2890209707	-0.06829642509	-0.2951071148
905.8151143689977	791.9511370239882	770.7243519035771	0.9905017	31.15396881	0.96824557	0.11110920000000002	-0.028439110299999997	0.0334050876	0.2095817171	0.1922950202	-0.020677801200000002	0.1748272625	0.0133351494	0.1469664106	-0.23795986489999998	0.0353032787	0.0343961883	0.16489299570000002	-0.0961895	-0.00350765	0.136522	-0.00426596	0.000283383	0.00110018	0.3240565121	-0.009125390309	-0.7036034272	0.8011868903	-0.5245062278	-0.4094377133
904.3445548149077	791.2599047020092	770.8113089512456	1.00671983	31.66407394	0.98772895	0.10118163	-0.0302110925	-0.2417982173	0.0354125623	0.1159205665	-0.1648329422	-0.17848050329999998	0.0068719496	0.19322996829999997	-0.0553577545	0.22321759940000002	-0.1543761485	0.0927891096	-0.107939	0.00124054	0.165059	-0.00359613	2.25042e-05	0.00129241	0.6083568169	0.2903019866	1.06907086	0.6320209085	0.05837286552	0.06748864223
902.3949021598587	792.2233624303705	770.3373322738694	1.01974869	32.0738678	0.9970715	0.07864523000000001	0.10368064119999999	-0.095425922	0.2698873247	0.0809904749	0.0544900177	-0.12798322880000002	0.1029845487	0.18792250579999997	-0.2597411914	0.0592475917	-0.0259467753	-0.17075946390000002	-0.092492	-0.0076972	0.159571	-0.00324888	0.000179214	0.0017639	0.3069522702	0.4643511161	-0.4875019828	-0.7309872146	0.8221876738	0.07980382874
905.2318522342987	791.6046476155304	770.8319169772911	1.01390111	31.88994598	1.00515532	0.10057561	0.009592615799999999	-0.2697989612	0.0338407933	0.2062951557	0.0776479523	0.0596123078	0.0259935301	0.1532367105	-0.055650693700000003	0.1929479503	-0.1521858545	-0.030372172700000002	-0.0756908	0.007304149999999999	0.109649	-0.00310936	-4.94572e-05	0.00175507	0.02627011994	0.1577876343	-1.042709686	0.5074854028	0.05031587777	-1.282962707
900.4366721204767	790.8985321193106	770.5127865093763	1.19328988	37.53220749	1.14742625	0.52956852	0.008132938900000001	-0.3610074082	0.0142989096	-0.3271518976	0.0974406782	0.0395644404	-0.06991453660000001	-0.0128008324	0.3003580382	0.3091151869	0.0211286056	-0.37052647	0.00658594	0.00752414	-0.064785	0.000402134	-0.000131393	-0.00010425600000000003	-1.810750752	-0.3767409551	-0.4306974967	-1.40113472	-1.130208419	0.2979635844
901.0096150020227	792.0686945744552	771.3113029071149	1.1241008	35.3560257	1.08408201	0.220866885	0.1560188351	-0.0876388975	0.11491421880000001	-0.04299492	0.2907028387	0.3064727894	0.041009313	0.14652750369999998	0.07693332559999999	-0.016199558500000003	0.13859758	-0.1881699713	-0.0304629	0.0875235	0.0186789	0.000381308	4.32817e-05	0.000107339	-1.388412405	0.6800119405	-1.562871539	-0.1261222074	-0.8233031766	0.5779592616
906.6135764786427	792.8589889570475	773.0206087521493	1.06046569	33.35452652	1.05527627	0.3813742	0.0610957966	-0.2075642266	-0.22618344059999998	-0.050751188200000005	0.10878363210000001	0.1242879016	-0.0162043792	0.09095451019999999	0.3221521989	0.0371464827	-0.1378669988	0.0805240203	-0.0401624	0.0110233	0.106971	-0.00278981	-2.93473e-05	0.00100124	0.03269617342	0.3050882091	-1.249415602	1.329887394	-1.628929043	-0.1363006483
906.4066107926559	791.8273636871958	773.996288799224	1.06062067	33.3594017	1.01450276	0.157650835	0.0648868138	-0.0808258475	-0.1258989415	-0.2070779577	-0.0221460199	-0.1244585306	0.021885792299999998	0.1231696317	0.2750760709	0.0401187125	0.0530567892	0.035093713900000004	-0.0427519	-0.0198274	0.133647	-0.00227658	-0.00103421	0.00143384	0.2108009814	0.5368630052	1.334858389	-0.2468135675	-1.053442983	-0.2025305918
907.6964910447487	791.7770082244966	773.8451532685657	1.04170549	32.76446915	1.01851416	0.15594931	0.0606510591	0.1619447342	0.1593262625	0.0938066251	0.10146955519999999	0.048790485	0.08048350509999999	0.1333659816	-0.10793550939999999	-0.0349274463	0.0366773981	-0.0103000019	-0.0566356	0.00282061	0.174348	-0.00345458	-0.000754008	0.00131771	0.5535009581	0.3892599812	-0.5111985627	-0.237533195	0.07415284905	2.053439282
908.6098373205632	791.4906047505258	773.7311528771752	1.01363754	31.88165474	1.00365889	0.12779387	0.0816759137	-0.07622857059999999	-0.19640924010000002	0.1258643467	-0.0095055174	-0.0169052461	0.0833560154	0.09400583119999999	0.1345014564	-0.0865233913	-0.0670088581	0.1261960975	-0.0807868	0.008197279999999998	0.216272	-0.00321911	-0.000282518	0.00173759	0.8474285455	0.6669152529	-1.057372334	0.5952189921	-1.116520219	0.9023078936
905.9138466606676	791.4303560991199	774.5363293179663	1.052688	33.10989761	1.02394044	0.17814728999999999	0.150856951	-0.0962298991	-0.022129266600000003	-0.0380246069	0.1703862003	-0.2796402461	0.0884534907	0.2503042268	0.0348907463	-0.0911381574	0.0323831431	-0.09292179769999999	-0.06828620000000002	-0.00561746	0.150174	-0.00206002	0.000113351	0.00189731	0.116820875	0.7662676006	0.1635380145	-0.09953827505	0.4607944104	0.9341702182
905.7030805336225	792.1860460168238	775.0487302828002	0.99743444	31.37202263	0.98066342	0.07261890999999998	0.1697372044	0.0488679262	-0.0343244682	-0.0428190644	0.2742884312	0.09352492789999999	0.08201710200000001	0.10948057539999999	0.08627716	-0.1483639405	0.0308229898	-0.1443735678	-0.08088009999999998	0.0180301	0.137856	-0.00199726	0.00041889	0.00178442	0.03056753627	0.7330117641	-0.7476831008	-0.4843379048	-0.2914119542	-0.5538437071
911.8042927740365	791.5949713827156	776.9062719089369	1.00916278	31.74091148	0.98734069	0.19539585	0.0809237745	0.0503149918	-0.19162920379999998	0.24398656300000002	0.19781277739999997	-0.0344667061	0.0985426615	0.12054161320000001	0.0488746966	-0.1410585679	0.0629507101	0.1611409814	-0.0912508	-0.0375161	0.208649	-0.00151748	0.0008530589999999998	0.00152465	0.5489863047	1.313645041	-0.8582976907	1.597105801	-0.2932728086	0.8369759935
908.938074025054	790.434528551565	775.8044688079076	1.00983322	31.76199913	0.97348279	0.1673573	0.1456938719	0.0013596631	-0.18344448030000002	-0.0028844413	0.107879297	-0.1809954268	0.0834347131	0.1248820934	0.2344144711	-0.16062301140000002	0.0202044434	-0.0404538021	-0.0977047	0.04225	0.19147	-0.00248254	0.000585793	0.00147781	0.5195809467	1.056134936	1.33225946	0.3432323901	0.009725914894	-0.469763258
908.4073582663824	791.7101207227728	775.9668514477066	0.98282313	30.91245842	0.97610563	0.09820476	0.1424679651	0.1033697915	0.08956957210000001	0.22804135809999998	0.1998535665	0.032747440499999995	0.0991292034	0.1397891251	-0.0926386174	-0.2753857536	-0.0155115498	0.0576098996	-0.09772670000000003	-0.00273591	0.195159	-0.00187107	0.00082111	0.00162118	0.4491518277	1.204228776	-0.07376048715	0.6429000511	0.7993336907	1.058170904
910.5346023650682	790.3114711692177	775.3630547962706	1.00785756	31.69985771	0.99915433	0.17314823999999998	0.0024522532000000002	-0.061670795	-0.11262264699999999	0.2215414832	0.10887152130000001	-0.08623173710000001	0.041845890499999996	0.0972544959	0.0661722234	-0.1049636597	-0.1404782916	0.0018101753	-0.0498984	-0.0361013	0.141581	-0.00223748	0.000655729	0.00185692	0.2429260366	0.5238635343	0.04844846866	1.402802017	0.02743611708	-0.1631829442
908.4924723109253	792.6766266814273	775.9142231821153	1.0382272	32.65506744	1.01055324	0.156713	0.1330857344	-0.040635477999999996	-0.0793009666	0.0351707676	-0.0430339951	-0.25347827	0.12303565050000001	0.046140172300000004	0.043830830599999995	-0.14201595179999998	-0.1675847982	-0.1244984459	-0.06287710000000002	-0.0548817	0.223336	-0.0016773999999999997	0.000778547	0.00167584	0.6578289683	1.362723797	1.83263883	-0.1271225995	0.2275969568	0.4324784756
906.2557016122847	793.6096671936302	775.79376620961	1.13025141	35.54947662	1.09998798	0.4095921	0.14971348199999998	0.0772198617	0.0221798636	-0.10249145470000001	0.172507505	0.019013051200000002	0.08935233109999999	-0.023413322400000002	-0.09914736310000001	-0.047493762	0.0607431841	-0.3591890765	-0.0668011	-0.098685	0.0248823	0.000734349	0.00100688	0.0010477	-1.446838641	0.734666049	-0.3791787193	-0.7545346389	0.4987717719	-0.1618670381
913.1875741435364	793.0554859090782	776.2288808228174	1.06630063	33.53805161	1.04068148	0.183763	-0.047660702	0.0677951233	-0.11811939460000001	0.16182592140000002	-0.0384490156	0.0671231037	0.0215972281	0.023074596200000002	-0.0944292809	-0.081320581	0.0082573378	0.004071280300000001	-0.08804589999999998	-0.100787	0.0462302	-0.00144409	0.000571307	0.0008803459999999998	-0.5212965042	0.3908716712	-0.6593848525	1.392447767	-0.3040116306	-0.30694699
913.4793899545476	792.3449011214685	776.2067163963284	1.01789594	32.01559448	1.01258636	0.183086	-0.029960972599999997	0.0233530265	-0.1005089832	0.2659113586	-0.052814651500000004	-0.1121688557	0.05473032	0.0297602578	-0.0990248035	-0.1471805769	-0.09987388539999999	0.0387533183	-0.0717789	-0.118765	0.130174	-0.00255886	0.000406496	0.000898709	0.277624297	0.7066976286	0.8015942871	1.070868407	0.1368065468	0.01558354454
907.724387337798	791.8246625863318	773.5782003646952	1.05226099	33.09646606	1.04214942	0.17592870000000002	0.04434186019999999	-0.0535357324	0.0060484898	-0.0989236976	-0.22030008480000002	-0.0859885296	0.11436184560000001	-0.053914509699999995	0.0194825678	-0.031261865	-0.0898369334	-0.1364380059	-0.0516552	-0.1596	0.178509	-0.00357483	0.000238757	0.0010477	0.6908986122	0.6782023675	1.667294227	-0.4255950215	-0.683906117	-0.3039417984
915.4114127857969	793.4751003011747	776.9389930081521	1.10320139	34.69868088	1.06989753	0.1435513	0.0855171228	0.1430875767	0.07044117379999999	0.0254338065	-0.1311801555	-0.15190842710000002	0.11780516699999999	-0.044433300999999994	-0.243473754	0.015479245400000001	0.1827236777	0.0363768447	-0.072907	-0.197962	0.199622	-0.00410909	-0.000246176	0.000810403	1.082070167	0.6094430283	-0.2914694623	-0.8184851113	0.4229689327	0.6173337678
909.5069525460235	791.406360777385	775.0622429906622	1.05108774	33.0595665	1.04149175	0.22345011	0.07213691009999999	0.11826339640000001	-0.0090154452	-0.20703902579999997	0.004816298	0.059727855	0.1135151667	-0.1657420182	0.05690509480000001	0.0724930572	0.2184838247	-0.1293095474	-0.00583069	-0.197854	0.141065	-0.00320794	0.000659253	0.000958	0.5076609123	0.3132703335	-1.005043261	-1.360638187	0.6619932693	-1.656997887
910.2503082603184	791.5495733621651	774.0559306646819	1.09687018	34.49954605	1.07484901	0.14006791	0.12657444710000001	0.1435255474	-0.13976607789999998	-0.0648938117	-0.08990046039999999	0.12884416810000002	0.1411566853	-0.0559010437	0.1010038286	-0.062281365	0.15799349470000001	0.1605201484	-0.0400954	-0.171594	0.165367	-0.00305332	0.000785587	0.00178187	0.4970132644	0.737201604	-0.5307019534	-0.5136201677	0.050021756	-0.9899929534
911.0454713759897	792.1696441513344	775.3649710074792	1.02757502	32.3200264	1.00849426	0.13834155000000006	0.0954874377	0.2111903504	0.17286433969999998	0.083525055	-0.10358115640000001	-0.1175234166	0.1668828537	-0.0380173996	-0.1895292298	-0.1853763547	0.0184283648	-0.021143081299999998	-0.0280165	-0.186235	0.234054	-0.00320037	0.00116863	0.00211047	0.9503097594	1.225331262	0.5011584614	-0.4358619497	0.748015341	-0.292891415
904.2556403293057	789.6215405825952	771.1036124622196	1.0658226	33.52301788	1.05324733	0.2655098	0.1526301881	0.23921739109999998	0.0692763357	0.056265627900000004	-0.1293012411	0.036229993599999996	0.1718256537	-0.1928996487	-0.164621986	-0.0013521122	0.203946615	0.1172237936	-0.0242962	-0.29076	0.199211	-0.00432987	0.00191214	0.00153505	0.8248104386	0.6068287585	-0.7925825244	-1.251571471	-0.5467764703	0.9774506614
910.8460537882163	792.0596475137289	774.2068022785234	1.10222054	34.66783142	1.09574282	0.27811265	0.1167978251	0.0654032422	-0.0784920232	0.0012952002000000001	-0.22537771480000002	0.1309543889	0.1936291062	-0.3303615359	-0.0029613712	-0.09454866	-0.5359188282999999	-0.0606472501	-0.0124771	-0.196549	0.265491	-0.00436097	0.000260549	0.00110169	1.306252163	1.073437943	0.1426794407	-0.9473598193	-0.4067736384	-1.51734695
908.9392352709331	793.9002253729468	774.206522101428	1.06691098	33.55724716	1.06681597	0.27080065	0.1059552536	-0.0093823412	0.0515982892	-0.0848768052	-0.2003321036	-0.0252141104	0.1423508325	-0.4266383502	-0.0139224955	0.1528711868	-0.35749359189999996	-0.046582559100000004	-0.00235515	-0.314332	0.199441	-0.00456343	-0.000470144	0.000497929	1.148488237	0.448305681	-0.4826270535	-1.227278399	-0.8135311154	2.01634993
909.2049494416184	789.1206545130873	770.4984157591606	1.26324499	39.73248672	1.21276343	0.40798867	-0.26305829140000003	-0.0968720318	0.213664093	-0.048033169800000004	-0.26696681640000003	0.1947583116	-0.1032041861	-0.1708424847	-0.0507203774	0.3048651142	0.2578201801	0.0660943499	0.00163527	-0.326027	-0.0700161	-0.00560523	-0.00186387	0.000519326	-0.1215115215	-2.26577692	1.543250111	-1.014120392	-1.499601972	0.1374760108
908.0670604399206	793.200206337312	772.8664496436612	1.09293103	34.3756485	1.07766283	0.37654188999999993	-0.0576615541	-0.060222881900000004	0.065895519	-0.025871016	-0.3035313145	0.17800947920000001	0.052389992999999996	-0.1883822771	-0.0365722491	0.1309495192	0.0001218917	0.0454978162	-0.056526	-0.345076	0.0401792	-0.00386918	-0.000431764	-9.524440000000003e-05	0.2001050639	-0.4917854501	-0.1075295905	-0.8704603022	-1.636172215	0.3648476463
906.1000418805901	791.8899554622438	774.1783084346305	1.04811275	32.96599197	1.04874241	0.28143922	0.12280526369999999	0.0260297842	0.0735255039	-0.1916169093	-0.0435926165	0.11305022039999998	0.1024976246	-0.18700698920000003	0.12594050240000002	0.0424715213	0.2405090771	0.0635897034	-0.0384713	-0.297053	0.172685	-0.00464022	-0.000431764	0.0007908299999999999	1.025912832	0.3170465638	-1.186588947	-1.816511408	-1.372709156	1.301688272
910.261656799591	790.4838643215677	773.1845369522107	1.06824648	33.59925461	1.05888617	0.1347319	0.1229129026	0.1157017149	-0.2381802168	-0.159700365	-0.2240121863	0.2641625051	0.1221284654	-0.1738778824	0.1849014796	-0.0516307039	0.1354894774	0.1846263748	-0.0407704	-0.321538	0.206443	-0.00423959	-0.0010874	0.00121836	1.033635052	0.592763248	-1.0593204	-1.623799745	-2.082152771	-3.179730569
910.7591978748551	792.4447442232952	775.8723642236521	1.02102685	32.11406708	1.0097698	0.24360120000000005	0.2449655752	0.2872117269	-0.0101028921	-0.0395149083	-0.135853641	-0.0658703764	0.1959783487	-0.2026590268	-0.0194113954	-0.0048673831	0.2164667107	0.1721342887	-0.0517676	-0.361144	0.313027	-0.00484558	-0.00101311	0.00226636	1.761951284	1.038647455	-1.773384937	-1.923006364	-1.496998066	0.3818929558
