-0.3323329796	0.4651728596	1.106717485	-2.168485378	-2.106553384	0.946824722	-1.602801446	-2.321761382	-1.655851429	-0.7559241712	0.7174340055	1.777338145	2.493977444	-2.5663103	-1.0247609	-0.5521687735	0.7607190499	-2.976002359	-1.233263488	1.784114016	-2.496340795	-3.752805923	-0.605541942	1.438756648	0.1269768321	2.342650879	-3.41969842	3.892459007	
-0.3717943996	0.62323503	1.052530102	-2.531348374	-2.272008848	-0.645750685	-1.655281373	-3.288156538	-1.368630294	-1.323785826	1.308003283	-2.223587531	1.769372101	-2.873482915	-0.02185501605	-0.4789787647	0.248193882	-3.732624831	-1.504222198	-0.01274809316	-2.915272153	-3.441656096	1.194251557	2.166619227	0.02641933231	1.277060923	-5.352028129	0.616131817	
-1.874119032	-1.094257871	0.6574001517	-2.195047651	-0.9572658603	-0.8625661608	0.801153625	-1.614325973	-2.017551166	-2.054365718	5.010161697	-1.169815632	2.714549618	-4.979881007	0.3175948289	0.02566433561	-1.088601439	-2.381429545	0.1671703788	-2.495506907	-1.450818698	-0.9142331552	1.073099238	0.4821465087	-1.16550446	2.559787851	-1.213136843	0.1133844519	
-0.04394618658	0.5925596901	2.566255786	-1.531225221	-1.292785291	-1.081891717	1.218292381	-0.7965802855	0.4731505373	-1.916165163	2.051883811	-1.921818668	1.49055475	-4.434189268	-0.1325984062	1.577931177	0.310497281	-1.45891646	0.4024047727	0.9522722389	-0.7736153593	-2.514748841	2.945008807	1.800657902	-0.904134294	-0.367752416	-1.704361819	1.263966509	
-0.2525411429	0.5859714484	2.522039243	-1.721128777	-0.9601879599	-0.9999052905	1.386866647	0.2542724646	1.039594506	-2.533724933	1.290447615	-0.775384407	1.043160708	-2.09237326	-2.035354786	1.693783324	1.215149105	-0.6815903957	1.137555218	0.754576275	-1.680372336	-1.705834868	-0.7862360958	-0.7923971496	-1.483081752	0.1892829081	-0.6035428196	-0.9833042441	
-1.09256572	0.6664325024	2.143299413	-1.387543877	-2.22647916	-0.7590015035	0.8132018014	0.3747922198	0.8908965014	-1.942546099	0.5913785577	0.3962419958	-1.240552942	-0.2693816575	-2.471263448	2.214513595	1.809743741	-1.160583173	0.7140255659	0.968396485	-1.199975684	-2.350578937	0.05858831541	0.4022813603	-1.23748451	2.135077499	-0.8811830245	0.6890305974	
-0.3846116188	0.3848808287	2.371023688	-1.887600114	-2.754373409	1.184569299	0.6214841668	-0.388961131	-0.2971404907	-0.574594569	1.488324228	-1.188936406	-1.482334193	0.360583947	-2.734030582	1.380133353	0.0353723775	-0.7251570677	0.3357523023	0.4692778654	-1.292494583	-1.507338539	0.3901546548	-1.115929754	-1.622899802	1.145877669	-1.702099291	1.052621037	
-0.06992316767	0.5998907457	2.374752604	-1.193442458	-2.531513999	0.425997556	0.6925459583	-1.218864179	-0.5105938926	-1.526884776	1.92493765	-2.626694423	-2.148101517	-0.06583998982	-1.690051566	0.7028268373	1.326898422	-0.7123120448	-0.3078759742	0.1397971479	-0.7519427343	-2.060541348	0.2817187458	-0.1235854347	-1.645926441	0.04539799915	-2.662008332	1.380256831	
-0.4614885569	0.4840782356	2.33870082	-2.365521299	-1.540595002	-1.126537216	1.082046074	-1.127825878	-0.1313180885	-1.929100659	2.254609977	-1.203558325	-1.791182025	-0.2573972295	-1.218884108	1.261424975	0.8689539552	-1.22550012	-0.1186987932	0.5651346574	-1.814513381	-1.467454412	-0.9051257282	-0.2571915072	-0.9939212424	-0.7858089329	-1.903446527	-2.038039145	
-0.3150126106	0.734864844	2.373551981	-1.076880773	-1.508535807	-0.7003693064	1.375258392	-1.232271261	-0.5556097258	-0.7629923836	2.156355182	0.4147198268	-2.371743603	-0.5188748437	-1.433692994	0.9382820758	0.7419731713	-1.358217303	-0.4000995228	-0.8913835737	-2.13291005	-1.621652467	0.4922913477	0.4151560156	-2.390366199	-0.4066500645	-0.3302615716	0.4007824581	
