-1.726760164	-2.552023537	0.7584691629	-0.8747127501	0.1821476586	0.2687331895	-0.03584363286	1.162337905	-0.7320822851	0.8032796358	-1.016311689	-0.3360607181	0.8055234671	-0.2374108038	-0.5238715033	2.85584304	2.781083199	1.580781942	-0.7884965462	-0.4244243871	1.011231875	1.520587828	0.4875523863	0.2281806913	0.8143039506	0.9985098236	-1.794318101	
-1.303217551	-2.197112545	-0.4066095624	-0.8888840012	0.07149144411	0.3519986004	-0.03997766086	-1.311846641	3.067040018	1.182650258	-0.1366891975	0.3883858837	0.2761141417	-1.344409656	0.04919907475	3.66653826	2.862392487	0.1716079402	-2.282269069	-1.339697377	0.06006487004	-2.176690831	-0.9222949366	0.7653091863	1.894752945	0.4151781123	-0.209572273	
-1.533453474	-2.260684448	0.3523341713	-0.7505767647	0.6549614881	1.736385098	-0.1539947192	0.8258413028	-1.803733647	1.135722945	-0.4213994468	-0.6479376421	-0.5337088431	-0.5235162676	1.494631715	2.007313393	3.019377185	-0.2523310585	-1.349460425	-0.5582659728	0.5032744161	1.670728419	1.355828874	0.9759310103	2.194706909	1.602724484	-1.093435479	
-1.411583885	-2.260100234	1.675236108	-1.128917286	-0.222479482	0.8500106885	-0.6479604192	0.07550810513	2.719165575	0.9292804781	0.6298157396	-0.705674557	-0.06356342719	0.4446641194	1.77389684	2.110696102	2.138360339	-0.1400541456	-1.311222471	-0.1025954557	-0.519635486	-0.8859404925	-1.426851897	-0.9423956589	0.8068907052	0.8359093806	-0.8831942995	
-1.330192405	-2.02820942	-0.3287600091	-0.8823884581	-0.3529702539	0.8015102629	0.2398678089	0.698391059	1.153736174	0.6704645133	0.1468984299	-0.4223202577	-1.959075818	-0.3417129017	0.8864204611	2.630732192	0.8743993426	-0.07124376919	-1.149081075	0.9689043964	0.8782367917	0.5361154606	-0.3394634212	1.886511222	2.789776593	0.9664237672	-0.4144723358	
-1.486689961	-2.442841629	-0.4665407559	-0.8254157802	-0.462123623	0.8800633394	0.3085147869	-1.001758191	2.20184363	0.5721031621	-0.8181546701	1.61910299	-0.7531118436	0.3093842969	1.585958799	1.55833965	-0.05124236362	0.4999541762	-0.3862921787	0.8177817254	2.02197936	-0.4176901974	-1.121365157	0.1354949567	3.309999443	0.9933483908	-2.399675183	
-1.400278616	-2.23022528	0.005709979552	-0.8687088359	0.2573844102	1.190649634	-0.9082071511	0.6761438361	0.3642045889	0.6916409141	-0.1839678091	2.404560124	-1.201814705	0.7478717356	2.271428378	1.421646256	0.4224329811	0.8675568088	0.6631249495	0.8054062296	1.418975929	0.29745521	-0.1575043534	0.6891678299	2.209835785	1.429835759	-1.943179989	
-1.481059613	-2.544070766	2.236700554	-0.8654518003	0.2581187289	0.9231916226	-0.7196834256	0.2073925266	2.012471932	-0.05021713223	2.433018696	2.423116965	0.9928573181	5.576518248	2.601092753	1.431190608	-0.3843174459	0.2544611402	-0.7529181928	-0.3562979994	-0.1050781493	0.4409728031	0.5509305522	-0.3360426703	0.8338573491	0.325958193	-1.148457363	
-1.319756437	-2.146382636	-0.2280528556	-1.006374098	-0.1982871352	0.4850298277	-0.4672197963	0.893936329	0.6956900205	-1.298899391	1.199948812	1.312785023	-2.829558946	2.078764388	2.399078434	1.18651141	-0.4795279916	-0.5749223576	-1.09247598	-1.100729147	-0.5168473426	-0.9218408258	1.823351254	-0.8052444918	0.5422694099	1.319106284	0.123720004	
-1.411386315	-2.225870741	1.628579776	-1.104361092	-1.286890333	0.1205007631	-0.6399911967	0.7552335393	1.532772133	-1.630037233	-0.5097949448	0.3882323548	0.2060351955	3.319708257	1.889972023	1.102498844	-0.2226912628	-0.4115131833	0.9262938294	0.07634614914	-0.05776576344	0.7698101958	-0.1350396358	-0.4816833737	-1.410623862	-0.718230342	-0.0005248561252	
