CSF	WhiteMatter	GlobalSignal	stdDVARS	non-stdDVARS	vx-wisestdDVARS	FramewiseDisplacement	tCompCor00	tCompCor01	tCompCor02	tCompCor03	tCompCor04	tCompCor05	aCompCor00	aCompCor01	aCompCor02	aCompCor03	aCompCor04	aCompCor05	NonSteadyStateOutlier00	X	Y	Z	RotX	RotY	RotZ	AROMAAggrComp01	AROMAAggrComp03	AROMAAggrComp04	AROMAAggrComp05
886.6348281113384	813.8698529477533	780.3830395308038	1.08558154	28.92391396	1.09080327	0.0915466465	-0.2062141761	0.1837066443	0.13489581650000002	0.0291969166	0.0746628567	0.2084344425	-0.2125807206	0.2136942805	0.1642313591	0.0675698689	0.1613199002	0.0089414037	0.0	0.00205416	0.0193478	0.0235567	-0.000366596	0.000559476	-0.000286647	-0.5367951306	-0.2516056481	1.052491396	-1.328855604
885.1757875849971	815.8109124790906	779.5983344399418	1.06457269	28.36416245	1.08013713	0.10527211009999998	0.1890559449	-0.1608874041	-0.0706461845	0.0208544029	0.1517007907	0.0997691226	0.19215390129999999	-0.13361969740000001	-0.06348270389999999	-0.2252940429	-0.0157682426	-0.027482920499999997	0.0	-5.52111e-05	-0.0463204	0.0304936	6.66978e-06	0.000413842	-0.000194394	-0.06851127505	-0.4108142399	-0.9650011665	-0.5922164981
886.3735068494146	815.1585027668024	779.383800717554	1.05097961	28.00199127	1.07148075	0.10387059469999999	0.0451059303	0.0669102395	-0.1385315573	-0.0796573105	-0.0564489129	0.3476118885	0.1057805217	0.0581519956	0.15868665369999999	-0.034433820899999995	-0.06302383730000001	0.1228873642	0.0	-3.08554e-05	0.0223422	0.0233341	-0.000268915	0.00044874	-0.000444394	0.138876991	-0.04445041996	1.022532375	-0.5291181483
883.6207827035096	815.2332835107643	777.6908026029242	1.04255807	27.77761078	1.07613289	0.1109991646	0.1683047052	-0.1767063207	-0.1040114227	-0.26745216899999996	-0.0982836101	0.30005966030000003	0.2102701989	0.0270108263	-0.0093854457	0.3387548665	-0.3057052839	0.2644915593	0.0	-0.00353686	-0.0608851	0.0183742	-8.32258e-05	0.00064917	-0.000444394	0.1080344126	-0.9159240462	-0.588161414	0.01946644192
881.7947454261503	813.9953367443857	777.1919567646272	1.04863238	27.93945312	1.07917988	0.157302805	0.0839209365	0.1928794534	-0.3228657856	-0.2945047795	0.014173732	-0.0677639817	0.13713353179999999	0.267193374	0.3067670205	0.0452314697	-0.0370410538	-0.1111054732	0.0	-4.8415e-05	0.016223399999999995	0.036389	-0.00079106	0.0008651569999999998	-0.000194394	-0.6465740358	-0.3883273458	0.6357614064	-0.8830365631
877.2719568379201	813.6499286408754	776.6115839638322	1.07640755	28.67948723	1.08314228	0.11805193269999997	-0.21265405559999997	-0.16179867109999999	-0.1171294275	-0.2468219454	-0.3503668315	-0.0550556061	-0.2289215791	-0.2530618412	-0.2228045322	0.2047404732	-0.0538652797	0.0231952738	0.0	-3.68833e-05	-0.0354097	0.0222666	4.63802e-06	0.0008651569999999998	-0.000444394	0.45629744	-0.9005685789	-0.2480729061	-1.599535119
882.6910372100981	815.4031232744725	778.5419830589888	1.11859894	29.80362129	1.09359705	0.1488441343	0.21338189	0.1533318038	0.006623513399999999	-0.2390105377	0.1968590025	-0.3472375764	0.1744751092	0.11598777369999999	-0.0152751572	0.0945520817	-0.3345249007	-0.4244454398	0.0	0.0136872	0.013919	0.0343739	-0.0008560259999999999	0.00050214	-0.000194394	-1.25263367	-0.1756557881	-1.068922948	-0.8578327332
877.9927600202251	814.4728849848732	779.0857997859413	1.11265218	29.64517593	1.11185408	0.12231344	-0.3685184871	0.0848854614	-0.0442643011	-0.0721952173	-0.0212985343	-0.0223761119	-0.35556105920000003	-0.08745686890000001	0.10348649210000001	-0.09520023470000001	-0.1122985929	-0.2266402939	0.0	0.00554526	-0.0360987	0.0153874	-0.00032138	0.00062084	-0.000444394	-0.5017011621	0.6866333564	0.7285141704	-1.432012468
884.6944364968306	816.0089091515139	779.7843468969056	1.10499775	29.44123459	1.10295618	0.10115453999999999	0.1958851634	-0.2557138723	-0.042786208	0.054094280999999994	0.3902774304	-0.35638798060000004	0.1315819946	-0.2025910666	0.0811497348	-0.23608187960000002	-0.39354365950000003	0.0390485739	0.0	0.013945	0.0185688	0.0211	-0.000724557	0.0008651569999999998	-0.000444394	0.0894830507	0.5260989678	-1.449591235	-0.2528037951
883.3869890653727	814.642724748582	780.2072483875934	1.1026684	29.37917137	1.10744572	0.0983568	-0.0622923081	0.3115803735	-0.0357321798	0.0319898807	0.07328805940000001	-0.3105577568	-0.054719185700000006	0.1188623103	0.2295287295	0.0267592013	0.07454510889999999	-0.4005363685	0.0	0.007394699999999999	-0.0223324	0.00777285	-0.000350933	0.000487218	-0.000444394	-1.301272273	1.307925471	0.3231697869	0.01175985546
882.6689004126363	815.7295195740343	780.1990906758009	1.15716445	30.83114815	1.09388912	0.07127112	-0.1579494289	-0.23507657420000003	-0.1038310135	-0.006252073	0.021908857200000003	-0.1733743447	-0.0661695714	-0.24181694760000003	-0.1204712331	-0.12298648570000001	0.0337990954	-0.1007621601	0.0	0.0139453	0.0262393	0.00744968	-0.000559628	0.0003794	-0.000444394	1.741633235	1.228761335	-0.2580573304	-0.07114734818
885.866807407677	814.6485416831755	780.8368516732021	1.1608243	30.92865944	1.1047219	0.0808596	0.1902356396	0.17812736899999998	0.2074346652	0.0369852102	-0.22019312719999998	0.0012107742999999999	0.1402081083	0.2448512795	-0.24537398059999999	-0.3797401153	0.16867315089999999	-0.0953078509	0.0	0.00761851	-0.0308052	0.00425037	-0.000350933	0.000456485	-0.000444394	-1.068167106	1.441085493	-0.7708457073	0.9772506751
884.0548780375087	814.3580189346762	780.5907186786995	1.1703341	31.18203735	1.1160363	0.10445267	-0.23023445829999997	-0.017774048799999997	0.08275313990000001	0.0730896784	0.2752929745	0.10812000570000001	-0.22420205129999998	-0.0833439288	0.2291377021	-0.35985707829999997	-0.2330835224	0.1399126766	0.0	0.013945	0.0245696	0.0107991	-0.000666314	0.0008651569999999998	-0.000444394	1.438869654	1.468177157	0.9212685058	0.3670309331
888.3770973002008	814.8372901659168	779.7748941811262	1.16604459	31.06774902	1.11487067	0.07688344999999999	0.30673652100000004	-0.11457683980000001	0.1289985573	0.035258399100000004	-0.2208357126	0.0687455892	0.2305559969	0.0777567433	-0.2804904559	-0.0017523673	0.10297013890000001	0.021139923199999997	0.0	0.0139411	-0.0223307	0.0111927	-0.000553191	0.000386567	-0.000444394	-0.7117834634	0.5991060198	-1.49928424	1.284014273
884.6350991744447	813.3100429436246	779.6605068313277	1.10347033	29.4005394	1.09751594	0.0647315043	-0.1060045448	0.1958435599	-0.0463143	-0.046836266900000006	0.2272913099	0.20046718600000002	-0.18145054	0.23828150469999998	0.1566161441	-0.0146223672	-0.0011983019	0.1009256867	0.0	0.0139433	0.0187193	-7.730429999999998e-05	-0.00066611	0.000521834	-0.000444394	-0.135208059	1.045402543	1.25650788	0.1654191046
881.9193079237874	815.1849808640143	779.3030260864052	1.10785794	29.5174408	1.10781622	0.09361365430000002	0.01023965	-0.20873533390000001	0.2117199009	-0.1190366051	-0.22006649579999998	-0.22070800780000002	-0.0101202074	-0.0838187718	-0.2624178714	0.10373138900000001	-0.10117427050000001	-0.35976158700000005	0.0	0.0139424	-0.0153585	0.0303864	-0.00040091	0.000750853	-0.0005316	0.2076239113	0.1370453875	-1.534894234	-0.1609033823
884.7140116959679	813.5632342258093	780.0218798178212	1.09585977	29.19776535	1.10175431	0.10070104999999999	-0.0132171929	0.24830163800000002	0.0701778087	-0.0530404199	-0.014573443500000002	-0.0140415156	-0.1246699998	0.1964250526	-0.25729945460000003	0.1118410904	0.23034294489999999	-0.0040278837	0.0	0.0139332	0.0123943	-0.0053291	-0.0008116949999999998	0.000485627	-0.00060006	-0.8193456633	0.8328815924	0.4111625529	0.3452936578
880.1064991989705	814.9153254479672	779.7030770374333	1.1172123	29.76667595	1.10648298	0.0804185	-0.25619471850000003	-0.24142006	0.2192215329	-0.08931213810000001	-0.0070901637	-0.16580638960000002	-0.3358708234	-0.1553671694	-0.2141284818	0.1617273038	0.0390937788	0.0058981749	0.0	0.0139372	0.0114776	0.053112	-0.00110956	0.000392322	-0.000570096	0.8406675137	0.4809952327	-1.045558922	-1.773511129
887.8591191792723	815.107299015964	781.3723782961192	1.1061672	29.47239304	1.08386099	0.06677058000000001	0.1240939861	0.1575935328	0.4150192544	0.2807346423	-0.2433470924	0.1194230396	-0.023260273799999998	0.2046218288	-0.3490056145	-0.21909832010000002	0.0455112187	0.001296883	0.0	0.0171113	-0.00141423	0.017895399999999995	-0.000920113	0.000446206	-0.000636526	-1.104898438	0.9231405884	-1.00640394	-0.04820291059
884.0120572893953	813.3259769264854	780.5098581959253	1.09370756	29.14042091	1.04177415	0.08063982	-0.2021566886	-0.1326761769	0.4516880814	0.1380933549	0.3104762198	0.10952651109999999	-0.293838537	0.1075095334	0.0728557943	-0.282708059	-0.0832091345	0.3128387869	0.0	0.0190205	0.00950264	0.0518673	-0.00120412	0.00018734	-0.0007704899999999998	1.20615036	1.027788572	-0.5492914671	-1.744773864
