CSF	WhiteMatter	GlobalSignal	stdDVARS	non-stdDVARS	vx-wisestdDVARS	FramewiseDisplacement	tCompCor00	tCompCor01	tCompCor02	tCompCor03	tCompCor04	tCompCor05	aCompCor00	aCompCor01	aCompCor02	aCompCor03	aCompCor04	aCompCor05	NonSteadyStateOutlier00	X	Y	Z	RotX	RotY	RotZ	AROMAAggrComp01	AROMAAggrComp03	AROMAAggrComp04	AROMAAggrComp05
907.514416055466	819.175427447874	787.9015457588188	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	-0.0	0.0	1.252092787	1.203342823	0.6675195254	1.979724707
889.2353856701982	815.6834700690378	783.3346265368052	1.19578874	31.86024284	1.18127954	0.06147387919	-0.1899397639	0.057265025	-0.31326521949999997	0.3444165336	-0.2182538575	0.0170549815	0.0253473744	-0.2396281531	0.20083675550000002	-0.0179520079	0.2995560157	-0.1262689175	0.0	1.75419e-06	-0.0330958	0.015447	0.000188775	1.89224e-24	-6.98115e-05	-0.427645112	-0.09655267055	2.283627444	0.224889696
894.6073632194513	817.2565753529088	782.5216414687692	1.07643032	28.68009186	1.06798899	0.10517806918999999	0.24775446129999998	-0.2966117286	-0.1993061532	0.2968099944	0.2259235238	0.2218381194	0.3637385521	-0.34305346630000005	0.0988146568	-0.17149927550000002	0.1588133147	0.1081880885	0.0	0.0	0.00151574	0.0382265	-0.000697119	-0.0	0.0	0.9113001972	-0.7337743008	-0.1708424383	0.7708740492
887.0209412677641	814.4851962692283	781.3930667303804	1.10344183	29.39977837	1.08614194	0.10617553	-0.037042843	0.23895352530000002	-0.2256696944	0.310307271	0.0332645212	-0.1643471643	0.0676620503	0.014094301000000002	0.2761641718	0.17097037920000002	0.3714889872	0.028434469100000002	0.0	-0.00559049	-0.0330973	0.0331213	0.0	0.00024704	-0.000273177	-1.133590832	-0.6377544596	1.173703955	0.09993102841
887.0530185960387	816.2634994432846	781.5306141375399	1.13781238	30.3155365	1.09111381	0.09853901113	-0.014396551499999998	-0.2603045619	-0.1414004419	0.2304734583	-0.1996970547	-0.131614269	0.077551279	-0.40048243009999995	0.0511695525	0.1478116801	0.0865465161	-0.028254428300000002	0.0	8.69113e-06	-0.00317242	0.0258806	-0.000797187	2.18921e-23	-0.000201919	1.660129205	-1.039188012	0.01817964359	0.4165627287
888.9387372910803	814.6723837517993	781.0401320549366	1.14501762	30.50751114	1.09653497	0.07778752841	0.2277077008	0.2501025845	-0.021864240099999998	0.2231665211	-0.0425787942	-0.0784809865	0.1660177381	0.1218777645	0.0843152901	-0.000630138	0.2367111791	0.013403318300000001	0.0	4.96772e-06	-0.0309213	0.0258647	-0.000215878	0.000261252	-4.40995e-05	-1.058245609	-1.059955706	-0.2476931093	0.9467778229
885.3550230021003	815.0046558916206	780.4749952065041	1.16448045	31.02607536	1.10124242	0.17899531822	-0.0832049481	-0.1309713343	-0.1695762167	0.0803436064	-0.1053910356	0.1331383367	0.0092145301	-0.048258927199999996	-0.0564709803	0.1545756077	0.12450663990000001	0.385767705	0.0	-2.61655e-05	0.0271245	-0.00194056	0.00154121	0.000279412	-0.000131114	1.893224539	-1.504313018	1.16381068	1.534709921
884.3124142511621	815.1018355153716	778.3232543550847	1.15630281	30.8081913	1.09713602	0.1737970345	0.24532865559999997	0.07956049379999999	0.0493124771	-0.2891626491	0.14404006119999999	0.1884150319	0.1836411825	0.22099728710000002	0.0343130608	0.23611795940000002	-0.28194725940000004	0.0888201658	0.0	-0.00447314	-0.0331557	0.0249235	0.000170439	0.000402262	-0.000281609	-0.7140769709	-1.635105961	-0.2213015064	1.794728977
882.4424857069865	814.7471203165115	777.8562255809213	1.10456812	29.42978859	1.07492089	0.08300111999999998	-0.2120829498	0.021537577000000002	-0.0467405958	-0.23974905989999998	0.0592354389	0.1349781848	-0.1704388311	-0.034652842999999996	0.06458470849999999	0.2887707515	-0.071998461	0.029814652400000002	0.0	-0.00482483	0.00969528	0.0224075	-0.000349629	0.000465058	-0.000444394	0.6947708843	-1.421238872	1.083470748	0.2895282834
881.7747496660937	815.2432532948637	778.6977079662987	1.12283611	29.91651535	1.09381402	0.0817345235	0.10435193050000001	-0.027326354599999998	0.1660901938	-0.1427829793	-0.179970112	-0.1510411829	0.0664713104	0.0798362562	-0.2160519148	0.0087020698	-0.0454961895	0.20958861809999998	0.0	-3.23365e-05	-0.0331532	0.0321353	2.7013e-05	0.000575731	-0.000444394	-1.158705379	-1.693155471	-1.117797506	0.04598740837
