CSF	WhiteMatter	GlobalSignal	stdDVARS	non-stdDVARS	vx-wisestdDVARS	FramewiseDisplacement	tCompCor00	tCompCor01	tCompCor02	tCompCor03	tCompCor04	tCompCor05	aCompCor00	aCompCor01	aCompCor02	aCompCor03	aCompCor04	aCompCor05	Cosine00	X	Y	Z	RotX	RotY	RotZ	AROMAAggrComp10	AROMAAggrComp14	AROMAAggrComp15	AROMAAggrComp20
983.7361453136507	761.4108649501184	743.2625575290904	n/a	n/a	n/a	n/a	-0.14648093869999998	0.10976011869999999	0.12563517359999998	0.079571719	-0.0002022621	0.1529646748	-0.1585440622	0.015513572	-0.1671357277	0.0061412047	-0.0124405733	0.2957988438	0.1414039094	-0.00516178	0.0177982	0.0430891	-0.00245465	0.000766225	0.0	2.051947997	-0.3928998514	-0.8295676058	2.578222848
965.9404460812137	758.209991086161	742.1520273963881	1.09287655	33.8602562	0.99163455	0.22093252	-0.13161119429999998	-0.1508488327	-0.1633420023	0.1075276709	-0.0392491438	0.1648988238	-0.2425990847	-0.0005874188	0.11120327039999998	0.1820400388	-0.11431497210000001	-0.0418003413	0.1412643608	-0.0180003	-0.0316447	0.0991219	-0.00376286	0.00110576	-0.000404621	0.6949800866	1.098328678	1.47202996	-0.7932277765
971.6771937625937	759.5205252110665	741.9544805286961	1.09134233	33.81272125	1.01230311	0.05082440000000001	-0.11066952810000001	0.0830561514	0.1194018713	-0.0103184752	-0.13762967880000002	0.28427807120000004	-0.1517915581	0.0163506959	-0.1160449783	0.2189146934	-0.050420295999999996	-0.0349231195	0.14098540140000002	-0.0179653	-0.0031077	0.104075	-0.00384864	0.000845554	-0.000404621	1.934201768	-0.6214764506	-0.47085631	1.825327532
960.1552308981488	759.4994854883512	741.3434091959243	1.06463361	32.98521423	0.99344009	0.07464559999999999	-0.035936979300000005	-0.1376659968	-0.11429432949999999	0.0740756408	0.0834103702	0.1620346616	-0.17485123460000002	0.0046219128	0.09579550369999999	0.18285755920000002	-0.09481477890000001	-0.0052008775	0.1405673064	-0.0180037	-0.011147	0.0863209	-0.00324912	0.00110576	-0.000288071	-0.1582064245	1.337329128	0.6049814735	-1.382427633
968.6832844655735	762.0651337775518	742.3385858909828	1.08552134	33.63237381	1.02058375	0.23392429	-0.08103682129999999	0.054153739699999995	0.0838981092	-0.0896316977	-0.1214023935	0.26659347629999997	-0.188250148	0.0632556118	-0.1190923259	0.0797439315	-0.023009026000000002	0.0283640334	0.1400104884	0.0103427	0.0812603	0.121997	-0.0037077	0.000386103	8.35818e-05	1.928921109	-0.06018301343	-0.8902016636	0.7579116497
962.38907375916	761.229575232301	742.6529701994677	1.11173403	34.44451141	1.04481232	0.132973879	-0.0972606224	-0.10910078919999999	-0.1462126524	0.0752946258	0.14309645640000002	0.0958382182	-0.1959265266	-0.007199337199999999	0.0624552797	-0.047409361	-0.11205169109999999	0.04946463809999999	0.1393154969	-0.00108601	0.000292741	0.100106	-0.00388924	0.000577051	8.233759999999998e-05	-0.2634622412	1.846216424	0.05935731417	-0.3987159175
970.8536221752133	761.9833501741227	742.6678097556247	1.03211164	31.97759438	0.98183924	0.09879578999999998	-0.1804066195	0.0429920254	0.059931133600000006	-0.1227874576	-0.0891067733	0.1129906023	-0.17984228170000002	0.0576773645	-0.1157956458	-0.1255929446	0.027085439399999998	0.0048238046	0.13848301789999998	-0.000669759	0.0241511	0.0818312	-0.00308243	0.000308198	3.3073e-05	1.737199981	-0.1511815345	-0.001826671186	0.6942509038
965.1257235723033	760.8635147719849	741.87811901237	1.01809883	31.54344177	0.97258204	0.129398846	-0.0994179275	-0.00015971559999999999	-0.1199185147	0.0618743629	0.0413422588	0.0830294676	-0.1110039184	-0.0441818624	-0.006492394	-0.1135766057	-0.057760596500000004	-0.0129500875	0.1375138729	-0.00801945	-0.007623109999999998	0.0458355	-0.00215125	0.00022298	-3.61139e-05	0.4305930545	1.930666218	0.7760815812	-0.3705813056
970.2434984577187	761.3349376588028	741.0888703328378	1.02096546	31.63225746	0.97375381	0.116283305	-0.1285550399	0.1022588435	0.0721732334	-0.052636488200000005	-0.1834528896	0.1260911237	-0.10704667220000001	-0.0272633668	-0.159061053	-0.0908675727	0.07048118219999999	-0.0091684616	0.1364090183	-0.00801886	0.0389919	0.0941486	-0.00236365	0.000368055	-0.000105731	1.860637996	0.05583100966	-0.4383300126	0.510810042
963.0648715198076	759.041433831639	740.3433379523607	1.08903158	33.74112701	1.00628603	0.08588491499999999	-0.08796811800000001	-0.0780842643	-0.0786655859	0.0753597334	0.1579993401	0.0184713885	-0.0888477424	-0.0670563947	0.0774717528	0.0165303061	-0.09334590050000001	0.1244868873	0.1351695444	-0.00799531	-0.0118755	0.0625507	-0.00238696	0.000401485	-9.45497e-05	-0.4910302328	1.411583894	0.2014832961	-0.05132896624
