-2.283799775	-0.496127798	-0.101925527	1.179025752	-1.43401739	1.653058322	-0.4811306839	3.306899166	-0.4879321542	1.928029999	-1.404256391	1.11531684	-1.116620741	3.507914131	1.206369222	1.008082669	1.003667839	1.315089701	-0.4634339695	3.869427301	1.764379568	-0.8637166578	
-2.547186547	1.801844557	-0.8299254614	1.700316142	-2.437347583	1.720289143	0.04835383113	-0.4431139924	-2.21484397	1.061397167	-2.505111711	0.9230495416	-1.106195529	2.28884807	0.6578271212	1.202099611	0.9549926191	0.4786921011	0.06912014485	1.318389142	1.846596799	-1.297181447	
-2.455339058	-1.293262034	-0.5504467841	1.594898201	-1.820390476	-0.2526900991	-0.5438023549	1.707587452	-2.165414207	0.0133364442	-1.981783926	0.8943515172	-0.06083087023	2.423202755	0.4761215287	0.8597240679	-0.3438177981	0.1314600866	0.712451524	1.486438137	0.5873869914	-0.051808119	
-2.366999658	1.441146306	-0.466106266	1.3822078	-1.362542701	-1.016966537	-0.1350058587	-0.05018633442	-2.147277336	0.3718866154	-2.260771007	0.6324702974	-1.511723931	2.535212935	0.9000080657	0.8455529757	-0.04756843162	-0.3372475275	0.2275983455	0.7344644395	1.92423811	0.8367115682	
-2.626516187	-1.376350505	-0.05903528261	1.146395324	-1.018668142	-0.6859240447	-0.5511850526	0.7326986655	-2.036888457	-0.04098535013	-0.6034269537	0.487514812	-0.441349441	2.969035701	1.481436214	0.03335826367	0.301523038	-0.9839887635	0.680996936	0.2171741649	-0.7669988448	1.834494447	
-2.221312755	1.175881307	-0.5199369861	1.565288523	-1.279124762	-0.7094900333	-0.06391631611	-0.3872981059	-1.924144188	0.145895205	-2.367289781	0.2588274942	-2.510576165	3.039928669	1.289441937	0.1423894048	0.9428724311	-0.8916753672	-0.8431159359	0.6296294219	1.75629309	2.999194036	
-2.197464474	-1.216610272	-1.281004285	1.735074741	-0.9850705217	-0.06254251083	-0.9369927751	-0.6535382435	-1.918187044	-0.7852231797	-2.524886135	1.073533712	-1.882428776	3.295099397	0.807107326	0.3669741469	-1.516250534	-1.465919405	1.792979695	0.5521818347	-1.091040541	4.044076129	
-2.234387397	0.4686485701	0.1712170169	1.587079765	-0.3101571038	-1.807649176	-0.7829233437	-1.096372353	-0.8599660807	1.096383896	-1.339542707	1.605904058	-0.8669986365	4.218728609	0.8507481259	0.2271664076	-0.8734286704	-0.7119992829	0.9708348238	0.2991705435	-0.2410013079	4.466352362	
-1.930799613	0.1626081299	0.3251537838	1.5507973	0.07287242061	1.336446076	-1.362104386	-0.1827769672	-0.2059158467	-0.1503494439	-0.9067287606	1.833052112	-2.524167258	4.563687855	1.296577092	-0.1175622379	0.1506496294	0.2963626168	0.3357661663	0.7355141785	-0.8628684346	2.849589172	
-1.783677115	0.7801863137	0.946889617	1.086152296	-0.6018976794	0.9629892705	-0.6777842921	0.1827874432	-0.1786780398	2.013974619	-2.081070147	2.48143554	-2.119842931	4.110476353	1.333449669	-1.117920547	-1.112832362	1.346202063	0.1361085612	1.68723075	-1.664335538	1.224723992	
-1.923509713	-0.01401819043	1.237997536	0.1733325443	-1.701927273	1.794981656	-1.215256664	0.3859195778	0.5068334244	2.067868761	-1.128148572	2.182752541	-0.9019374259	3.609808847	0.07579213687	-1.143248405	0.8055471964	0.8943599996	-1.143528152	-1.155225084	-0.7258840122	0.5436820114	
-1.77238041	1.551370383	1.340598382	-0.6005096055	-2.791552144	1.067250269	-0.6400513385	1.259249388	-0.3767764951	2.033134655	-1.502598955	1.088066553	-1.389940192	2.302308922	-0.6192005123	-0.7267235981	-2.400159582	-0.006053701429	-0.6873851959	-0.6781446353	0.6246442725	-1.103474508	
-1.820333918	-1.314079578	0.7280985098	-1.466290384	-2.76710643	-0.1613587416	-0.8108268528	1.93902714	-1.187452029	1.506384385	-1.467580094	1.115205405	-2.124374346	1.834034904	-0.7367130805	-0.7791424595	0.3220510054	-1.367891948	-0.8617758471	-2.131754053	-0.8144059453	-1.579225323	
-1.881458089	0.9732841956	0.8567970829	-1.004190025	-2.468074532	-1.033428172	-0.7114216555	-0.4579489005	-1.294933422	-0.6041581162	-1.084601611	0.9102894464	-0.8346416737	1.179020881	-0.6188355431	-1.329807094	-1.517093644	-1.156830942	-1.544665747	-0.9921254007	0.3881367945	-0.2602715213	
-1.687319355	-0.5667651573	0.5726293941	-0.4301271513	-2.093682605	-1.477212797	-0.6617755639	1.630965349	-0.4672445477	-0.7713836443	-1.01940979	0.4608748362	-1.986286797	0.9236216953	-0.6956843492	-2.00902259	0.2003442417	-0.4750815792	-0.2300185606	-0.6360818482	-0.3215293456	-0.4978799427	
