CSF	WhiteMatter	GlobalSignal	stdDVARS	non-stdDVARS	vx-wisestdDVARS	FramewiseDisplacement	tCompCor00	tCompCor01	tCompCor02	tCompCor03	tCompCor04	tCompCor05	aCompCor00	aCompCor01	aCompCor02	aCompCor03	aCompCor04	aCompCor05	Cosine00	NonSteadyStateOutlier00	X	Y	Z	RotX	RotY	RotZ	AROMAAggrComp01	AROMAAggrComp02	AROMAAggrComp03	AROMAAggrComp04	AROMAAggrComp05	AROMAAggrComp07	AROMAAggrComp08	AROMAAggrComp09	AROMAAggrComp11	AROMAAggrComp14
949.2267280068179	768.3330943533682	777.4517802941	1.10828924	32.76687241	1.03050613	0.07158828	0.1465703851	-0.021499435600000002	-0.0024119591	-0.1908450419	-0.10996910630000001	0.0579045636	-0.12427180019999999	-0.027530166499999998	0.1223059341	-0.22206371170000003	-0.1180026099	-0.0353865991	0.093135745	0.0	-0.0481924	-0.00929884	0.118213	-0.000622536	-0.00175709	0.000115101	0.5418222831	-1.03061797	-1.549440036	-1.190083345	0.8601796124	1.920099981	0.5917359128	0.3530244561	-0.6028469034	-0.3287351723
945.8642106478792	766.7835608956536	776.5258871804458	1.07246768	31.707798	1.01866317	0.05293398999999998	-0.044211264699999996	0.1714091727	0.0490263252	0.1590672374	-0.11487076210000001	-0.035237796	0.1803444901	-0.0809225428	0.0925386677	0.1380923868	0.0423534643	0.0333115409	0.0899315147	0.0	-0.0503057	-0.0022801	0.111945	-0.000978716	-0.00157561	0.00032812	0.4686309842	-0.250533074	1.408374227	-0.8320283398	-0.5824501536	-0.4672839882	1.064340789	-0.187485514	0.4908280459	-1.502896027
945.7540420189513	767.6484208946463	777.3138687898918	1.06264722	31.41745377	1.02230465	0.08887999999999999	-0.09495701710000001	-0.0719690205	0.0587333829	-0.2014576756	-0.08526462509999999	-0.021785980400000002	0.0740853403	0.1484048075	7.779810000000001e-05	-0.17239120309999997	-0.0706318237	-0.0174556303	0.08664362710000001	0.0	-0.0483036	-0.0341642	0.12223800000000003	-0.000466723	-0.00173053	0.000101017	0.5939313624	0.9487598781	-1.717993268	-1.255754643	-0.428897106	-0.2019330843	-1.002579129	0.6716172312	-0.0255347655	-0.4611731151
947.7695642748723	768.9656693520623	776.9330428815344	1.04390419	30.86330986	1.00411487	0.08654059999999998	0.013916346100000001	-0.1475245197	0.0029524224	0.0966388197	-0.0095294619	-0.1722202064	-0.0848577989	0.0874412038	0.047043307400000005	0.11177627220000001	-0.0663585404	-0.15412342140000002	0.0832751408	0.0	-0.0552948	-0.0128198	0.145687	-0.00107105	-0.00177342	5.3114e-05	1.033582302	-0.1740198086	0.6217537517	-1.334149518	1.488813216	-0.3348169547	-0.4362782035	-1.222862665	-1.444184413	-0.2278894606
947.4613654003967	767.4947505926633	777.2055905615231	1.03301203	30.54128265	0.9997161	0.06758725000000002	0.0769830123	0.026814290499999997	-0.0544885733	-0.1685628388	0.0280441338	-0.1560455333	-0.024713002	-0.025684252299999998	0.072104159	-0.2153076897	0.0250942556	0.0164236348	0.07982918929999999	0.0	-0.0572214	-0.0183266	0.122267	-0.0007479719999999999	-0.001503	0.000194293	0.7473797249	-1.20142972	-0.7822408784	-1.243239517	-0.1429620206	1.584685089	-0.9670638659	1.194312476	-0.7090290272	-0.2833310021
942.9089243665967	767.3510300248845	776.8963742190073	1.03786075	30.68463516	0.99538064	0.08906625000000001	-0.1294375311	0.1336765478	-0.05504897190000001	0.1196485963	-0.06862169809999999	-0.0292277721	0.1826418772	-0.0417901742	-0.0116096206	0.1364864946	-0.0687487024	-0.13900605189999998	0.076308978	0.0	-0.0560551	-0.0259988	0.0714883	-0.00114139	-0.00150173	0.0	0.9931283741	-0.4203150053	0.04498735982	-0.5567919014	-1.07274268	-0.9024544401	0.3005129384	-0.6817321384	0.8287169173	0.02140407336
946.0065587646976	767.8001543412564	777.8594493489506	1.0403285	30.75759315	0.99511266	0.09421570000000003	-0.1038097998	-0.1235826884	-0.0083189751	0.024920091600000003	-0.0609835461	-0.0840365815	-0.0031117204	0.16982720910000002	0.0699028845	-0.026594509500000002	0.05729444349999999	0.0323640269	0.0727177816	0.0	-0.0591994	-0.0171722	0.111794	-0.00085782	-0.00191327	0.000143672	0.8483207634	1.445179787	-0.5264375378	-1.072150363	0.4225448525	-0.4624230742	-1.376524288	1.663661844	-0.5641315186	0.4935549631
948.2586105048638	769.4866539523243	777.2658749050826	1.05770087	31.27121353	0.99438184	0.097216	0.0934174546	-0.039451212799999996	-0.0720774658	0.1137359874	-0.1626890824	0.1549773158	-0.1050940748	0.019589573500000002	0.1121455732	0.1007428879	-0.0735650521	0.10155602789999998	0.0690589408	0.0	-0.0659263	-0.0292565	0.0942148	-0.00152594	-0.00150855	0.0	1.066164433	-0.6265871032	-0.03182892489	-0.3172250027	1.394751121	1.389703833	-0.4238513614	-1.094582208	-0.1179198429	-1.543901012
945.0203018698877	766.8601797480765	776.9504335615816	1.01246989	29.93394661	0.98314005	0.11047848499999999	0.0225767145	0.1137437121	-0.0757221204	-0.0463861609	-0.05285133	-0.1101819717	0.0646674897	-0.0681312651	0.2008371864	-0.0561916349	0.0906915851	0.0285150129	0.06533585900000001	0.0	-0.0601001	0.00203402	0.137621	-0.00127713	-0.00178923	6.96213e-05	0.7956260526	-0.4698682988	0.4701553081	-0.7281652131	-0.8075633606	0.317439541	0.2095440374	1.305461225	-1.411513447	-1.10297573
942.0217679965988	766.9475938654741	775.7130079132806	1.03557253	30.61698341	0.98797125	0.15147768499999997	-0.1480977876	-0.0038401245	-0.0864870693	0.023759790099999997	-0.074073352	0.0737258063	0.1266840344	0.0961108749	0.0478024517	0.0285088133	-0.046499754500000004	0.029598421200000002	0.0615519997	0.0	-0.0576971	-0.0460606	0.0849999	-0.000535622	-0.00163318	0.0	0.4362933444	0.644156767	-0.4280269629	-0.43347372	-0.3502972058	-1.302613097	0.03616141813	0.04016338888	1.015275298	-2.087581534
