"Trial" "syllable" "Onset" "block_num" "Place" "voice" "filename" "place" "voicing" "manner" "rplace" "rvoicing" "rmanner" "rLab" "rAlv" "rDent" "rPal" "rVel" "rFric" "rStop" "rNasal" "rVcd" "rVls" "rvoice" "sylltrans" "voicetrans" "MillSim"
1 "za" 10202 4 "alveolar" "4" "za.3.4.mp3" "Alv" "Vcd" "Fric" "none" "none" "none" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" NA
2 "sha" 11695 4 "palato-alveolar" "2" "sha.1.2.mp3" "Pal" "Vls" "Fric" "diffcat" "diffcat" "repcat" "null" "null" "null" "null" "null" "repFric" "null" "null" "null" "null" "diffVoice" "sha-za" "2-4" 0.0167885857759985
3 "ta" 13203 4 "alveolar" "2" "ta.3.2.mp3" "Alv" "Vls" "Stop" "repvoice" "repcatvoice" "repvoice" "null" "null" "null" "null" "null" "null" "null" "null" "null" "repVls" "repVoice" "sha-ta" "2-2" 0.0486434393382033
4 "fa" 14695 4 "labio-dental" "2" "fa.3.2.mp3" "Lab" "Vls" "Fric" "repvoice" "repcatvoice" "repvoice" "null" "null" "null" "null" "null" "null" "null" "null" "null" "repVls" "repVoice" "ta-fa" "2-2" 0.0578158780927524
5 "ta" 16204 4 "alveolar" "3" "ta.1.3.mp3" "Alv" "Vls" "Stop" "diffcat" "repcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "repVls" "diffVoice" "ta-fa" "2-3" 0.0578158780927524
6 "na" 17696 4 "alveolar" "4" "na.3.4.mp3" "Alv" "Vcd" "Nas" "repcat" "diffcat" "diffcat" "null" "repAlv" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "na-ta" "3-4" 0.0196978714889416
7 "za" 19205 4 "alveolar" "1" "za.1.1.mp3" "Alv" "Vcd" "Fric" "repcat" "repcat" "diffcat" "null" "repAlv" "null" "null" "null" "null" "null" "null" "repVcd" "null" "diffVoice" "za-na" "1-4" 0.0175448260161758
8 "fa" 20697 4 "labio-dental" "3" "fa.2.3.mp3" "Lab" "Vls" "Fric" "diffcat" "diffcat" "repcat" "null" "null" "null" "null" "null" "repFric" "null" "null" "null" "null" "diffVoice" "za-fa" "1-3" 0.017564189078639
9 "SH_a" 22205 4 "palato-alveolar" "2" "SH_a.1.2.mp3" "Pal" "Vcd" "Fric" "diffcat" "diffcat" "repcat" "null" "null" "null" "null" "null" "repFric" "null" "null" "null" "null" "diffVoice" "SH_a-fa" "2-3" 0.0109549380134048
10 "tha" 23697 4 "dental" "1" "tha.1.1.mp3" "Dent" "Vls" "Fric" "diffcat" "diffcat" "repcat" "null" "null" "null" "null" "null" "repFric" "null" "null" "null" "null" "diffVoice" "SH_a-tha" "1-2" 0.0163735463965243
11 "va" 25206 4 "labio-dental" "1" "va.1.1.mp3" "Lab" "Vcd" "Fric" "repvoice" "repvoice" "repcatvoice" "null" "null" "null" "null" "null" "repFric" "null" "null" "null" "null" "repVoice" "va-tha" "1-1" 0.0427058614883721
12 "sha" 26698 4 "palato-alveolar" "1" "sha.2.1.mp3" "Pal" "Vls" "Fric" "repvoice" "repvoice" "repcatvoice" "null" "null" "null" "null" "null" "repFric" "null" "null" "null" "null" "repVoice" "sha-va" "1-1" 0.019665034907335
13 "ka" 28223 4 "velar" "4" "ka.3.4.mp3" "Vel" "Vls" "Stop" "diffcat" "repcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "repVls" "diffVoice" "sha-ka" "1-4" 0.0431383354927817
14 "fa" 29699 4 "labio-dental" "4" "fa.1.4.mp3" "Lab" "Vls" "Fric" "repvoice" "repcatvoice" "repvoice" "null" "null" "null" "null" "null" "null" "null" "null" "null" "repVls" "repVoice" "fa-ka" "4-4" 0.0763014313858586
15 "ka" 31208 4 "velar" "3" "ka.7.3.mp3" "Vel" "Vls" "Stop" "diffcat" "repcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "repVls" "diffVoice" "fa-ka" "3-4" 0.0763014313858586
16 "sha" 32700 4 "palato-alveolar" "4" "sha.3.4.mp3" "Pal" "Vls" "Fric" "diffcat" "repcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "repVls" "diffVoice" "sha-ka" "3-4" 0.0431383354927817
17 "TH_a" 34225 4 "dental" "3" "TH_a.1.3.mp3" "Dent" "Vcd" "Fric" "diffcat" "diffcat" "repcat" "null" "null" "null" "null" "null" "repFric" "null" "null" "null" "null" "diffVoice" "sha-TH_a" "3-4" 0.0181476535647975
