"Trial" "syllable" "Onset" "block_num" "Place" "voice" "filename" "rms" "place" "voicing" "manner" "rplace" "rvoicing" "rmanner" "rLab" "rAlv" "rDent" "rPal" "rVel" "rFric" "rStop" "rNasal" "rVcd" "rVls" "rvoice" "sylltrans" "voicetrans" "MillSim"
1 "SH_a" 10205 5 "palato-alveolar" "4" "SH_a.1.4.mp3" 1206 "Pal" "Vcd" "Fric" "none" "none" "none" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" 0.0188530700580233
2 "ka" 11705 5 "velar" "1" "ka.1.1.mp3" 2803 "Vel" "Vls" "Stop" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "ka-SH_a" "1-4" 0.0194871835121784
3 "za" 13204 5 "alveolar" "3" "za.1.3.mp3" 2261 "Alv" "Vcd" "Fric" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "ka-za" "1-3" 0.0228770680919328
4 "na" 14704 5 "alveolar" "1" "na.3.1.mp3" 2129 "Alv" "Vcd" "Nas" "repcat" "repcat" "diffcat" "null" "repAlv" "null" "null" "null" "null" "null" "null" "repVcd" "null" "diffVoice" "na-za" "1-3" 0.0175448260161758
5 "va" 16204 5 "labio-dental" "3" "va.3.3.mp3" 1519 "Lab" "Vcd" "Fric" "diffcat" "repcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "repVcd" "null" "diffVoice" "na-va" "1-3" 0.0241080367661359
6 "null" 17719 5 "null" "null" "null" NA "none" "none" "none" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "null" "null" NA
7 "za" 21718 5 "alveolar" "2" "za.2.2.mp3" 2341 "Alv" "Vcd" "Fric" "none" "none" "none" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "null-za" "null-2" NA
8 "pa" 23217 5 "labial" "4" "pa.3.4.mp3" 1083 "Lab" "Vls" "Stop" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "za-pa" "2-4" 0.0262303501492357
9 "za" 24717 5 "alveolar" "1" "za.3.1.mp3" 2403 "Alv" "Vcd" "Fric" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "za-pa" "1-4" 0.0262303501492357
10 "ka" 26216 5 "velar" "4" "ka.2.4.mp3" 1241 "Vel" "Vls" "Stop" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "ka-za" "1-4" 0.0228770680919328
11 "null" 27732 5 "null" "null" "null" NA "none" "none" "none" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "null" "null" NA
12 "null" 31731 5 "null" "null" "null" NA "none" "none" "none" "none" "none" "none" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "repVoice" "null" "null" NA
13 "va" 35729 5 "labio-dental" "2" "va.1.2.mp3" 2352 "Lab" "Vcd" "Fric" "none" "none" "none" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "null-va" "null-2" NA
14 "ta" 37229 5 "alveolar" "3" "ta.2.3.mp3" 2620 "Alv" "Vls" "Stop" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "va-ta" "2-3" 0.0244476238203606
15 "TH_a" 38728 5 "dental" "3" "TH_a.1.3.mp3" 2240 "Dent" "Vcd" "Fric" "repvoice" "repvoice" "repvoice" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "repVoice" "ta-TH_a" "3-3" 0.018398855471175
16 "pa" 40228 5 "labial" "2" "pa.2.2.mp3" 1845 "Lab" "Vls" "Stop" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "TH_a-pa" "2-3" 0.0267101935592846
17 "SH_a" 41727 5 "palato-alveolar" "3" "SH_a.2.3.mp3" 1420 "Pal" "Vcd" "Fric" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "SH_a-pa" "2-3" 0.0171270060098082
18 "na" 43227 5 "alveolar" "3" "na.2.3.mp3" 1164 "Alv" "Vcd" "Nas" "repvoice" "repcatvoice" "repvoice" "null" "null" "null" "null" "null" "null" "null" "null" "repVcd" "null" "repVoice" "na-SH_a" "3-3" 0.0303880622037938
19 "za" 44726 5 "alveolar" "4" "za.1.4.mp3" 1451 "Alv" "Vcd" "Fric" "repcat" "repcat" "diffcat" "null" "repAlv" "null" "null" "null" "null" "null" "null" "repVcd" "null" "diffVoice" "na-za" "3-4" 0.0175448260161758
20 "tha" 46226 5 "dental" "4" "tha.2.4.mp3" 1223 "Dent" "Vls" "Fric" "repvoice" "repvoice" "repcatvoice" "null" "null" "null" "null" "null" "repFric" "null" "null" "null" "null" "repVoice" "za-tha" "4-4" 0.0321029606059229
21 "va" 47726 5 "labio-dental" "1" "va.2.1.mp3" 2626 "Lab" "Vcd" "Fric" "diffcat" "diffcat" "repcat" "null" "null" "null" "null" "null" "repFric" "null" "null" "null" "null" "diffVoice" "va-tha" "1-4" 0.0427058614883721
22 "ma" 49241 5 "labial" "1" "ma.2.1.mp3" 2197 "Lab" "Vcd" "Nas" "repcatvoice" "repcatvoice" "repvoice" "repLab" "null" "null" "null" "null" "null" "null" "null" "repVcd" "null" "repVoice" "va-ma" "1-1" 0.0319429196022726
23 "na" 50741 5 "alveolar" "2" "na.1.2.mp3" 1341 "Alv" "Vcd" "Nas" "diffcat" "repcat" "repcat" "null" "null" "null" "null" "null" "null" "null" "repNas" "repVcd" "null" "diffVoice" "na-ma" "2-1" 0.155104727857231
24 "ma" 52240 5 "labial" "3" "ma.1.3.mp3" 1229 "Lab" "Vcd" "Nas" "diffcat" "repcat" "repcat" "null" "null" "null" "null" "null" "null" "null" "repNas" "repVcd" "null" "diffVoice" "na-ma" "2-3" 0.155104727857231
25 "ma" 53740 5 "labial" "4" "ma.3.4.mp3" 1003 "Lab" "Vcd" "Nas" "repsyll" "repsyll" "repsyll" "repLab" "null" "null" "null" "null" "null" "null" "repNas" "repVcd" "null" "diffVoice" "ma-ma" "3-4" NA
