1.608678987	1.927877533	2.276727015	-2.555768678	1.870514163	-2.006208986	0.6441321559	-1.325574993	-1.074660577	-1.359792843	0.5340112909	-0.6945143939	0.5530165585	-0.4762598505	-0.3706773346	-2.260742331	0.4518430117	-1.303883294	2.072920578	-1.421346976	0.2020296561	0.1498574321	0.3246098149	-0.7124323763	2.84071335	-1.465270405	-2.076167941	-0.6048161653	-0.7404408208	
1.614329067	1.894812754	2.464820057	-2.4378453	1.942958029	-1.724195335	0.7236066675	-1.477975252	-0.4956239805	-1.121332452	-1.783227802	0.1310041839	1.147465488	-0.2426131897	-0.7549957676	-3.29210257	0.3252969801	-0.9040665081	1.550694379	-0.7593222382	0.7308565762	1.412064267	0.08473572407	0.148954828	2.488477094	-1.314986391	-1.159825154	0.8419617156	-1.386576234	
1.804629879	1.95635729	2.955581376	-2.147002522	1.874279731	-1.015342882	1.310270892	-2.006818727	-0.3399463399	-0.6545324302	-0.7208656942	0.391458824	0.7106028327	0.6880280942	0.07804342311	-3.265736175	0.826069282	-0.623738134	-0.4649554303	-0.5093517001	0.6096298891	0.9637382078	0.5005011387	0.7908662164	1.935244995	-0.07229352967	-1.412538417	-0.03658889384	0.8302240752	
1.852100124	2.05403562	2.770449977	-2.642687751	1.631307453	-0.2164379891	1.343253109	-0.7588896282	0.0382475558	-0.7382760759	0.925360908	0.7802753486	-0.05905392972	1.492461881	-1.204129138	-2.36836436	1.40313687	-0.6787316661	0.4907716504	0.1880930446	1.033304482	0.784322284	-0.1671105642	1.671290816	1.606920646	-0.8095066995	0.3779200156	-0.4517023675	-0.09696830215	
1.982807521	1.952233787	2.755328765	-2.288854001	1.511904052	-0.08707513509	0.8070565367	0.856391211	-0.2345743617	-0.1411549805	-0.2192097148	0.3887974988	-1.015167182	1.856242442	1.897398978	-2.054202067	1.861386601	-0.9733856411	0.5773157361	1.2824216	1.221378432	1.103434231	0.4586632439	1.81697425	1.609400194	-1.468144013	0.991667329	-1.557467058	-0.442477502	
1.94149064	1.898499853	2.803211425	-2.498152388	1.480020922	-0.2911065823	1.464705054	1.054562868	-0.680753118	-0.2079447049	0.9600756621	-1.133094701	-1.649987751	0.973545141	1.338274484	-0.5871447612	1.192269998	-2.097273347	-0.8321162121	0.5499326675	0.2331974056	0.3665593233	0.3239971007	1.149535724	1.062749634	-2.304351717	0.5543610365	-1.040679279	0.9614845018	
1.638617658	1.622837094	1.71041324	-2.069706319	1.022068593	-0.5196145021	1.491835525	1.383803194	-1.36601808	0.1716153607	-0.01170845459	-1.106952046	-0.816716661	0.1111606267	1.328218479	0.6465901944	1.193334423	-1.464334549	0.9589718395	0.05661635289	-0.4677061086	0.4599165044	1.209864574	-0.0036026093	1.104155951	-1.481946163	1.357558839	-2.726863054	-2.270040673	
1.646388065	1.617788452	2.325362427	-2.28055435	1.232031202	-1.455236297	1.111151219	0.496692136	-2.217309037	0.1331468002	0.8375419391	-1.624084147	0.5021287109	-0.6269428373	0.9843702515	0.2565313367	0.7592229737	-0.8385165925	-0.440375439	-0.5429233665	-1.894436692	-0.9338912524	-0.002430110233	-1.204115563	1.047256989	-0.8402802947	0.07985863418	-1.210714325	1.46713082	
1.512670804	1.687724187	1.725525233	-2.417776846	1.225948931	-1.336517059	0.6219412413	-0.07813206772	-2.750753982	-0.8000397102	0.5646767	-0.5088956052	1.186861173	-0.156530596	-0.08566899556	-0.7469513598	0.2435015045	-0.2505125641	1.428315335	-0.5849525133	-2.454808559	-0.395715942	-0.6935996846	-1.762107668	1.07297073	-0.2203127799	-0.5296610607	-0.3279345093	-0.5502442	
1.446825491	1.611178213	2.274487033	-1.967448761	1.305837539	-1.602885549	0.5844382365	-0.9000647247	-2.499545651	-1.626705272	-0.56963523	-0.3012843296	1.481900624	-0.1181282915	0.4007993747	-0.8695178143	0.4401215894	0.5454225902	-0.7851136852	-0.6714328003	-1.844815668	0.9215138284	-1.015725629	-0.8026639216	1.490011573	0.2341212649	-0.110906163	-0.4002186112	-0.0475386081	
