-1.527553194	1.834448509	-0.2884101212	-2.372869621	-0.6007025058	0.5058763138	-1.654652344	-1.097220168	1.868750475	0.2204852916	0.7370444632	-0.09363601719	1.082709843	1.299494441	1.094271571	0.8375049341	2.948034368	1.500839853	2.113561982	0.1140673213	1.134066647	0.8250519307	0.4990450768	1.557404482	0.7716647276	2.209079192	-3.088727926	0.616458252	0.1450569075	
-1.443594677	2.040099418	-0.3119979476	-1.936221289	0.312073653	0.5349418651	-1.878309877	-0.8474769029	1.5703388	0.7933106103	0.5234237342	-0.1081945915	0.7611329058	1.153503044	0.1155406683	0.9805784402	2.275974776	0.7153413395	0.5013487245	-0.2866612191	2.60813441	2.436627	0.716383554	1.515895198	1.71068559	1.397826677	-1.567080522	-0.3723556512	-1.480749146	
-1.394883637	1.960510691	-0.3848759663	-1.884623598	0.002456321677	0.316190751	-1.749099355	-0.329299976	1.253696248	1.677646712	0.4320548187	0.3006293181	1.242769496	1.302499837	0.2801917101	0.8607002973	0.9014875297	0.6022041688	1.714507262	-0.4652891708	1.626381885	0.6941841306	0.01408552705	1.578064568	-0.3073488331	1.01479742	-1.931473952	0.379336032	0.3730537486	
-1.682800436	2.074057019	-0.3449324432	-1.851317412	0.2976143111	0.2253745046	-1.565986877	-0.2285737716	1.13545098	0.8059633951	0.2831176476	1.245593858	0.8130441953	0.7374490509	0.6049397062	1.994940038	1.257520523	0.3634473754	-0.4307485819	-0.8079972726	1.17791308	1.097394804	0.09339368751	2.264161562	0.7308281486	1.408842345	-3.185931568	0.8833349231	-0.6735782861	
-1.476714274	1.916469319	-0.3064785991	-1.617081669	0.5951664264	0.04489363294	-1.889845994	0.3102431612	0.4789996706	2.79753548	0.009259000787	1.656206286	1.146699972	0.9879822396	-0.2545172844	1.988963217	1.658626142	0.2592771968	1.734191359	-1.052969226	2.138112291	0.3999014678	-0.8106936903	1.601596085	-0.53099009	0.002481945323	-0.584661227	0.1943990852	0.4453589352	
-1.619863495	2.017749581	-0.5961565775	-1.490993372	0.6072829553	-0.1743030997	-1.568888021	-0.9134027339	0.1832759507	1.00617041	-0.657531017	2.190358765	0.8512058091	1.033778278	0.7688989262	1.930168992	2.000408146	0.1356966798	-0.4645604957	-1.316019008	1.119386	0.5315573791	-0.9776233043	1.668326427	-0.7407957479	1.171314051	-2.302592422	1.086886196	0.3919126469	
-1.580484572	1.818348381	-0.5833217301	-1.517124867	0.07929695973	-0.159909435	-1.860071201	-0.8051497641	-0.1083232504	1.743217498	-0.02327842063	2.487824492	1.089633441	0.2277479533	-0.6054623989	2.134183271	2.272078807	0.07147448084	1.47259392	-1.03422439	1.082817705	0.2535132459	-1.002832332	1.505253792	-1.133505785	-0.5645152201	-0.9977473394	0.02161439774	0.4312971699	
-1.522614571	1.937479133	-0.7095573656	-1.418482041	0.4003832101	-0.3319466903	-2.065703588	-0.987647621	-0.4321734057	0.9978863864	-0.532174009	1.929875561	0.4013200241	0.6557735164	1.304483446	1.460981708	2.204919921	0.01080585792	0.05176706758	-0.9661817718	2.061806899	-0.0480446065	-1.837893542	1.050817522	-0.6596119909	1.65843612	-0.723001389	0.1817767631	0.1277907313	
-1.639108368	1.896261003	-0.705516731	-1.531334417	0.07802990599	-0.06931680492	-2.087183506	-1.194137668	-1.09256212	1.621398695	-0.662530452	1.924966068	0.8355879344	-0.0998438483	-1.64274126	1.301506376	1.956563372	-0.02378791703	0.8507402857	-1.581618204	-0.04254994527	0.6693432882	-1.109185486	0.5969156563	0.1885273759	-1.110572497	-0.949810121	0.6606118116	0.6146470112	
-1.597990269	1.802502484	-0.9227474632	-1.330032252	-0.4054749114	-0.3065512083	-2.305750535	-0.5375474808	-1.369585741	0.4516933864	-0.8485487938	1.72927615	-0.05655536198	0.06929022085	1.793520974	0.4997941626	1.880531351	0.913587382	2.188432135	-1.377148267	0.9255015965	-0.8052675876	-1.38549448	-0.4262365034	-1.009126004	1.510144211	-1.040478822	0.2557752517	-1.363305451	
