"Trial" "syllable" "Onset" "block_num" "Place" "voice" "filename" "bin" "place" "voicing" "manner" "rplace" "rvoicing" "rmanner" "rLab" "rAlv" "rDent" "rPal" "rVel" "rFric" "rStop" "rNasal" "rVcd" "rVls" "rvoice" "sylltrans" "voicetrans" "MillSim"
100 "SH_a" 171205 7 "palato-alveolar" "2" "SH_a.1.2.mp3" "SH_a_v2_b3" "Pal" "Vcd" "Fric" "repvoice" "repvoice" "repvoice" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "repVoice" "ka-SH_a" "2-2" 0.0194871835121784
101 "na" 172697 7 "alveolar" "4" "na.2.4.mp3" "na_v4_b3" "Alv" "Vcd" "Nas" "diffcat" "repcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "repVcd" "null" "diffVoice" "na-SH_a" "4-2" 0.0303880622037938
102 "SH_a" 174206 7 "palato-alveolar" "3" "SH_a.3.3.mp3" "SH_a_v3_b3" "Pal" "Vcd" "Fric" "diffcat" "repcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "repVcd" "null" "diffVoice" "na-SH_a" "4-3" 0.0303880622037938
103 "ta" 175698 7 "alveolar" "1" "ta.1.1.mp3" "ta_v1_b3" "Alv" "Vls" "Stop" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "SH_a-ta" "1-3" 0.0188530700580233
104 "SH_a" 177206 7 "palato-alveolar" "4" "SH_a.2.4.mp3" "SH_a_v4_b3" "Pal" "Vcd" "Fric" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "SH_a-ta" "1-4" 0.0188530700580233
105 "pa" 178699 7 "labial" "4" "pa.3.4.mp3" "pa_v4_b3" "Lab" "Vls" "Stop" "repvoice" "repvoice" "repvoice" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "repVoice" "pa-SH_a" "4-4" 0.0171270060098082
106 "SH_a" 180207 7 "palato-alveolar" "1" "SH_a.2.1.mp3" "SH_a_v1_b3" "Pal" "Vcd" "Fric" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "pa-SH_a" "1-4" 0.0171270060098082
107 "null" 181699 7 "null" "null" "null" "None" "none" "none" "none" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "null" "null" NA
108 "tha" 185695 7 "dental" "1" "tha.3.1.mp3" "tha_v1_b3" "Dent" "Vls" "Fric" "none" "none" "none" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "null-tha" "null-1" NA
109 "SH_a" 187203 7 "palato-alveolar" "2" "SH_a.1.2.mp3" "SH_a_v2_b3" "Pal" "Vcd" "Fric" "diffcat" "diffcat" "repcat" "null" "null" "null" "null" "null" "repFric" "null" "null" "null" "null" "diffVoice" "SH_a-tha" "1-2" 0.0163735463965243
110 "ba" 188696 7 "labial" "3" "ba.2.3.mp3" "ba_v3_b3" "Lab" "Vcd" "Stop" "diffcat" "repcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "repVcd" "null" "diffVoice" "ba-SH_a" "3-2" 0.0284752464955132
111 "ta" 190204 7 "alveolar" "4" "ta.5.4.mp3" "ta_v4_b3" "Alv" "Vls" "Stop" "diffcat" "diffcat" "repcat" "null" "null" "null" "null" "null" "null" "repStop" "null" "null" "null" "diffVoice" "ba-ta" "4-3" 0.0137873747502122
112 "ba" 191696 7 "labial" "4" "ba.3.4.mp3" "ba_v4_b3" "Lab" "Vcd" "Stop" "repvoice" "repvoice" "repcatvoice" "null" "null" "null" "null" "null" "null" "repStop" "null" "null" "null" "repVoice" "ba-ta" "4-4" 0.0137873747502122
113 "za" 193205 7 "alveolar" "2" "za.2.2.mp3" "za_v2_b3" "Alv" "Vcd" "Fric" "diffcat" "repcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "repVcd" "null" "diffVoice" "ba-za" "4-2" 0.0565234331615674
114 "ba" 194697 7 "labial" "1" "ba.1.1.mp3" "ba_v1_b3" "Lab" "Vcd" "Stop" "diffcat" "repcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "repVcd" "null" "diffVoice" "ba-za" "1-2" 0.0565234331615674
115 "TH_a" 196206 7 "dental" "3" "TH_a.1.3.mp3" "TH_a_v3_b3" "Dent" "Vcd" "Fric" "diffcat" "repcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "repVcd" "null" "diffVoice" "ba-TH_a" "1-3" 0.14699289863621
116 "ba" 197698 7 "labial" "3" "ba.3.3.mp3" "ba_v3_b3" "Lab" "Vcd" "Stop" "repvoice" "repcatvoice" "repvoice" "null" "null" "null" "null" "null" "null" "null" "null" "repVcd" "null" "repVoice" "ba-TH_a" "3-3" 0.14699289863621
117 "ma" 199206 7 "labial" "1" "ma.1.1.mp3" "ma_v1_b3" "Lab" "Vcd" "Nas" "repcat" "repcat" "diffcat" "repLab" "null" "null" "null" "null" "null" "null" "null" "repVcd" "null" "diffVoice" "ba-ma" "1-3" 0.0389983712671896
118 "na" 200699 7 "alveolar" "3" "na.1.3.mp3" "na_v3_b3" "Alv" "Vcd" "Nas" "diffcat" "repcat" "repcat" "null" "null" "null" "null" "null" "null" "null" "repNas" "repVcd" "null" "diffVoice" "na-ma" "1-3" 0.155104727857231
119 "ma" 202207 7 "labial" "3" "ma.3.3.mp3" "ma_v3_b3" "Lab" "Vcd" "Nas" "repvoice" "repcatvoice" "repcatvoice" "null" "null" "null" "null" "null" "null" "null" "repNas" "repVcd" "null" "repVoice" "na-ma" "3-3" 0.155104727857231
120 "ma" 203699 7 "labial" "2" "ma.2.2.mp3" "ma_v2_b3" "Lab" "Vcd" "Nas" "repsyll" "repsyll" "repsyll" "repLab" "null" "null" "null" "null" "null" "null" "repNas" "repVcd" "null" "diffVoice" "ma-ma" "3-2" NA
121 "null" 205208 7 "null" "null" "null" "None" "none" "none" "none" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "null" "null" NA
122 "sha" 209203 7 "palato-alveolar" "4" "sha.1.4.mp3" "sha_v4_b3" "Pal" "Vls" "Fric" "none" "none" "none" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "null-sha" "null-4" NA
123 "sa" 210696 7 "alveolar" "1" "sa.3.1.mp3" "sa_v1_b3" "Alv" "Vls" "Fric" "diffcat" "repcat" "repcat" "null" "null" "null" "null" "null" "repFric" "null" "null" "null" "repVls" "diffVoice" "sha-sa" "1-4" 0.113246765824953
124 "ka" 212204 7 "velar" "1" "ka.1.1.mp3" "ka_v1_b3" "Vel" "Vls" "Stop" "repvoice" "repcatvoice" "repvoice" "null" "null" "null" "null" "null" "null" "null" "null" "null" "repVls" "repVoice" "ka-sa" "1-1" 0.0628311471416047
125 "ka" 213696 7 "velar" "4" "ka.2.4.mp3" "ka_v4_b3" "Vel" "Vls" "Stop" "repsyll" "repsyll" "repsyll" "null" "null" "null" "null" "repVel" "null" "repStop" "null" "null" "repVls" "diffVoice" "ka-ka" "1-4" NA
126 "da" 215205 7 "alveolar" "1" "da.2.1.mp3" "da_v1_b3" "Alv" "Vcd" "Stop" "diffcat" "diffcat" "repcat" "null" "null" "null" "null" "null" "null" "repStop" "null" "null" "null" "diffVoice" "ka-da" "1-4" 0.0188136951680179
127 "ba" 216697 7 "labial" "2" "ba.1.2.mp3" "ba_v2_b3" "Lab" "Vcd" "Stop" "diffcat" "repcat" "repcat" "null" "null" "null" "null" "null" "null" "repStop" "null" "repVcd" "null" "diffVoice" "ba-da" "1-2" 0.0574770260349013
128 "fa" 218206 7 "labio-dental" "3" "fa.1.3.mp3" "fa_v3_b3" "Lab" "Vls" "Fric" "repcat" "diffcat" "diffcat" "repLab" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "ba-fa" "3-2" 0.0466941484832373
129 "SH_a" 219698 7 "palato-alveolar" "3" "SH_a.3.3.mp3" "SH_a_v3_b3" "Pal" "Vcd" "Fric" "repvoice" "repvoice" "repcatvoice" "null" "null" "null" "null" "null" "repFric" "null" "null" "null" "null" "repVoice" "fa-SH_a" "3-3" 0.0109549380134048
130 "ga" 221206 7 "velar" "1" "ga.2.1.mp3" "ga_v1_b3" "Vel" "Vcd" "Stop" "diffcat" "repcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "repVcd" "null" "diffVoice" "SH_a-ga" "1-3" 0.123287666201073
131 "SH_a" 222699 7 "palato-alveolar" "1" "SH_a.1.1.mp3" "SH_a_v1_b3" "Pal" "Vcd" "Fric" "repvoice" "repcatvoice" "repvoice" "null" "null" "null" "null" "null" "null" "null" "null" "repVcd" "null" "repVoice" "SH_a-ga" "1-1" 0.123287666201073
132 "da" 224207 7 "alveolar" "2" "da.3.2.mp3" "da_v2_b3" "Alv" "Vcd" "Stop" "diffcat" "repcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "repVcd" "null" "diffVoice" "SH_a-da" "1-2" 0.0888856874159333
133 "sa" 225699 7 "alveolar" "4" "sa.2.4.mp3" "sa_v4_b3" "Alv" "Vls" "Fric" "repcat" "diffcat" "diffcat" "null" "repAlv" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "da-sa" "4-2" 0.0291248697204559
134 "TH_a" 227208 7 "dental" "2" "TH_a.2.2.mp3" "TH_a_v2_b3" "Dent" "Vcd" "Fric" "diffcat" "diffcat" "repcat" "null" "null" "null" "null" "null" "repFric" "null" "null" "null" "null" "diffVoice" "TH_a-sa" "4-2" 0.0250740393246598
135 "sha" 228700 7 "palato-alveolar" "2" "sha.3.2.mp3" "sha_v2_b3" "Pal" "Vls" "Fric" "repvoice" "repvoice" "repcatvoice" "null" "null" "null" "null" "null" "repFric" "null" "null" "null" "null" "repVoice" "sha-TH_a" "2-2" 0.0181476535647975
136 "ga" 230209 7 "velar" "3" "ga.3.3.mp3" "ga_v3_b3" "Vel" "Vcd" "Stop" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "sha-ga" "3-2" 0.0180389145793569
137 "pa" 231701 7 "labial" "2" "pa.1.2.mp3" "pa_v2_b3" "Lab" "Vls" "Stop" "diffcat" "diffcat" "repcat" "null" "null" "null" "null" "null" "null" "repStop" "null" "null" "null" "diffVoice" "pa-ga" "3-2" 0.0159491621223005
138 "TH_a" 233209 7 "dental" "4" "TH_a.3.4.mp3" "TH_a_v4_b3" "Dent" "Vcd" "Fric" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "TH_a-pa" "4-2" 0.0267101935592846
139 "pa" 234702 7 "labial" "3" "pa.3.3.mp3" "pa_v3_b3" "Lab" "Vls" "Stop" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "TH_a-pa" "4-3" 0.0267101935592846
140 "sha" 236210 7 "palato-alveolar" "1" "sha.2.1.mp3" "sha_v1_b3" "Pal" "Vls" "Fric" "diffcat" "repcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "repVls" "diffVoice" "sha-pa" "1-3" 0.0364423259600863
141 "ka" 237702 7 "velar" "2" "ka.3.2.mp3" "ka_v2_b3" "Vel" "Vls" "Stop" "diffcat" "repcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "repVls" "diffVoice" "sha-ka" "1-2" 0.0431383354927817
142 "va" 239195 7 "labio-dental" "1" "va.1.1.mp3" "va_v1_b3" "Lab" "Vcd" "Fric" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "ka-va" "1-2" 0.0224300675837212
143 "ta" 240703 7 "alveolar" "3" "ta.3.3.mp3" "ta_v3_b3" "Alv" "Vls" "Stop" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "va-ta" "1-3" 0.0244476238203606
144 "na" 242195 7 "alveolar" "2" "na.2.2.mp3" "na_v2_b3" "Alv" "Vcd" "Nas" "repcat" "diffcat" "diffcat" "null" "repAlv" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "na-ta" "3-2" 0.0196978714889416
145 "ta" 243704 7 "alveolar" "2" "ta.2.2.mp3" "ta_v2_b3" "Alv" "Vls" "Stop" "repcatvoice" "repvoice" "repvoice" "null" "repAlv" "null" "null" "null" "null" "null" "null" "null" "null" "repVoice" "na-ta" "2-2" 0.0196978714889416
146 "va" 245196 7 "labio-dental" "4" "va.3.4.mp3" "va_v4_b3" "Lab" "Vcd" "Fric" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "va-ta" "4-2" 0.0244476238203606
147 "ka" 246705 7 "velar" "3" "ka.2.3.mp3" "ka_v3_b3" "Vel" "Vls" "Stop" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "ka-va" "4-3" 0.0224300675837212
148 "sha" 248197 7 "palato-alveolar" "3" "sha.2.3.mp3" "sha_v3_b3" "Pal" "Vls" "Fric" "repvoice" "repcatvoice" "repvoice" "null" "null" "null" "null" "null" "null" "null" "null" "null" "repVls" "repVoice" "sha-ka" "3-3" 0.0431383354927817
149 "TH_a" 249705 7 "dental" "1" "TH_a.2.1.mp3" "TH_a_v1_b3" "Dent" "Vcd" "Fric" "diffcat" "diffcat" "repcat" "null" "null" "null" "null" "null" "repFric" "null" "null" "null" "null" "diffVoice" "sha-TH_a" "1-3" 0.0181476535647975
150 "fa" 251197 7 "labio-dental" "1" "fa.3.1.mp3" "fa_v1_b3" "Lab" "Vls" "Fric" "repvoice" "repvoice" "repcatvoice" "null" "null" "null" "null" "null" "repFric" "null" "null" "null" "null" "repVoice" "TH_a-fa" "1-1" 0.0336796104980624
151 "ka" 252706 7 "velar" "1" "ka.3.1.mp3" "ka_v1_b3" "Vel" "Vls" "Stop" "repvoice" "repcatvoice" "repvoice" "null" "null" "null" "null" "null" "null" "null" "null" "null" "repVls" "repVoice" "ka-fa" "1-1" 0.0763014313858586
152 "tha" 254198 7 "dental" "2" "tha.1.2.mp3" "tha_v2_b3" "Dent" "Vls" "Fric" "diffcat" "repcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "repVls" "diffVoice" "ka-tha" "1-2" 0.0805281948632112
153 "fa" 255707 7 "labio-dental" "4" "fa.1.4.mp3" "fa_v4_b3" "Lab" "Vls" "Fric" "diffcat" "repcat" "repcat" "null" "null" "null" "null" "null" "repFric" "null" "null" "null" "repVls" "diffVoice" "fa-tha" "4-2" 0.424635788228768
154 "ba" 257199 7 "labial" "4" "ba.2.4.mp3" "ba_v4_b3" "Lab" "Vcd" "Stop" "repcatvoice" "repvoice" "repvoice" "repLab" "null" "null" "null" "null" "null" "null" "null" "null" "null" "repVoice" "ba-fa" "4-4" 0.0466941484832373
155 "SH_a" 258708 7 "palato-alveolar" "3" "SH_a.3.3.mp3" "SH_a_v3_b3" "Pal" "Vcd" "Fric" "diffcat" "repcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "repVcd" "null" "diffVoice" "ba-SH_a" "4-3" 0.0284752464955132
156 "fa" 260200 7 "labio-dental" "2" "fa.5.2.mp3" "fa_v2_b3" "Lab" "Vls" "Fric" "diffcat" "diffcat" "repcat" "null" "null" "null" "null" "null" "repFric" "null" "null" "null" "null" "diffVoice" "fa-SH_a" "3-2" 0.0109549380134048
157 "sa" 261708 7 "alveolar" "2" "sa.1.2.mp3" "sa_v2_b3" "Alv" "Vls" "Fric" "repvoice" "repcatvoice" "repcatvoice" "null" "null" "null" "null" "null" "repFric" "null" "null" "null" "repVls" "repVoice" "fa-sa" "2-2" 0.0673755969649652
158 "pa" 263200 7 "labial" "4" "pa.2.4.mp3" "pa_v4_b3" "Lab" "Vls" "Stop" "diffcat" "repcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "repVls" "diffVoice" "pa-sa" "4-2" 0.0502525895157616
159 "fa" 264709 7 "labio-dental" "2" "fa.3.2.mp3" "fa_v2_b3" "Lab" "Vls" "Fric" "repcat" "repcat" "diffcat" "repLab" "null" "null" "null" "null" "null" "null" "null" "null" "repVls" "diffVoice" "pa-fa" "4-2" 0.101897306301343
160 "sha" 266201 7 "palato-alveolar" "2" "sha.3.2.mp3" "sha_v2_b3" "Pal" "Vls" "Fric" "repvoice" "repcatvoice" "repcatvoice" "null" "null" "null" "null" "null" "repFric" "null" "null" "null" "repVls" "repVoice" "sha-fa" "2-2" 0.0279206459825738
161 "SH_a" 267710 7 "palato-alveolar" "2" "SH_a.2.2.mp3" "SH_a_v2_b3" "Pal" "Vcd" "Fric" "repcatvoice" "repvoice" "repcatvoice" "null" "null" "null" "repPal" "null" "repFric" "null" "null" "null" "null" "repVoice" "sha-SH_a" "2-2" 0.0127643633516016
162 "tha" 269202 7 "dental" "4" "tha.2.4.mp3" "tha_v4_b3" "Dent" "Vls" "Fric" "diffcat" "diffcat" "repcat" "null" "null" "null" "null" "null" "repFric" "null" "null" "null" "null" "diffVoice" "SH_a-tha" "4-2" 0.0163735463965243
163 "ba" 270695 7 "labial" "2" "ba.3.2.mp3" "ba_v2_b3" "Lab" "Vcd" "Stop" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "ba-tha" "4-2" 0.0444361928288333
164 "da" 272203 7 "alveolar" "3" "da.1.3.mp3" "da_v3_b3" "Alv" "Vcd" "Stop" "diffcat" "repcat" "repcat" "null" "null" "null" "null" "null" "null" "repStop" "null" "repVcd" "null" "diffVoice" "ba-da" "3-2" 0.0574770260349013
165 "pa" 273695 7 "labial" "1" "pa.3.1.mp3" "pa_v1_b3" "Lab" "Vls" "Stop" "diffcat" "diffcat" "repcat" "null" "null" "null" "null" "null" "null" "repStop" "null" "null" "null" "diffVoice" "pa-da" "1-3" 0.022685051914619
166 "da" 275203 7 "alveolar" "4" "da.2.4.mp3" "da_v4_b3" "Alv" "Vcd" "Stop" "diffcat" "diffcat" "repcat" "null" "null" "null" "null" "null" "null" "repStop" "null" "null" "null" "diffVoice" "pa-da" "1-4" 0.022685051914619
167 "da" 276696 7 "alveolar" "2" "da.1.2.mp3" "da_v2_b3" "Alv" "Vcd" "Stop" "repsyll" "repsyll" "repsyll" "null" "repAlv" "null" "null" "null" "null" "repStop" "null" "repVcd" "null" "diffVoice" "da-da" "4-2" NA
168 "sha" 278204 7 "palato-alveolar" "4" "sha.1.4.mp3" "sha_v4_b3" "Pal" "Vls" "Fric" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "sha-da" "4-2" 0.0319921225828632
169 "pa" 279696 7 "labial" "3" "pa.6.3.mp3" "pa_v3_b3" "Lab" "Vls" "Stop" "diffcat" "repcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "repVls" "diffVoice" "sha-pa" "4-3" 0.0364423259600863
170 "ga" 281205 7 "velar" "3" "ga.1.3.mp3" "ga_v3_b3" "Vel" "Vcd" "Stop" "repvoice" "repvoice" "repcatvoice" "null" "null" "null" "null" "null" "null" "repStop" "null" "null" "null" "repVoice" "pa-ga" "3-3" 0.0159491621223005
171 "ta" 282697 7 "alveolar" "1" "ta.1.1.mp3" "ta_v1_b3" "Alv" "Vls" "Stop" "diffcat" "diffcat" "repcat" "null" "null" "null" "null" "null" "null" "repStop" "null" "null" "null" "diffVoice" "ga-ta" "1-3" 0.0177160218315514
172 "sha" 284206 7 "palato-alveolar" "2" "sha.1.2.mp3" "sha_v2_b3" "Pal" "Vls" "Fric" "diffcat" "repcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "repVls" "diffVoice" "sha-ta" "1-2" 0.0486434393382033
173 "ta" 285598 7 "alveolar" "3" "ta.2.3.mp3" "ta_v3_b3" "Alv" "Vls" "Stop" "diffcat" "repcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "repVls" "diffVoice" "sha-ta" "3-2" 0.0486434393382033
174 "za" 287206 7 "alveolar" "4" "za.3.4.mp3" "za_v4_b3" "Alv" "Vcd" "Fric" "repcat" "diffcat" "diffcat" "null" "repAlv" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "za-ta" "4-3" 0.0233811261053915
175 "ga" 288699 7 "velar" "4" "ga.3.4.mp3" "ga_v4_b3" "Vel" "Vcd" "Stop" "repvoice" "repcatvoice" "repvoice" "null" "null" "null" "null" "null" "null" "null" "null" "repVcd" "null" "repVoice" "za-ga" "4-4" 0.139643669311959
176 "ba" 290207 7 "labial" "1" "ba.1.1.mp3" "ba_v1_b3" "Lab" "Vcd" "Stop" "diffcat" "repcat" "repcat" "null" "null" "null" "null" "null" "null" "repStop" "null" "repVcd" "null" "diffVoice" "ba-ga" "1-4" 0.0676804503863479
177 "va" 291699 7 "labio-dental" "2" "va.2.2.mp3" "va_v2_b3" "Lab" "Vcd" "Fric" "repcat" "repcat" "diffcat" "repLab" "null" "null" "null" "null" "null" "null" "null" "repVcd" "null" "diffVoice" "ba-va" "1-2" 0.20948219453299
178 "sa" 293208 7 "alveolar" "1" "sa.3.1.mp3" "sa_v1_b3" "Alv" "Vls" "Fric" "diffcat" "diffcat" "repcat" "null" "null" "null" "null" "null" "repFric" "null" "null" "null" "null" "diffVoice" "va-sa" "1-2" 0.0231050611407216
179 "va" 294700 7 "labio-dental" "4" "va.2.4.mp3" "va_v4_b3" "Lab" "Vcd" "Fric" "diffcat" "diffcat" "repcat" "null" "null" "null" "null" "null" "repFric" "null" "null" "null" "null" "diffVoice" "va-sa" "1-4" 0.0231050611407216
180 "sha" 296209 7 "palato-alveolar" "1" "sha.3.1.mp3" "sha_v1_b3" "Pal" "Vls" "Fric" "diffcat" "diffcat" "repcat" "null" "null" "null" "null" "null" "repFric" "null" "null" "null" "null" "diffVoice" "sha-va" "1-4" 0.019665034907335
181 "za" 297701 7 "alveolar" "2" "za.1.2.mp3" "za_v2_b3" "Alv" "Vcd" "Fric" "diffcat" "diffcat" "repcat" "null" "null" "null" "null" "null" "repFric" "null" "null" "null" "null" "diffVoice" "za-sha" "1-2" 0.0167885857759985
182 "sha" 299210 7 "palato-alveolar" "4" "sha.2.4.mp3" "sha_v4_b3" "Pal" "Vls" "Fric" "diffcat" "diffcat" "repcat" "null" "null" "null" "null" "null" "repFric" "null" "null" "null" "null" "diffVoice" "za-sha" "4-2" 0.0167885857759985
183 "va" 300702 7 "labio-dental" "3" "va.3.3.mp3" "va_v3_b3" "Lab" "Vcd" "Fric" "diffcat" "diffcat" "repcat" "null" "null" "null" "null" "null" "repFric" "null" "null" "null" "null" "diffVoice" "sha-va" "4-3" 0.019665034907335
184 "tha" 302210 7 "dental" "1" "tha.3.1.mp3" "tha_v1_b3" "Dent" "Vls" "Fric" "diffcat" "diffcat" "repcat" "null" "null" "null" "null" "null" "repFric" "null" "null" "null" "null" "diffVoice" "va-tha" "1-3" 0.0427058614883721
185 "na" 303702 7 "alveolar" "1" "na.3.1.mp3" "na_v1_b3" "Alv" "Vcd" "Nas" "repvoice" "repvoice" "repvoice" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "repVoice" "na-tha" "1-1" 0.0183207062173377
186 "TH_a" 305195 7 "dental" "3" "TH_a.3.3.mp3" "TH_a_v3_b3" "Dent" "Vcd" "Fric" "diffcat" "repcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "repVcd" "null" "diffVoice" "na-TH_a" "1-3" 0.0285486924841155
187 "ta" 306703 7 "alveolar" "4" "ta.1.4.mp3" "ta_v4_b3" "Alv" "Vls" "Stop" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "TH_a-ta" "4-3" 0.018398855471175
188 "ma" 308195 7 "labial" "2" "ma.1.2.mp3" "ma_v2_b3" "Lab" "Vcd" "Nas" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "ma-ta" "4-2" 0.0223566002469745
189 "TH_a" 309704 7 "dental" "4" "TH_a.1.4.mp3" "TH_a_v4_b3" "Dent" "Vcd" "Fric" "diffcat" "repcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "repVcd" "null" "diffVoice" "TH_a-ma" "4-2" 0.0369138726513164
190 "na" 311196 7 "alveolar" "3" "na.3.3.mp3" "na_v3_b3" "Alv" "Vcd" "Nas" "diffcat" "repcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "repVcd" "null" "diffVoice" "na-TH_a" "4-3" 0.0285486924841155
191 "na" 312705 7 "alveolar" "2" "na.2.2.mp3" "na_v2_b3" "Alv" "Vcd" "Nas" "repsyll" "repsyll" "repsyll" "null" "repAlv" "null" "null" "null" "null" "null" "repNas" "repVcd" "null" "diffVoice" "na-na" "3-2" NA
192 "va" 312904 7 "labio-dental" "1" "va.1.1.mp3" "va_v1_b3" "Lab" "Vcd" "Fric" "diffcat" "repcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "repVcd" "null" "diffVoice" "na-va" "1-2" 0.0241080367661359
193 "pa" 314412 7 "labial" "2" "pa.1.2.mp3" "pa_v2_b3" "Lab" "Vls" "Stop" "repcat" "diffcat" "diffcat" "repLab" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "pa-va" "1-2" 0.0205061465402239
194 "sa" 315904 7 "alveolar" "2" "sa.1.2.mp3" "sa_v2_b3" "Alv" "Vls" "Fric" "repvoice" "repcatvoice" "repvoice" "null" "null" "null" "null" "null" "null" "null" "null" "null" "repVls" "repVoice" "pa-sa" "2-2" 0.0502525895157616
195 "SH_a" 317413 7 "palato-alveolar" "4" "SH_a.2.4.mp3" "SH_a_v4_b3" "Pal" "Vcd" "Fric" "diffcat" "diffcat" "repcat" "null" "null" "null" "null" "null" "repFric" "null" "null" "null" "null" "diffVoice" "SH_a-sa" "4-2" 0.0223709151466559
196 "ka" 318905 7 "velar" "4" "ka.1.4.mp3" "ka_v4_b3" "Vel" "Vls" "Stop" "repvoice" "repvoice" "repvoice" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "repVoice" "ka-SH_a" "4-4" 0.0194871835121784
197 "ba" 320414 7 "labial" "3" "ba.2.3.mp3" "ba_v3_b3" "Lab" "Vcd" "Stop" "diffcat" "diffcat" "repcat" "null" "null" "null" "null" "null" "null" "repStop" "null" "null" "null" "diffVoice" "ba-ka" "4-3" 0.0209350458377875
198 "pa" 321906 7 "labial" "3" "pa.4.3.mp3" "pa_v3_b3" "Lab" "Vls" "Stop" "repcatvoice" "repvoice" "repcatvoice" "repLab" "null" "null" "null" "null" "null" "repStop" "null" "null" "null" "repVoice" "ba-pa" "3-3" 0.0224225492966449
199 "pa" 323414 7 "labial" "4" "pa.2.4.mp3" "pa_v4_b3" "Lab" "Vls" "Stop" "repsyll" "repsyll" "repsyll" "repLab" "null" "null" "null" "null" "null" "repStop" "null" "null" "repVls" "diffVoice" "pa-pa" "4-3" NA
200 "ba" 324907 7 "labial" "1" "ba.1.1.mp3" "ba_v1_b3" "Lab" "Vcd" "Stop" "repcat" "diffcat" "repcat" "repLab" "null" "null" "null" "null" "null" "repStop" "null" "null" "null" "diffVoice" "ba-pa" "1-4" 0.0224225492966449
