"Trial" "syllable" "Onset" "block_num" "Place" "voice" "filename" "bin" "place" "voicing" "manner" "rplace" "rvoicing" "rmanner" "rLab" "rAlv" "rDent" "rPal" "rVel" "rFric" "rStop" "rNasal" "rVcd" "rVls" "rvoice" "sylltrans" "voicetrans" "MillSim"
103 "SH_a" 173209 3 "palato-alveolar" "1" "SH_a.2.1.mp3" "SH_a_v1_b1" "Pal" "Vcd" "Fric" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "SH_a-ta" "1-4" 0.0188530700580233
104 "ka" 174701 3 "velar" "1" "ka.1.1.mp3" "ka_v1_b1" "Vel" "Vls" "Stop" "repvoice" "repvoice" "repvoice" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "repVoice" "ka-SH_a" "1-1" 0.0194871835121784
105 "za" 176210 3 "alveolar" "1" "za.1.1.mp3" "za_v1_b1" "Alv" "Vcd" "Fric" "repvoice" "repvoice" "repvoice" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "repVoice" "za-ka" "1-1" 0.0228770680919328
106 "ka" 177702 3 "velar" "4" "ka.2.4.mp3" "ka_v4_b1" "Vel" "Vls" "Stop" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "za-ka" "1-4" 0.0228770680919328
107 "TH_a" 179195 3 "dental" "2" "TH_a.1.2.mp3" "TH_a_v2_b2" "Dent" "Vcd" "Fric" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "TH_a-ka" "4-2" 0.0212738357864609
108 "na" 180703 3 "alveolar" "4" "na.1.4.mp3" "na_v4_b1" "Alv" "Vcd" "Nas" "diffcat" "repcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "repVcd" "null" "diffVoice" "na-TH_a" "4-2" 0.0285486924841155
109 "SH_a" 182195 3 "palato-alveolar" "3" "SH_a.1.3.mp3" "SH_a_v3_b1" "Pal" "Vcd" "Fric" "diffcat" "repcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "repVcd" "null" "diffVoice" "na-SH_a" "4-3" 0.0303880622037938
110 "pa" 183703 3 "labial" "2" "pa.4.2.mp3" "pa_v2_b1" "Lab" "Vls" "Stop" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "pa-SH_a" "3-2" 0.0171270060098082
111 "sha" 185195 3 "palato-alveolar" "4" "sha.1.4.mp3" "sha_v4_b1" "Pal" "Vls" "Fric" "diffcat" "repcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "repVls" "diffVoice" "sha-pa" "4-2" 0.0364423259600863
112 "na" 186704 3 "alveolar" "3" "na.3.3.mp3" "na_v3_b2" "Alv" "Vcd" "Nas" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "na-sha" "4-3" 0.0123102996706557
113 "ta" 188196 3 "alveolar" "2" "ta.3.2.mp3" "ta_v2_b1" "Alv" "Vls" "Stop" "repcat" "diffcat" "diffcat" "null" "repAlv" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "na-ta" "3-2" 0.0196978714889416
114 "za" 189705 3 "alveolar" "4" "za.2.4.mp3" "za_v4_b1" "Alv" "Vcd" "Fric" "repcat" "diffcat" "diffcat" "null" "repAlv" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "za-ta" "4-2" 0.0233811261053915
115 "tha" 191280 3 "dental" "1" "tha.3.1.mp3" "tha_v1_b1" "Dent" "Vls" "Fric" "diffcat" "diffcat" "repcat" "null" "null" "null" "null" "null" "repFric" "null" "null" "null" "null" "diffVoice" "za-tha" "1-4" 0.0321029606059229
116 "SH_a" 192706 3 "palato-alveolar" "2" "SH_a.2.2.mp3" "SH_a_v2_b1" "Pal" "Vcd" "Fric" "diffcat" "diffcat" "repcat" "null" "null" "null" "null" "null" "repFric" "null" "null" "null" "null" "diffVoice" "SH_a-tha" "1-2" 0.0163735463965243
117 "SH_a" 194198 3 "palato-alveolar" "4" "SH_a.3.4.mp3" "SH_a_v4_b2" "Pal" "Vcd" "Fric" "repsyll" "repsyll" "repsyll" "null" "null" "null" "repPal" "null" "repFric" "null" "null" "repVcd" "null" "diffVoice" "SH_a-SH_a" "4-2" NA
118 "sa" 195706 3 "alveolar" "3" "sa.2.3.mp3" "sa_v3_b2" "Alv" "Vls" "Fric" "diffcat" "diffcat" "repcat" "null" "null" "null" "null" "null" "repFric" "null" "null" "null" "null" "diffVoice" "SH_a-sa" "4-3" 0.0223709151466559
119 "da" 197298 3 "alveolar" "4" "da.2.4.mp3" "da_v4_b2" "Alv" "Vcd" "Stop" "repcat" "diffcat" "diffcat" "null" "repAlv" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "da-sa" "4-3" 0.0291248697204559
120 "ta" 198707 3 "alveolar" "1" "ta.1.1.mp3" "ta_v1_b2" "Alv" "Vls" "Stop" "repcat" "diffcat" "repcat" "null" "repAlv" "null" "null" "null" "null" "repStop" "null" "null" "null" "diffVoice" "da-ta" "1-4" 0.0210098839279326
121 "da" 200199 3 "alveolar" "3" "da.1.3.mp3" "da_v3_b2" "Alv" "Vcd" "Stop" "repcat" "diffcat" "repcat" "null" "repAlv" "null" "null" "null" "null" "repStop" "null" "null" "null" "diffVoice" "da-ta" "1-3" 0.0210098839279326
122 "za" 201708 3 "alveolar" "3" "za.3.3.mp3" "za_v3_b1" "Alv" "Vcd" "Fric" "repcatvoice" "repcatvoice" "repvoice" "null" "repAlv" "null" "null" "null" "null" "null" "null" "repVcd" "null" "repVoice" "za-da" "3-3" 0.107120141382959
123 "va" 203200 3 "labio-dental" "1" "va.3.1.mp3" "va_v1_b2" "Lab" "Vcd" "Fric" "diffcat" "repcat" "repcat" "null" "null" "null" "null" "null" "repFric" "null" "null" "repVcd" "null" "diffVoice" "za-va" "1-3" 0.0811683241180293
124 "sha" 204709 3 "palato-alveolar" "2" "sha.3.2.mp3" "sha_v2_b1" "Pal" "Vls" "Fric" "diffcat" "diffcat" "repcat" "null" "null" "null" "null" "null" "repFric" "null" "null" "null" "null" "diffVoice" "sha-va" "1-2" 0.019665034907335
125 "ta" 206201 3 "alveolar" "3" "ta.3.3.mp3" "ta_v3_b1" "Alv" "Vls" "Stop" "diffcat" "repcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "repVls" "diffVoice" "sha-ta" "3-2" 0.0486434393382033
126 "ka" 207709 3 "velar" "2" "ka.3.2.mp3" "ka_v2_b1" "Vel" "Vls" "Stop" "diffcat" "repcat" "repcat" "null" "null" "null" "null" "null" "null" "repStop" "null" "null" "repVls" "diffVoice" "ka-ta" "3-2" 0.235462958598024
127 "ba" 209201 3 "labial" "4" "ba.3.4.mp3" "ba_v4_b2" "Lab" "Vcd" "Stop" "diffcat" "diffcat" "repcat" "null" "null" "null" "null" "null" "null" "repStop" "null" "null" "null" "diffVoice" "ba-ka" "4-2" 0.0209350458377875
128 "fa" 210710 3 "labio-dental" "3" "fa.4.3.mp3" "fa_v3_b1" "Lab" "Vls" "Fric" "repcat" "diffcat" "diffcat" "repLab" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "ba-fa" "4-3" 0.0466941484832373
129 "SH_a" 212202 3 "palato-alveolar" "1" "SH_a.1.1.mp3" "SH_a_v1_b2" "Pal" "Vcd" "Fric" "diffcat" "diffcat" "repcat" "null" "null" "null" "null" "null" "repFric" "null" "null" "null" "null" "diffVoice" "fa-SH_a" "1-3" 0.0109549380134048
130 "sa" 213695 3 "alveolar" "2" "sa.1.2.mp3" "sa_v2_b1" "Alv" "Vls" "Fric" "diffcat" "diffcat" "repcat" "null" "null" "null" "null" "null" "repFric" "null" "null" "null" "null" "diffVoice" "SH_a-sa" "1-2" 0.0223709151466559
131 "za" 215203 3 "alveolar" "2" "za.3.2.mp3" "za_v2_b1" "Alv" "Vcd" "Fric" "repcatvoice" "repvoice" "repcatvoice" "null" "repAlv" "null" "null" "null" "repFric" "null" "null" "null" "null" "repVoice" "za-sa" "2-2" 0.0344734172749872
132 "sha" 216695 3 "palato-alveolar" "3" "sha.2.3.mp3" "sha_v3_b2" "Pal" "Vls" "Fric" "diffcat" "diffcat" "repcat" "null" "null" "null" "null" "null" "repFric" "null" "null" "null" "null" "diffVoice" "za-sha" "3-2" 0.0167885857759985
133 "va" 218204 3 "labio-dental" "1" "va.2.1.mp3" "va_v1_b2" "Lab" "Vcd" "Fric" "diffcat" "diffcat" "repcat" "null" "null" "null" "null" "null" "repFric" "null" "null" "null" "null" "diffVoice" "sha-va" "1-3" 0.019665034907335
134 "ka" 219696 3 "velar" "2" "ka.4.2.mp3" "ka_v2_b2" "Vel" "Vls" "Stop" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "ka-va" "1-2" 0.0224300675837212
135 "fa" 221205 3 "labio-dental" "3" "fa.1.3.mp3" "fa_v3_b2" "Lab" "Vls" "Fric" "diffcat" "repcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "repVls" "diffVoice" "ka-fa" "3-2" 0.0763014313858586
136 "null" 222697 3 "null" "null" "null" "None" "none" "none" "none" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "null" "null" NA
137 "za" 226709 3 "alveolar" "1" "za.1.1.mp3" "za_v1_b1" "Alv" "Vcd" "Fric" "none" "none" "none" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "null-za" "null-1" NA
138 "ma" 228201 3 "labial" "3" "ma.3.3.mp3" "ma_v3_b1" "Lab" "Vcd" "Nas" "diffcat" "repcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "repVcd" "null" "diffVoice" "za-ma" "1-3" 0.021986226035663
139 "va" 229709 3 "labio-dental" "3" "va.1.3.mp3" "va_v3_b1" "Lab" "Vcd" "Fric" "repcatvoice" "repcatvoice" "repvoice" "repLab" "null" "null" "null" "null" "null" "null" "null" "repVcd" "null" "repVoice" "va-ma" "3-3" 0.0319429196022726
140 "ta" 231202 3 "alveolar" "4" "ta.2.4.mp3" "ta_v4_b1" "Alv" "Vls" "Stop" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "va-ta" "4-3" 0.0244476238203606
141 "va" 232710 3 "labio-dental" "2" "va.3.2.mp3" "va_v2_b1" "Lab" "Vcd" "Fric" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "va-ta" "4-2" 0.0244476238203606
142 "ka" 234202 3 "velar" "3" "ka.5.3.mp3" "ka_v3_b2" "Vel" "Vls" "Stop" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "ka-va" "3-2" 0.0224300675837212
143 "sa" 235794 3 "alveolar" "4" "sa.1.4.mp3" "sa_v4_b2" "Alv" "Vls" "Fric" "diffcat" "repcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "repVls" "diffVoice" "ka-sa" "4-3" 0.0628311471416047
144 "ka" 237203 3 "velar" "4" "ka.2.4.mp3" "ka_v4_b1" "Vel" "Vls" "Stop" "repvoice" "repcatvoice" "repvoice" "null" "null" "null" "null" "null" "null" "null" "null" "null" "repVls" "repVoice" "ka-sa" "4-4" 0.0628311471416047
145 "tha" 238712 3 "dental" "4" "tha.2.4.mp3" "tha_v4_b2" "Dent" "Vls" "Fric" "repvoice" "repcatvoice" "repvoice" "null" "null" "null" "null" "null" "null" "null" "null" "null" "repVls" "repVoice" "ka-tha" "4-4" 0.0805281948632112
146 "pa" 240204 3 "labial" "1" "pa.3.1.mp3" "pa_v1_b2" "Lab" "Vls" "Stop" "diffcat" "repcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "repVls" "diffVoice" "pa-tha" "1-4" 0.127757236025028
147 "tha" 241696 3 "dental" "4" "tha.1.4.mp3" "tha_v4_b2" "Dent" "Vls" "Fric" "diffcat" "repcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "repVls" "diffVoice" "pa-tha" "1-4" 0.127757236025028
148 "ga" 243205 3 "velar" "2" "ga.2.2.mp3" "ga_v2_b2" "Vel" "Vcd" "Stop" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "tha-ga" "4-2" 0.0362150149431953
149 "ta" 244697 3 "alveolar" "2" "ta.1.2.mp3" "ta_v2_b1" "Alv" "Vls" "Stop" "repvoice" "repvoice" "repcatvoice" "null" "null" "null" "null" "null" "null" "repStop" "null" "null" "null" "repVoice" "ga-ta" "2-2" 0.0177160218315514
150 "ta" 246205 3 "alveolar" "4" "ta.1.4.mp3" "ta_v4_b2" "Alv" "Vls" "Stop" "repsyll" "repsyll" "repsyll" "null" "repAlv" "null" "null" "null" "null" "repStop" "null" "null" "repVls" "diffVoice" "ta-ta" "4-2" NA
151 "TH_a" 247697 3 "dental" "3" "TH_a.3.3.mp3" "TH_a_v3_b2" "Dent" "Vcd" "Fric" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "TH_a-ta" "4-3" 0.018398855471175
152 "ma" 249206 3 "labial" "4" "ma.1.4.mp3" "ma_v4_b1" "Lab" "Vcd" "Nas" "diffcat" "repcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "repVcd" "null" "diffVoice" "TH_a-ma" "4-3" 0.0369138726513164
153 "ma" 250698 3 "labial" "1" "ma.3.1.mp3" "ma_v1_b1" "Lab" "Vcd" "Nas" "repsyll" "repsyll" "repsyll" "repLab" "null" "null" "null" "null" "null" "null" "repNas" "repVcd" "null" "diffVoice" "ma-ma" "1-4" NA
154 "ba" 252207 3 "labial" "2" "ba.2.2.mp3" "ba_v2_b2" "Lab" "Vcd" "Stop" "repcat" "repcat" "diffcat" "repLab" "null" "null" "null" "null" "null" "null" "null" "repVcd" "null" "diffVoice" "ba-ma" "1-2" 0.0389983712671896
155 "ga" 253699 3 "velar" "4" "ga.3.4.mp3" "ga_v4_b1" "Vel" "Vcd" "Stop" "diffcat" "repcat" "repcat" "null" "null" "null" "null" "null" "null" "repStop" "null" "repVcd" "null" "diffVoice" "ba-ga" "4-2" 0.0676804503863479
156 "da" 255208 3 "alveolar" "1" "da.2.1.mp3" "da_v1_b2" "Alv" "Vcd" "Stop" "diffcat" "repcat" "repcat" "null" "null" "null" "null" "null" "null" "repStop" "null" "repVcd" "null" "diffVoice" "da-ga" "1-4" 0.33343711200749
157 "ma" 256700 3 "labial" "3" "ma.2.3.mp3" "ma_v3_b2" "Lab" "Vcd" "Nas" "diffcat" "repcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "repVcd" "null" "diffVoice" "da-ma" "1-3" 0.0227881412430219
158 "null" 258208 3 "null" "null" "null" "None" "none" "none" "none" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "null" "null" NA
159 "sa" 262204 3 "alveolar" "1" "sa.2.1.mp3" "sa_v1_b2" "Alv" "Vls" "Fric" "none" "none" "none" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "null-sa" "null-1" NA
160 "za" 263696 3 "alveolar" "1" "za.2.1.mp3" "za_v1_b1" "Alv" "Vcd" "Fric" "repcatvoice" "repvoice" "repcatvoice" "null" "repAlv" "null" "null" "null" "repFric" "null" "null" "null" "null" "repVoice" "za-sa" "1-1" 0.0344734172749872
161 "va" 265205 3 "labio-dental" "1" "va.2.1.mp3" "va_v1_b2" "Lab" "Vcd" "Fric" "repvoice" "repcatvoice" "repcatvoice" "null" "null" "null" "null" "null" "repFric" "null" "null" "repVcd" "null" "repVoice" "za-va" "1-1" 0.0811683241180293
162 "ma" 266697 3 "labial" "2" "ma.3.2.mp3" "ma_v2_b2" "Lab" "Vcd" "Nas" "repcat" "repcat" "diffcat" "repLab" "null" "null" "null" "null" "null" "null" "null" "repVcd" "null" "diffVoice" "va-ma" "1-2" 0.0319429196022726
163 "va" 268205 3 "labio-dental" "2" "va.2.2.mp3" "va_v2_b2" "Lab" "Vcd" "Fric" "repcatvoice" "repcatvoice" "repvoice" "repLab" "null" "null" "null" "null" "null" "null" "null" "repVcd" "null" "repVoice" "va-ma" "2-2" 0.0319429196022726
164 "null" 269697 3 "null" "null" "null" "None" "none" "none" "none" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "null" "null" NA
165 "sha" 273709 3 "palato-alveolar" "4" "sha.1.4.mp3" "sha_v4_b2" "Pal" "Vls" "Fric" "none" "none" "none" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "null-sha" "null-4" NA
166 "ga" 275202 3 "velar" "2" "ga.1.2.mp3" "ga_v2_b2" "Vel" "Vcd" "Stop" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "sha-ga" "4-2" 0.0180389145793569
167 "na" 276710 3 "alveolar" "4" "na.1.4.mp3" "na_v4_b2" "Alv" "Vcd" "Nas" "diffcat" "repcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "repVcd" "null" "diffVoice" "na-ga" "4-2" 0.0301743677158778
168 "ba" 278202 3 "labial" "4" "ba.3.4.mp3" "ba_v4_b2" "Lab" "Vcd" "Stop" "repvoice" "repcatvoice" "repvoice" "null" "null" "null" "null" "null" "null" "null" "null" "repVcd" "null" "repVoice" "ba-na" "4-4" 0.024819469330927
169 "sha" 279695 3 "palato-alveolar" "1" "sha.3.1.mp3" "sha_v1_b2" "Pal" "Vls" "Fric" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "ba-sha" "1-4" 0.0119045348638785
170 "ma" 281203 3 "labial" "1" "ma.1.1.mp3" "ma_v1_b2" "Lab" "Vcd" "Nas" "repvoice" "repvoice" "repvoice" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "repVoice" "sha-ma" "1-1" 0.0125720064420188
171 "ka" 282695 3 "velar" "1" "ka.1.1.mp3" "ka_v1_b2" "Vel" "Vls" "Stop" "repvoice" "repvoice" "repvoice" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "repVoice" "ka-ma" "1-1" 0.0211926015219386
172 "na" 284204 3 "alveolar" "1" "na.3.1.mp3" "na_v1_b1" "Alv" "Vcd" "Nas" "repvoice" "repvoice" "repvoice" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "repVoice" "na-ka" "1-1" 0.0213124542766724
173 "tha" 285696 3 "dental" "3" "tha.2.3.mp3" "tha_v3_b2" "Dent" "Vls" "Fric" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "na-tha" "1-3" 0.0183207062173377
174 "ba" 287205 3 "labial" "1" "ba.1.1.mp3" "ba_v1_b1" "Lab" "Vcd" "Stop" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "ba-tha" "1-3" 0.0444361928288333
175 "tha" 288697 3 "dental" "2" "tha.3.2.mp3" "tha_v2_b1" "Dent" "Vls" "Fric" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "ba-tha" "1-2" 0.0444361928288333
176 "ga" 290205 3 "velar" "3" "ga.2.3.mp3" "ga_v3_b2" "Vel" "Vcd" "Stop" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "tha-ga" "3-2" 0.0362150149431953
177 "tha" 291697 3 "dental" "1" "tha.1.1.mp3" "tha_v1_b1" "Dent" "Vls" "Fric" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "tha-ga" "1-3" 0.0362150149431953
178 "SH_a" 293206 3 "palato-alveolar" "3" "SH_a.3.3.mp3" "SH_a_v3_b2" "Pal" "Vcd" "Fric" "diffcat" "diffcat" "repcat" "null" "null" "null" "null" "null" "repFric" "null" "null" "null" "null" "diffVoice" "SH_a-tha" "1-3" 0.0163735463965243
179 "null" 294698 3 "null" "null" "null" "None" "none" "none" "none" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "null" "null" NA
180 "fa" 298710 3 "labio-dental" "2" "fa.1.2.mp3" "fa_v2_b2" "Lab" "Vls" "Fric" "none" "none" "none" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "null-fa" "null-2" NA
181 "ba" 300202 3 "labial" "2" "ba.1.2.mp3" "ba_v2_b2" "Lab" "Vcd" "Stop" "repcatvoice" "repvoice" "repvoice" "repLab" "null" "null" "null" "null" "null" "null" "null" "null" "null" "repVoice" "ba-fa" "2-2" 0.0466941484832373
182 "fa" 301695 3 "labio-dental" "4" "fa.7.4.mp3" "fa_v4_b2" "Lab" "Vls" "Fric" "repcat" "diffcat" "diffcat" "repLab" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "ba-fa" "4-2" 0.0466941484832373
183 "null" 303203 3 "null" "null" "null" "None" "none" "none" "none" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "null" "null" NA
184 "pa" 307199 3 "labial" "4" "pa.1.4.mp3" "pa_v4_b2" "Lab" "Vls" "Stop" "none" "none" "none" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "null-pa" "null-4" NA
185 "fa" 308707 3 "labio-dental" "1" "fa.2.1.mp3" "fa_v1_b2" "Lab" "Vls" "Fric" "repcat" "repcat" "diffcat" "repLab" "null" "null" "null" "null" "null" "null" "null" "null" "repVls" "diffVoice" "pa-fa" "1-4" 0.101897306301343
186 "sha" 310199 3 "palato-alveolar" "4" "sha.3.4.mp3" "sha_v4_b2" "Pal" "Vls" "Fric" "diffcat" "repcat" "repcat" "null" "null" "null" "null" "null" "repFric" "null" "null" "null" "repVls" "diffVoice" "sha-fa" "1-4" 0.0279206459825738
187 "sha" 311708 3 "palato-alveolar" "1" "sha.1.1.mp3" "sha_v1_b2" "Pal" "Vls" "Fric" "repsyll" "repsyll" "repsyll" "null" "null" "null" "repPal" "null" "repFric" "null" "null" "null" "repVls" "diffVoice" "sha-sha" "1-4" NA
188 "sa" 313233 3 "alveolar" "2" "sa.3.2.mp3" "sa_v2_b2" "Alv" "Vls" "Fric" "diffcat" "repcat" "repcat" "null" "null" "null" "null" "null" "repFric" "null" "null" "null" "repVls" "diffVoice" "sha-sa" "1-2" 0.113246765824953
189 "sa" 314709 3 "alveolar" "3" "sa.3.3.mp3" "sa_v3_b2" "Alv" "Vls" "Fric" "repsyll" "repsyll" "repsyll" "null" "repAlv" "null" "null" "null" "repFric" "null" "null" "null" "repVls" "diffVoice" "sa-sa" "3-2" NA
190 "sha" 316201 3 "palato-alveolar" "3" "sha.2.3.mp3" "sha_v3_b2" "Pal" "Vls" "Fric" "repvoice" "repcatvoice" "repcatvoice" "null" "null" "null" "null" "null" "repFric" "null" "null" "null" "repVls" "repVoice" "sha-sa" "3-3" 0.113246765824953
191 "fa" 317709 3 "labio-dental" "4" "fa.7.4.mp3" "fa_v4_b2" "Lab" "Vls" "Fric" "diffcat" "repcat" "repcat" "null" "null" "null" "null" "null" "repFric" "null" "null" "null" "repVls" "diffVoice" "sha-fa" "4-3" 0.0279206459825738
192 "fa" 319168 3 "labio-dental" "3" "fa.1.3.mp3" "fa_v3_b2" "Lab" "Vls" "Fric" "repsyll" "repsyll" "repsyll" "repLab" "null" "null" "null" "null" "repFric" "null" "null" "null" "repVls" "diffVoice" "fa-fa" "4-3" NA
193 "sa" 320710 3 "alveolar" "4" "sa.1.4.mp3" "sa_v4_b2" "Alv" "Vls" "Fric" "diffcat" "repcat" "repcat" "null" "null" "null" "null" "null" "repFric" "null" "null" "null" "repVls" "diffVoice" "fa-sa" "4-3" 0.0673755969649652
194 "null" 322202 3 "null" "null" "null" "None" "none" "none" "none" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "null" "null" NA
195 "ma" 326198 3 "labial" "4" "ma.2.4.mp3" "ma_v4_b2" "Lab" "Vcd" "Nas" "none" "none" "none" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "null-ma" "null-4" NA
196 "na" 327706 3 "alveolar" "2" "na.2.2.mp3" "na_v2_b2" "Alv" "Vcd" "Nas" "diffcat" "repcat" "repcat" "null" "null" "null" "null" "null" "null" "null" "repNas" "repVcd" "null" "diffVoice" "na-ma" "4-2" 0.155104727857231
197 "ma" 329215 3 "labial" "1" "ma.3.1.mp3" "ma_v1_b2" "Lab" "Vcd" "Nas" "diffcat" "repcat" "repcat" "null" "null" "null" "null" "null" "null" "null" "repNas" "repVcd" "null" "diffVoice" "na-ma" "1-2" 0.155104727857231
198 "ba" 330591 3 "labial" "3" "ba.2.3.mp3" "ba_v3_b2" "Lab" "Vcd" "Stop" "repcat" "repcat" "diffcat" "repLab" "null" "null" "null" "null" "null" "null" "null" "repVcd" "null" "diffVoice" "ba-ma" "1-3" 0.0389983712671896
199 "na" 332199 3 "alveolar" "2" "na.2.2.mp3" "na_v2_b2" "Alv" "Vcd" "Nas" "diffcat" "repcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "repVcd" "null" "diffVoice" "ba-na" "3-2" 0.024819469330927
200 "null" 333708 3 "null" "null" "null" "None" "none" "none" "none" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "null" "null" NA
201 "ba" 337703 3 "labial" "3" "ba.3.3.mp3" "ba_v3_b2" "Lab" "Vcd" "Stop" "none" "none" "none" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "null-ba" "null-3" NA
202 "sa" 339245 3 "alveolar" "1" "sa.2.1.mp3" "sa_v1_b2" "Alv" "Vls" "Fric" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "ba-sa" "1-3" 0.0254946378214668
203 "ga" 340704 3 "velar" "4" "ga.3.4.mp3" "ga_v4_b2" "Vel" "Vcd" "Stop" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "ga-sa" "1-4" 0.0316847383912621
204 "null" 342196 3 "null" "null" "null" "None" "none" "none" "none" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "null" "null" NA
