CSF	WhiteMatter	GlobalSignal	stdDVARS	non-stdDVARS	vx-wisestdDVARS	FramewiseDisplacement	tCompCor00	tCompCor01	tCompCor02	tCompCor03	tCompCor04	tCompCor05	aCompCor00	aCompCor01	aCompCor02	aCompCor03	aCompCor04	aCompCor05	Cosine00	Cosine01	X	Y	Z	RotX	RotY	RotZ	AROMAAggrComp01	AROMAAggrComp02	AROMAAggrComp03	AROMAAggrComp04	AROMAAggrComp05	AROMAAggrComp06	AROMAAggrComp07	AROMAAggrComp08	AROMAAggrComp09	AROMAAggrComp11
776.3247841582286	579.1206638606935	563.1082152954858	1.02637267	39.38985825	1.01013374	0.08107185989999997	0.1329960867	-0.0685597378	0.0599917559	-0.0138192512	0.016045764299999998	0.0486177555	0.0956239656	-0.08686935789999999	0.0050514926000000005	0.0843811416	0.022724662799999996	-0.042255025	0.1007744591	0.0787927839	-9.89951e-05	-0.00450847	-0.0291346	0.000446377	-0.000115762	4.22964e-05	-1.33629748	-2.014747549	0.465639708	0.8147065538	1.272702213	0.2839059302	0.09458522932	0.210014468	-1.331494631	1.629907857
774.4855952616809	578.9131071004064	562.7236279686351	1.03010976	39.53327942	1.01771998	0.0769499539	0.08178717419999999	0.06250435230000001	0.1158043454	0.0165447577	0.0286415483	0.053869923300000004	0.0215348377	-0.0178358469	0.0893273694	0.0644760484	0.027686808599999998	-0.0106040327	0.10001597039999999	0.0759845609	-0.000306244	-0.0370897	-0.0481477	0.000501291	0.000190625	-9.937010000000003e-05	-1.362126666	-1.862470987	0.07106989655	0.8649502482	-0.2734193772	1.810664413	-0.6134981217	0.0912166339	-0.8364324631	-0.5743721978
775.3752164504747	579.0583920666659	563.4636880649922	1.02847838	39.47066879	1.01296782	0.088001769	0.0217074879	0.0830552836	0.0174144404	-0.0764552708	-0.076574186	-0.0728990631	-0.0100077081	-0.055914869900000004	0.1572341864	0.09973173210000001	0.014461171	0.0625285746	0.0992233264	0.0730725522	0.0122265	-0.0044786	-0.0429016	0.000197108	-0.000115762	4.22964e-05	-1.002532842	-1.99865959	0.6823314377	0.8804440165	-0.7959734757	0.5157225888	-1.720260233	0.0908740529	-0.07290441325	1.641791206
777.4853710364372	579.844429296531	564.0354555064553	1.07585645	41.2889328	1.035748	0.07909762	-0.0561079381	0.0487257574	0.0961710739	0.18373169550000001	0.0543817679	0.020145835	-0.0407280721	0.1006901671	0.1393723996	0.0936816174	0.015015272	-0.0307495909	0.0983967976	0.0700607352	0.00177893	-0.0382072	-0.0496192	0.000369298	0.000276125	4.22964e-05	-1.168822439	-1.767983535	0.5466066499	0.9466947007	-1.041352229	1.509825539	1.102836349	-1.049731365	-1.543448102	-1.414353722
780.4729347958755	580.0404334141782	564.4592474417565	1.09148955	41.88889694	1.03708327	0.08762238999999998	-0.0087879142	-0.0890652969	-0.0769971821	-0.0177297243	-0.1456039202	-0.0866980669	0.0754917384	0.0392321873	0.0044228911	0.0438881637	-0.0875559267	0.0884037743	0.0975366664	0.0669532236	-0.00184179	0.00372522	-0.05366	0.00064134	-0.000212402	4.22964e-05	-0.7340538882	-1.956463203	0.9350167811	1.049338013	1.304271179	0.5102800459	1.008926487	-0.8707541937	1.350540128	2.010484611
779.1600874713689	579.2720015728896	563.9869023665457	1.09705925	42.10264969	1.04545569	0.02506957	0.1052982232	0.0048125864	-0.038865786400000005	0.0415433889	0.061363421900000006	-0.0013643926	0.09319538720000001	-0.0719542426	0.048769268899999996	-0.0140151874	-0.0326000126	-0.0221596827	0.0966432266	0.0637542619	-0.00212351	-0.0013238	-0.0528488	0.000513756	-0.000115762	0.000196625	-1.087869548	-1.601869214	0.4331710682	1.558935644	1.148027255	0.8998963192	-0.1667782559	0.1448502292	-1.687828302	-2.032379513
778.0953036677327	579.3767760348447	564.3566862204158	1.12529719	43.18635941	1.04690111	0.04689794500000001	-0.0118784952	0.066220219	-0.0913412234	-0.1324021177	0.0043483003999999995	-0.0371365444	0.0323262385	-0.0387194232	0.0557295497	-0.12148594789999999	-0.0625124162	0.045164727599999996	0.0957167832	0.0604682197	-0.0008252449999999998	-0.0201078	-0.0717705	0.000517307	-0.000115762	4.22964e-05	-0.6093577171	-1.651829897	0.630201148	1.707291941	-0.6261996183	1.353646846	-1.04124384	0.7139611935	1.792092872	1.745393762
778.3036502998814	580.2952492521922	563.9351903040173	1.10654914	42.46685028	1.04789555	0.046603395	-0.1266348405	0.028823484700000002	0.0906491116	0.0678153419	0.0717698526	-0.0590359001	-0.0484882189	0.0998401755	0.10237536130000001	-0.050124004400000005	0.07519923490000001	0.0848036286	0.09475765259999999	0.057099585099999996	-0.00307959	0.0132128	-0.0612188	0.000526842	-0.000115762	4.22964e-05	-1.111612592	-1.61250668	0.8283250271	0.9333789916	-0.664374599	-0.1468247775	1.334965345	0.2354986785	-0.6079738827	-1.91967653
777.0099932851587	579.396640479779	563.7745874280606	1.09196305	41.90707016	1.03806019	0.08777911	-0.0465110558	-0.0685034977	-0.0541320331	-0.0610275549	-0.177648857	-0.0595896646	0.0574951434	0.0883183451	0.0095137283	0.05114163099999999	-0.0278776849	0.0360743664	0.09376616230000001	0.0536529593	-0.0040128	-0.0254636	-0.0786182	0.000786745	-0.000471261	4.22964e-05	-0.6642134687	-1.40325147	0.6133906598	1.338928975	0.7892663741	1.205773877	1.067104423	-1.220613227	1.533054178	1.558990867
777.3991816760506	580.1058888572505	563.4261691289186	1.07586884	41.28940964	1.02629304	0.07463627	0.1201266524	0.0038279235999999998	0.0317120854	0.054052177699999995	0.06850321059999999	-0.0383042486	0.1335918414	-0.0861340895	0.0405631458	0.0630053731	0.032161891899999996	0.096815409	0.092742651	0.05013305	-0.00258499	0.00817196	-0.0686133	0.000353535	-0.000629411	4.22964e-05	-0.9806564015	-1.534055092	0.5442387492	1.089342538	0.7099452312	-0.6204820463	-0.4435889963	-0.3729683922	-1.793436711	-0.5916504392
777.9505040575402	579.0392425129838	564.257900141647	1.05041146	40.31241226	1.02188277	0.07367187999999998	0.0265265252	0.09564994439999999	-0.0334105497	-0.0324345498	-0.0203888204	-0.10083673550000001	0.009081626899999999	-0.0248614392	0.106307795	-0.0224772315	-0.036217131	0.0541237951	0.0916874682	0.0465446651	0.00191773	-0.0297076	-0.07867989999999998	0.000335185	-0.000223301	4.22964e-05	-0.6963269492	-1.568662798	0.8480407377	1.281814927	-0.8579381408	1.853540021	-0.7322097409	0.5605885209	-0.1208245887	0.2151568975
777.7110149304027	579.9505477540404	564.3958027275215	1.02982247	39.52225494	1.01145267	0.07779421999999998	-0.059854634000000004	0.0171886506	0.0024352081	-0.023175871400000003	0.10273171390000001	-0.06540078519999999	0.032451545	0.09618745140000001	0.1106092108	-0.0118994143	-2.2790599999999998e-05	0.0670628185	0.0906009741	0.042892705700000006	0.0025365	0.0155913	-0.067241	0.000477403	-0.000489836	4.22964e-05	-0.7207511235	-1.282851339	0.9945759132	1.409010072	-1.152218495	-0.3305986495	0.8792246785	0.01281465719	0.3216504663	-0.8270320185
779.9846026575284	580.0206166286614	564.4298974580412	1.04106975	39.95389938	1.00750589	0.06598615000000001	-0.0398823351	-0.095601435	-0.0714276931	-0.0329931105	-0.0459456503	-0.0674965577	0.1085398348	0.0850341726	-0.0369514137	-0.0773999942	-0.0352822621	-0.0127256697	0.0894835399	0.03918216	-0.0030567	-0.00610862	-0.0738989	0.000852958	-0.000506814	0.000290466	-0.6665871313	-1.29909381	0.8101463384	1.417867886	1.135362264	1.114183288	1.240824425	-0.9034167041	0.9423815342	0.08988293037
777.9022127750842	579.4026646300666	563.6362076265738	1.03377068	39.67377853	1.0171876	0.06955697999999999	0.0687342412	-0.0709488836	0.0229614446	-0.0461521999	0.103162647	0.0023390963000000002	0.11524938359999999	0.0035729264000000003	0.0577130312	0.0168004201	0.053572839500000004	-0.011108645	0.0883355472	0.0354180962	0.00237756	0.00818662	-0.0761086	0.000271369	-0.000629411	4.22964e-05	-0.8305957081	-1.12019989	0.2322187886	1.889809138	0.7890511886	-0.5352796767	-0.1249211942	-0.0004315161361	-1.398595149	-0.5467628992
778.0426323919411	579.4084218876193	563.8038165171555	1.05837929	40.61819839	1.03545511	0.12341372999999997	0.0587315913	0.0200362703	0.09421243970000001	-0.0045950369	0.0277324542	-0.1074816951	0.04982864150000001	0.0158006274	0.1450905209	-0.0439738909	-0.0511210176	-0.14061605060000001	0.087157388	0.0316056556	0.0231501	-0.0119315	-0.119051	-0.000342166	-0.000629411	-0.000135782	-0.2548850376	-0.4848571695	0.4709826283	1.441926889	-1.357568584	-0.59400713	-1.390631187	-1.233592199	-1.490304858	0.2515599932
777.7953112428221	580.0776744824881	564.5181177384534	1.05557883	40.51072693	1.0191443	0.13818226	0.04790308150000001	-0.029559082200000003	0.0780494078	0.0385920244	0.0653233934	-0.1228475325	0.11247319130000001	0.07999736660000001	0.00405505	-0.0256545317	0.006070684399999999	0.0757125823	0.08594946460000001	0.0277500454	0.00554231	0.0522489	-0.0948392	-0.000807733	-0.000629411	4.22964e-05	-0.3994589356	-0.5357956632	1.289147944	0.2027827092	0.3643593187	-0.2807681732	-1.304467528	0.05624242197	-0.3234118118	-0.9543346443
776.5607470195447	579.7658675138307	564.3434925547596	1.03552747	39.74119949	1.00931573	0.125077518	0.0049059932	-0.0198296918	0.0401136247	-0.0800160284	0.0804110747	-0.13142189740000002	0.0867963957	0.0570680011	0.052855213	-0.032021981	-0.07397235320000001	-0.1291978358	0.08471218949999999	0.0238565321	0.000943092	-0.0241104	-0.105118	-0.00065602	-0.00010432	4.22964e-05	-0.2583078119	-0.4184720316	0.9855209433	1.391133425	-0.9632201507	0.8490448703	-1.073771199	0.9485999419	-0.07282052597	-0.1298378381
777.7349935379865	579.7853697471973	563.9852651499112	1.03314137	39.64962387	1.00551307	0.119910793	-0.0831583432	-0.0266323508	0.0801552151	-0.0884437033	0.0966374232	-0.1133576236	0.0360106162	0.110381423	0.030915530299999997	-0.0544223475	0.0209725412	-0.0381331419	0.0834459853	0.0199304335	-0.000715021	0.047765	-0.0884073	-0.00059283	-0.000382582	0.000294176	-0.4437689919	-0.403907363	1.204189823	0.9927312344	-1.084009907	-1.164692937	0.7996756893	0.9232238616	0.7618955546	-0.4499192453
777.4916440777401	578.958926863745	563.1320447511217	1.03921652	39.88277817	1.00776267	0.109503129	-0.0572051518	-0.1529973233	0.0542649486	-0.0427813594	-0.0768271947	-0.1905884253	0.10032601320000001	0.1476673584	0.0398967773	0.1128977499	-0.0314433721	0.0330726744	0.0821512843	0.0159771124	-0.006599	-0.0154885	-0.120651	-0.000709911	-0.000400038	0.000322078	-0.1764293556	-0.395586751	0.3315489415	0.8371085793	0.3991999314	-0.1183977526	0.8868060581	-1.285889086	0.5545073129	-0.3876477157
776.7320121826898	579.0627767330136	563.3124028850239	1.03212011	39.61043167	1.0103699	0.0933282	0.1523718542	-0.11258543119999999	0.064964113	0.047038812400000005	-0.006798856999999999	-0.1073329701	0.1366445271	-0.045407881799999994	-0.0190359733	-0.0004972773000000001	-0.06740730019999999	0.0767960717	0.0808285288	0.012001968500000001	-0.0120253	0.0443347	-0.103889	-0.00083402	-0.000410224	0.000414117	-0.2584096978	-0.602684618	0.8784766333	-0.1624404063	1.373509686	-0.9747348247	-0.7812458863	-0.8583971081	-0.1495811692	0.1341501207
777.0173798840897	578.0210562637487	563.9939901196376	1.04010081	39.91671371	1.01202857	0.100500896	0.1038296715	0.056843424100000005	-0.0109940482	-0.0437576987	-0.0243461536	-0.1273103373	0.1005255707	-0.0288329801	0.1040071525	-0.008317983900000001	-0.078618442	-0.048987226200000004	0.0794781704	0.0080104313	-0.000701744	-0.00290674	-0.123005	-0.000789732	-0.000109169	0.000303062	0.06772335684	-0.4387021936	0.3619139442	0.9442168011	0.01272843795	0.8424591467	-1.357548541	-1.755859307	0.2039657634	-0.3345413847
776.2739688118165	578.9408353491173	564.668296757107	1.03793848	39.83372879	1.01504159	0.120914518	0.0470666753	0.0947431211	0.0356307173	0.0922574615	0.012802331699999999	-0.171174925	0.053524179000000005	0.0340708283	0.1104242017	-0.063978183	-0.1168006957	-0.0255285109	0.07810067030000001	0.004007952800000001	-0.000700266	0.0489971	-0.100554	-0.00154053	-0.000118784	0.000473813	-0.0535128188	-0.5284219447	1.433831051	0.6023091324	-1.331470897	-0.4249109038	-2.161268563	-0.235164109	0.1907670682	-0.2233154555
779.6409587736104	578.7880106631158	565.2694738954176	1.05284321	40.40573883	1.02584553	0.100827881	-0.07415199509999999	-0.0008096421000000001	-0.0312810135	0.1311915928	0.1080625244	-0.0820137109	0.0005712266000000001	0.08680491480000001	0.0580757249	-0.0181608893	-0.1847089345	-0.10081049210000001	0.07669649889999999	0.0	0.00156634	0.0128359	-0.119243	-0.000888829	-3.91305e-05	0.000330946	0.2250916497	-0.2215842859	1.06213348	1.099831471	-0.5670107913	1.319971568	0.76928652	-1.617945979	0.515919741	-1.019944036
779.8523862485289	579.5277705992403	565.250150823507	1.04215157	39.99541473	1.0159322	0.09753971399999997	0.043100854800000005	-0.1444026377	-0.11939157550000001	-0.014103521599999998	-0.0008441433999999999	-0.0754254634	0.1491444358	0.0169458467	-0.0580748824	-0.0094662068	-0.1297581794	-0.0628874313	0.0752661357	-0.004007952800000001	-0.0007782489999999998	0.0529021	-0.126404	-0.000942421	-0.000541369	0.000734474	0.2553186229	-0.3463465037	0.9288449688	0.9760348942	1.763775366	-0.824560718	0.3724698405	-1.156415045	0.8308060295	0.5573905035
777.1058334783189	579.5905571149699	564.7860530129603	1.02572763	39.36510468	1.0076611	0.07377084804999998	0.0599557862	0.0022753049	-0.0416121804	-0.1206432466	0.08305682240000001	-0.0645055358	0.1082264776	-0.0469252023	0.0627829018	-0.11625569820000001	-0.0034407846000000003	-0.0180575813	0.0738100692	-0.0080104313	-0.00894774	0.0220874	-0.123744	-0.00104421	-6.24859e-07	0.000734474	0.2010586552	-0.1449949831	0.5353128065	1.581094715	1.090343648	1.124120601	-0.5272222077	0.127441132	0.2332745404	-0.8704773823
775.1626011807534	579.4249311096086	563.8232971925811	1.02510238	39.34110641	1.00649416	0.05644294705000001	-0.0076565787	0.0378312143	0.0405931908	-0.1149819627	0.0699286356	-0.0432282103	0.0022177098000000003	0.0187600391	0.10400448529999999	-0.0079841984	0.0255722067	-0.0301131889	0.0723287966	-0.012001968500000001	-0.0129493	0.0420726	-0.118839	-0.0013864	-5.59936e-05	0.000581009	0.1151617947	-0.339898696	0.8253157874	1.125013437	-0.7609372492	-0.4237346118	-1.313765368	1.060227432	0.4927805143	0.9706607838
775.1028773733195	579.0824124127473	563.7478780373933	1.05259061	40.39604187	1.0163449	0.08941204000000001	-0.058256577000000004	0.0463737209	0.1683176532	0.0727429927	0.0982593384	-0.0610457333	-0.0359823697	0.1466390717	0.0903136981	-0.0022168217	0.0414262019	-0.13875062900000001	0.0708228238	-0.0159771124	-0.00960903	0.0123176	-0.103954	-0.000888829	-0.000163617	0.000357568	-0.05761113535	-0.1252042581	1.062868297	0.704706089	-1.079180961	0.9157866221	0.771745343	-0.7238887583	-0.592291086	-1.210166273
779.7968939600804	579.7682981440893	564.3733912140673	1.06073034	40.70842743	1.01774788	0.07925912	-0.0504149699	-0.109684226	-0.0103186924	0.0180186171	-0.0386419551	-0.1712006468	0.097237949	0.1262954332	-0.055967082599999995	0.0008837092	-0.08542601679999999	0.052560446	0.069292665	-0.0199304335	-0.0137767	0.0355482	-0.124927	-0.000888829	-0.000462701	0.000676241	0.2395208742	-0.3321466289	0.8081711686	0.4638220109	0.8788063978	-0.5184714079	1.248203493	-0.963875263	0.837964398	0.6921856485
