CSF	WhiteMatter	GlobalSignal	stdDVARS	non-stdDVARS	vx-wisestdDVARS	FramewiseDisplacement	tCompCor00	tCompCor01	tCompCor02	tCompCor03	tCompCor04	tCompCor05	aCompCor00	aCompCor01	aCompCor02	aCompCor03	aCompCor04	aCompCor05	Cosine00	Cosine01	X	Y	Z	RotX	RotY	RotZ	AROMAAggrComp02	AROMAAggrComp03	AROMAAggrComp04	AROMAAggrComp05	AROMAAggrComp06	AROMAAggrComp07	AROMAAggrComp09	AROMAAggrComp11	AROMAAggrComp12	AROMAAggrComp13	AROMAAggrComp14	AROMAAggrComp15	AROMAAggrComp16	AROMAAggrComp17	AROMAAggrComp18	AROMAAggrComp19
997.8419596487317	761.4254660154671	795.4214109208427	n/a	n/a	n/a	n/a	-0.0334740461	-0.09617624539999999	0.0021370699	-0.0718661266	0.0759723724	-0.186895266	0.0179135481	-0.0671499504	0.0829484467	-0.0723562475	0.0394839658	-0.0752707438	0.1208164769	0.1207926525	0.0249842	-0.008450519999999998	-0.0747624	0.00106618	-0.0	-0.00025866	-1.113679676	0.6761617125	0.3990374907	2.277947241	0.7156512993	-0.5449347315	-1.446992173	-1.167813483	-1.387917602	1.402727797	1.670825289	-2.183665093	0.2880107051	-0.3949497579	-2.170728022	3.03060156
993.3082566455583	761.2689689500743	793.4630534603508	1.0911231	31.664814	1.05682957	0.372968745	0.09357665220000001	-0.0526876416	0.1406828566	-0.0390512308	0.1991048914	0.0792508826	0.10730719539999999	0.0137572444	0.1773734904	-0.1227598946	0.0809956454	0.02314353	0.12075294880000001	0.12053862369999999	0.0179907	-0.00536098	0.0690906	-0.00280773	-0.000157777	9.03071e-05	0.5659582834	2.179191843	-0.6692655337	-0.4420549392	-0.9361250397	0.193864137	-0.6787711687	0.4086109743	-2.447365906	-0.6545975214	1.78732273	-2.648267182	1.292533899	2.73192802	-1.331037827	1.941853097
986.7338972509787	759.4264836772777	791.0659174177069	1.02278364	29.68157768	0.98694772	0.125281735	0.1257544771	-0.1674923156	-0.00269887	-0.059206529699999996	-0.0341697616	-0.1231772741	0.1218356414	-0.1279930497	0.1182471806	-0.10482401449999999	0.0999267043	-0.0531109601	0.120625926	0.1200311003	0.010953	0.00835685	0.07595119999999998	-0.00373349	0.000394197	-0.000385271	0.3446523615	1.654511603	-0.1412593922	-0.708839476	-1.837090788	1.14811644	-0.8275647826	-1.091396425	-1.940150591	-1.111203706	0.1210413204	-2.09169462	1.603512715	1.79986259	-1.352599647	-1.391483786
982.5178305353867	761.6372624927126	792.4265016102369	1.01383877	29.42199516	0.99691927	0.12896804999999997	-0.0698237805	-0.1269279782	0.0360170658	-0.0422588893	-0.0373514667	-0.0368644672	-0.0343418587	-0.0638248902	0.10770783099999999	-0.1641214608	0.0815670275	0.0894938719	0.12043547539999999	0.11927114960000001	0.0185367	-0.0104337	0.145195	-0.00346334	0.000248538	-0.00013408	-1.683139267	2.879215029	-0.618344099	-1.193476791	-1.905676596	0.2604195028	-0.4715572072	-1.126267072	-1.688800495	-1.855010027	0.6378735238	-1.979535285	-0.2579889803	2.139441191	-0.6336538422	-0.8887250701
984.0493819931577	762.0187933151786	793.6369462813208	0.98327649	28.5350647	0.99634123	0.15791166	-0.0811584205	-0.0609490771	0.0584643079	-0.1087167291	0.0117101394	-0.012123906399999999	-0.0715965595	-0.025700885099999998	0.052370842199999997	-0.0489096825	-0.038975868	0.0040706801	0.12018169699999999	0.1182603698	0.0166286	-0.00940219	0.0654978	-0.00255209	0.000466646	-0.000510219	-1.571702258	2.266749986	-0.9593226687	-0.2221531296	-1.595549976	0.8025085485	-1.143113764	-0.4464240579	-0.7657043863	-0.2654822805	0.218923474	-1.399915427	0.3227955106	-0.4240580693	-0.5776589747	-0.8526758412
985.440643619841	762.8754794487967	795.1956150475024	1.01098764	29.33925247	1.00681043	0.14434874	-0.0956122936	0.021971537000000003	0.04117041	0.031309097	0.013088318500000001	-0.0125688999	-0.0759931254	-0.0332805371	0.0099167956	-0.0330103752	-0.15557026289999998	0.0274942091	0.1198647243	0.1170008867	0.0108971	-0.0617999	0.0247057	-0.00244305	8.980749999999998e-05	-8.75489e-05	-1.398454836	1.304550981	-1.679242509	-0.600726428	-1.715224658	1.932915891	-1.577392526	0.401211028	-1.441274861	-0.5846515123	0.8481523179	-1.571021581	-0.8577289114	0.6103120834	-0.03046815562	-0.9163594156
991.3150790554524	763.7133722470414	796.2256642795378	1.12282193	32.58472824	1.11159599	0.373666525	0.035505236600000004	0.1589520689	0.09328337099999999	0.0027856422999999997	0.0095561764	0.006700651700000001	0.0628553862	0.12783428800000002	-0.043475105099999994	0.0116364081	-0.09125488640000001	-0.0196996132	0.119484724	0.1154953489	0.0211495	-0.017108499999999995	-0.0130524	0.00306624	7.889e-06	-5.94649e-05	0.6542123713	0.7593297603	-1.566421689	1.990051366	-0.26525141	-1.176712183	-2.152999566	0.7996858054	-1.954508919	0.4703059444	0.9497997123	-1.48756374	-1.449806562	-0.5580319593	0.6991280061	-0.2243287925
992.7493286271567	764.4297161996287	797.3374428592595	0.99315959	28.82187653	1.00191069	0.13583422500000003	0.018442188300000002	0.1480667736	0.0062822081000000005	-0.0377694121	-0.0355985154	0.0375845412	0.0595932617	0.1424461203	-0.0465738262	-0.0015948919	0.002204127	0.036808938	0.1190418958	0.1137469225	0.0233056	0.0428195	-0.00979998	0.00214214	-0.000241543	-0.000295887	0.3313098763	0.9418447054	-0.6133498551	1.847210191	0.2419392946	-1.382556144	-1.734649617	0.4719354497	-1.582348661	0.0001716959455	2.542021069	-0.7264662667	-0.05325705542	-0.6962840826	1.230765502	-0.5935039893
998.735555315324	766.0181267443021	797.521525632013	0.96394813	27.9741478	0.97223955	0.08894715	0.1465511166	0.1522684675	-0.021544607200000003	-0.1205754948	0.0571591263	0.10512917029999999	0.1620117451	0.1213476419	-0.050330738	0.0336475664	-0.0043651457	0.08249678419999999	0.11853647269999999	0.11175928460000001	0.0154786	0.000117635	-0.0243182	0.00201499	7.27043e-05	-0.000332491	1.627291836	0.5568559302	-0.1964736894	2.140570064	-0.02590202026	-1.103813172	-2.727487227	0.3431380128	-1.496484237	0.7168813274	1.352909759	-0.7188807992	0.5127261608	-1.70913667	0.83222963	0.1468883134
990.7320020929035	762.7161278135362	795.7085354857222	1.03374791	29.99976349	1.00719225	0.10788083	0.0733471755	-0.045752027699999996	-0.1029893033	-0.09472795710000001	0.0784784593	0.029671075499999998	0.0831152004	-0.04716908349999999	-0.0306238842	-0.0638556073	0.054496641900000004	0.014107545400000001	0.11796872039999999	0.10953661519999999	0.0155902	0.016641699999999995	-0.0418483	0.000909821	-0.0001187	-0.000510219	0.05622884714	0.4510874012	1.725271842	1.93763904	0.01661721527	-0.6794296101	-0.998024529	-0.6448783329	-1.840147791	-0.9846944415	0.6890155599	-1.325111008	1.672940301	-1.049464646	0.3923287859	-0.6716304029
