1.132349467	1.04958673	0.6552610548	0.6520944728	-0.5800884795	0.08875887238	2.150834349	-0.4210199171	0.09895327172	-1.428524965	2.82359903	-1.147671352	0.1651816498	2.752580119	0.3304613457	0.6756357887	2.156117875	0.7625510056	0.8237697963	1.657254081	-0.3504662793	-1.211644135	-1.121431873	1.103963752	1.380208268	-0.1775975548	-1.154706737	2.377778653	-0.9251935063	1.963687499	
1.09900597	1.068361883	0.7224911884	0.8403607624	-0.5549764823	0.08599749977	2.120780048	-0.4966811494	1.504734419	-0.8306354236	2.09040142	1.05409226	-1.226616154	2.788736403	0.00240164564	-0.1134855047	0.8496347305	1.384852634	0.1824264878	1.112689843	-2.475668905	-0.481630591	-1.016067925	1.497548001	0.1341958485	-0.560693302	-1.277031429	1.659368325	0.8046209102	1.051429357	
1.248031894	1.173912755	0.9926712084	0.7224839837	0.4983994829	-0.1162005937	1.583038479	0.275670986	1.318741372	-1.374702073	0.9369960877	1.096499502	-0.8102438524	2.333635665	-0.6666872974	-1.075408759	0.2775660901	1.592052467	0.6583011315	-0.07035869332	-1.55063851	-0.955061233	-1.355225021	0.7168598335	0.08688161852	-0.06090046997	-1.099199285	1.649012114	-1.88819634	-0.755142434	
1.112685526	1.011695703	0.3518762155	0.8917324555	0.4607653844	-0.6840128474	1.124944691	0.5809921527	1.690538914	-1.48790104	1.125890711	0.7619534703	-0.5994003899	2.69715361	-0.9039006559	-0.5068706495	1.429222296	1.58854956	-0.5692937837	-0.6671750263	-0.9103862332	-0.7672375536	-1.537922868	1.095887332	0.4886119869	-0.1181197669	-1.007662798	1.664250936	0.4251200821	0.3651324588	
1.144488841	1.041026069	0.8173895963	0.5310303271	0.9916466165	-0.6861180101	0.09353323898	0.7291681787	0.7730312584	-1.520447358	1.190378085	1.249111115	-1.659828922	2.320917423	-0.16055055	-1.914419299	0.5462900735	0.8628397807	0.7390338463	-2.312261539	-1.611452193	-0.7142633957	-2.184876876	-0.241766153	-0.6765297531	-0.09682712469	-1.113394949	1.003996327	-0.680833817	-1.062324629	
1.127341813	0.9480132184	0.6818166172	0.583984747	0.6394643248	-0.9129105665	-0.5704006744	0.6628534976	1.356395116	-1.896303753	1.411212427	0.06915150685	-0.5084597194	1.926323489	-0.3735243795	-2.229195343	1.350740457	-0.4354499284	0.8401571595	-2.438086536	-0.7519623518	-0.9394589831	-2.186669557	0.2436724562	1.092729523	-0.6478011149	-0.6833720642	1.379770952	-0.1740935518	0.4863546232	
1.058977891	1.02728129	0.451213331	0.3696885369	0.1918246375	-0.7757176941	-1.384151452	0.4610501178	0.3405265436	-1.083173409	1.423258991	0.0452820583	-1.567570945	1.787211579	-0.1890524674	-0.8734794788	0.9324916004	-1.280285535	0.008399876377	-2.636226381	-1.10519972	-0.6382471111	-2.170611059	0.8211608839	2.027032698	-0.9161215874	-0.2931195045	1.175552167	0.7146217867	-1.93043951	
1.193844261	0.9858792095	0.3375181671	0.267829048	-0.8033795373	-0.7543296703	-1.472954872	0.7335759393	1.173124121	-0.9701071895	0.5987469158	1.402016785	-0.6232973155	1.128779952	-0.1455894834	-1.80192538	0.4023649041	-1.342429501	0.8956745638	-2.667821281	-1.066413528	-1.082359913	-2.097924665	-1.095862832	1.450290082	-1.33458653	-0.2196661763	1.342385304	-0.1211184838	-0.05703846758	
1.078168369	0.9131644315	0.2451182897	0.5506564017	-0.9031565926	-0.05456924169	-1.085118994	0.8469277965	-0.2879926656	-1.145987435	1.889371118	-0.2314566555	-0.004451282233	2.156518311	-0.1512136905	0.01206402445	-0.7249127438	-0.6765503453	0.1384692935	-2.265234337	0.1675409533	-1.226734294	-1.177828371	0.09929759698	2.633831577	-0.7096373722	0.2670541352	2.811565731	-0.7528739488	0.06119207952	
1.210287725	0.9187465539	0.4042973627	0.6827529276	-2.050206317	0.7926428469	-0.06171672327	1.016296006	1.232786109	-0.1045708475	1.819006366	-0.528988747	-0.2553981432	2.679871151	0.1252348982	-0.402621851	0.6102763748	-0.1803002947	0.03666304246	-1.505831605	-1.505086486	-0.6392930611	0.1765778488	0.9052452318	1.023771966	-0.1583418739	0.8611258676	2.289096682	-0.7240679802	-0.9074556986	
