-1.57010217	2.443162026	1.67958033	-0.4994823813	2.241064083	1.549236082	1.009560043	-1.175190812	1.438464757	0.490500383	1.72025918	-1.036024409	0.6135162721	-3.326125519	1.606702167	-0.1218306892	1.482523881	-0.1471546124	2.574984563	4.101478702	-0.8379344991	3.468440652	-2.68480494	
-1.606465743	2.105248073	1.676056613	-0.6215012871	1.049768959	1.142463186	-0.9272769336	-0.5798823613	-0.03794187254	1.609143215	0.4084412985	-0.2498294794	0.2612448999	-1.884953524	1.11450106	1.264738349	-0.9865899463	0.8606590939	2.701879306	2.870503973	-0.1033031157	-0.5485990438	-3.305064333	
-1.873121219	1.704397703	1.10510624	1.435237776	0.03502642261	1.489532712	0.4476525455	-0.7732093416	-0.05755909712	1.280270615	-0.7140135091	-0.6060764512	0.09316488448	-1.486274856	0.2047578329	0.706853726	-0.4384629208	-0.8308349458	0.6193467614	2.145220289	-0.9781836988	-0.6780009755	-2.295147493	
-2.001440015	1.728441388	2.289886712	-0.877971306	0.919886954	1.603103013	-0.3965499961	-1.019532981	-0.169905627	1.986782748	-1.07515887	-1.028441037	0.856192363	-1.488683467	-0.5220177757	2.148671109	2.047380665	0.2338261266	-0.3860017688	0.9016444054	0.3448994791	0.1393438334	-1.100163464	
-1.759318672	1.076157809	0.9478752997	0.4540171863	0.5981184967	1.934487091	-1.59985511	-0.05515300148	-1.241412361	1.787064887	-0.3137793825	-0.3410133233	0.5517715889	-1.518578078	1.760391534	0.531007664	-0.7714697739	-2.128968599	0.515428339	0.7004687635	-2.925782312	-0.9537271763	-2.480379492	
-1.944046366	1.270202093	1.09025647	-0.1531946135	1.474596318	0.8605379419	0.04415902377	0.5789844423	-0.9653946349	-0.2328106153	-1.491352804	-0.966702276	-1.265705784	-2.885039518	-1.94377847	0.09240897048	1.466801459	-0.2209789604	0.1587547803	1.480763074	-0.3393497558	-1.08844397	-3.122592639	
-1.989361034	1.682628581	2.392535749	-1.100025574	0.09218754857	0.3331575019	-2.496067758	1.784415715	-0.9821917169	0.05653972591	-1.710011155	-0.2877215479	1.260699798	-3.259180419	0.3601608217	1.953172987	-2.116107095	0.4900147389	1.024152348	1.139919598	-1.078286506	-0.8691874754	-2.054966193	
-1.707737671	1.296673334	1.238020311	-0.1811858339	-1.32935786	0.6726580189	-0.1961939908	1.758201364	-0.2018162104	1.603789241	-2.078728246	-0.881115217	-2.563125136	-3.765874873	0.4759759049	-0.9748645534	0.7652266147	-0.8464432714	-0.01495793874	0.9558015443	0.3695217317	-0.7385431571	-3.193650042	
-1.909331884	1.663802297	1.688099169	-1.344976588	0.282979535	1.823628757	-0.9869931746	1.865728311	0.7240732802	0.1643336781	-1.673503911	-0.8003512068	2.067364864	-1.651496215	0.009618272209	0.180890404	-0.8481642504	-1.354974589	-1.037173293	1.042120227	-0.4473141987	0.1689747956	-2.849612879	
-1.735702917	1.724319138	1.956981605	1.172713133	0.3987913887	1.376122621	-0.5112899353	0.9944536979	1.170183361	2.788313059	-1.3612291	-1.245343973	-1.190969615	-0.2318464572	0.3043024124	-0.1428690225	1.16668013	-0.629438691	0.08285266725	1.404964473	0.7513976438	0.2792739376	-2.463578172	
-1.578484312	1.337210808	1.475350892	-0.8231286337	2.335651346	1.160766514	-0.921093624	-0.6554207336	0.6585288623	2.632220943	-1.928723364	-1.870321108	0.6949830329	-0.06508363572	0.3350448568	0.03131963753	-1.164146132	-0.8482070029	0.2151538393	-0.5763409487	-0.4635832981	-0.5024290463	-1.580106577	
-1.896130184	1.666972867	1.314325513	2.447562857	0.812913711	-0.3243175782	-0.2115476666	-1.33654489	0.1014783948	2.258737456	-1.78586893	-2.090201811	-0.2739808848	-0.171789261	-0.9907071379	1.052039622	0.2608359521	-0.6773736407	0.1930907637	1.649000423	-0.3987842817	0.6258768121	0.2401251104	
-1.948281686	1.58234659	2.008621431	-0.1883755272	1.053699079	-1.577493903	-1.556327091	-1.39082431	-1.429247591	1.192963109	-2.538516414	-2.072610555	1.031894519	-0.3832481176	-0.09838426471	1.545668403	-0.5123545773	-0.9587440406	0.8915954184	0.4822818174	-0.2179934926	-0.8279533552	-0.3885811943	
-1.796524293	1.387234471	1.138700577	0.9176303691	-1.07412991	-1.233793558	-0.6329138894	-1.295974459	-1.848366028	0.3546911346	-2.806502824	-1.889319893	-1.458767477	-1.248211063	0.7812786822	-0.6738127117	-0.2652209724	-0.9117728634	-0.2453919483	0.1645344839	-0.1100324302	-1.17587815	-0.838708278	
-1.944372756	1.323600043	1.22382179	-1.081454095	-0.8786250777	-0.5145830424	-1.097730384	-1.16008366	-1.456930956	-1.080203372	-2.293848857	-2.167222568	1.373488042	-0.5260967515	-0.1479436102	1.193110298	-0.239558501	-1.474481973	-1.185261575	0.2124533288	-0.01664586746	0.08276150605	-0.7679923054	
-1.824738908	1.736810615	2.276393956	1.051743344	-1.325641997	-0.4475494641	-1.264740227	-0.7265456187	-0.2843839265	-0.1259406952	-2.532984115	-1.327355029	-0.5045630493	0.1942025922	0.4452770318	-1.545367052	0.8759956393	-0.381273438	0.2210605262	0.8959881839	0.1808311516	-0.3771912649	-0.8084700449	
-1.666231793	1.26590533	1.41286234	-1.152110126	0.6636092841	-0.6771357205	-0.4927454785	-0.7134008905	-0.5110205512	-0.3820950658	-1.911396076	-1.669620875	-0.1636970334	-1.135958953	0.8856354356	-0.5632030296	-1.160453239	-1.672191059	-1.636053503	0.05833668075	0.828710296	-0.7981533531	-0.2837401975	
-1.673419954	1.232381804	0.7373440213	-0.3993801589	-1.253037546	-0.701664454	-1.582704721	-0.4237936657	0.1990318108	0.1665124047	-1.98749019	-1.72076522	-1.521388353	-0.001515234942	-0.1832786529	-1.025871401	0.2987374563	-1.020244861	-0.5109947253	1.820774998	0.2565618881	-0.6611192573	-1.077823611	
-1.941167698	1.33916313	2.125308634	-1.092570193	0.1778829383	-0.7251786231	-1.322650887	-0.7095849084	0.3148069955	-0.4770697756	-2.06330611	-1.43808531	1.346208651	-0.1735716375	-0.5408874583	-0.2408961459	0.5463648782	-1.018967206	-1.792824438	0.9833561484	0.1798922782	-0.4778744332	0.6401423299	
-1.873275723	1.329286702	1.370396716	0.1655090114	-0.6528199228	-1.014714977	-1.638866991	-0.9034780234	-0.4303561445	0.4589291659	-1.677952378	-1.056556825	-1.274771093	0.1019535156	1.244980886	-0.4636013314	0.5851681725	-2.062950481	-0.8579576187	1.106357938	-0.7518639016	-0.3032477176	0.08683777294	
-1.584754458	1.425270539	0.9011382275	-1.248162987	0.1393654782	-0.9762451296	0.041766623	-1.604554415	-1.309852226	-0.7509200358	-1.509863232	-1.373443844	0.1358910785	0.06536908372	0.9510136959	-1.201335866	-1.453392303	-0.9484722181	-1.449337438	0.4533389756	-0.9076667846	-0.8606759705	-0.047769212	
