"Trial" "syllable" "Onset" "block_num" "Place" "voice" "filename" "rms" "place" "voicing" "manner" "rplace" "rvoicing" "rmanner" "rLab" "rAlv" "rDent" "rPal" "rVel" "rFric" "rStop" "rNasal" "rVcd" "rVls" "rvoice" "sylltrans" "voicetrans" "MillSim"
1 "fa" 10207 3 "labio-dental" "4" "fa.2.4.mp3" 1459 "Lab" "Vls" "Fric" "none" "none" "none" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" 0.0673755969649652
2 "ka" 11706 3 "velar" "4" "ka.1.4.mp3" 1300 "Vel" "Vls" "Stop" "repvoice" "repcatvoice" "repvoice" "null" "null" "null" "null" "null" "null" "null" "null" "null" "repVls" "repVoice" "ka-fa" "4-4" 0.0763014313858586
3 "sa" 13206 3 "alveolar" "3" "sa.3.3.mp3" 1421 "Alv" "Vls" "Fric" "diffcat" "repcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "repVls" "diffVoice" "sa-ka" "4-3" 0.0628311471416047
4 "pa" 14705 3 "labial" "4" "pa.3.4.mp3" 1083 "Lab" "Vls" "Stop" "diffcat" "repcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "repVls" "diffVoice" "pa-sa" "4-3" 0.0502525895157616
5 "tha" 16205 3 "dental" "4" "tha.1.4.mp3" 1218 "Dent" "Vls" "Fric" "repvoice" "repcatvoice" "repvoice" "null" "null" "null" "null" "null" "null" "null" "null" "null" "repVls" "repVoice" "tha-pa" "4-4" 0.127757236025028
6 "SH_a" 17721 3 "palato-alveolar" "4" "SH_a.1.4.mp3" 1206 "Pal" "Vcd" "Fric" "repvoice" "repvoice" "repcatvoice" "null" "null" "null" "null" "null" "repFric" "null" "null" "null" "null" "repVoice" "tha-SH_a" "4-4" 0.0163735463965243
7 "fa" 19204 3 "labio-dental" "3" "fa.3.3.mp3" 1866 "Lab" "Vls" "Fric" "diffcat" "diffcat" "repcat" "null" "null" "null" "null" "null" "repFric" "null" "null" "null" "null" "diffVoice" "SH_a-fa" "4-3" 0.0109549380134048
8 "ma" 20703 3 "labial" "4" "ma.2.4.mp3" 1138 "Lab" "Vcd" "Nas" "repcat" "diffcat" "diffcat" "repLab" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "ma-fa" "4-3" 0.015844076735163
9 "pa" 22203 3 "labial" "3" "pa.1.3.mp3" 1149 "Lab" "Vls" "Stop" "repcat" "diffcat" "diffcat" "repLab" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "pa-ma" "4-3" 0.0264609848441258
10 "za" 23769 3 "alveolar" "3" "za.2.3.mp3" 2012 "Alv" "Vcd" "Fric" "repvoice" "repvoice" "repvoice" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "repVoice" "za-pa" "3-3" 0.0262303501492357
11 "sha" 25202 3 "palato-alveolar" "2" "sha.1.2.mp3" 1473 "Pal" "Vls" "Fric" "diffcat" "diffcat" "repcat" "null" "null" "null" "null" "null" "repFric" "null" "null" "null" "null" "diffVoice" "za-sha" "2-3" 0.0167885857759985
12 "ka" 26701 3 "velar" "1" "ka.2.1.mp3" 2830 "Vel" "Vls" "Stop" "diffcat" "repcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "repVls" "diffVoice" "sha-ka" "2-1" 0.0431383354927817
13 "SH_a" 28200 3 "palato-alveolar" "3" "SH_a.3.3.mp3" 1961 "Pal" "Vcd" "Fric" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "ka-SH_a" "3-1" 0.0194871835121784
14 "ta" 29750 3 "alveolar" "2" "ta.1.2.mp3" 2140 "Alv" "Vls" "Stop" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "ta-SH_a" "2-3" 0.0188530700580233
15 "va" 31199 3 "labio-dental" "3" "va.3.3.mp3" 1519 "Lab" "Vcd" "Fric" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "ta-va" "2-3" 0.0244476238203606
16 "sha" 32699 3 "palato-alveolar" "4" "sha.2.4.mp3" 1231 "Pal" "Vls" "Fric" "diffcat" "diffcat" "repcat" "null" "null" "null" "null" "null" "repFric" "null" "null" "null" "null" "diffVoice" "sha-va" "4-3" 0.019665034907335
17 "da" 34198 3 "alveolar" "3" "da.2.3.mp3" 1559 "Alv" "Vcd" "Stop" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "da-sha" "4-3" 0.0319921225828632
18 "tha" 35764 3 "dental" "3" "tha.2.3.mp3" 1567 "Dent" "Vls" "Fric" "repvoice" "repvoice" "repvoice" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "repVoice" "da-tha" "3-3" 0.0388604052514422
19 "null" 37197 3 "null" "null" "null" NA "none" "none" "none" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "null" "null" NA
20 "na" 41196 3 "alveolar" "2" "na.3.2.mp3" 1832 "Alv" "Vcd" "Nas" "none" "none" "none" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "null-na" "null-2" NA
21 "da" 42695 3 "alveolar" "2" "da.3.2.mp3" 1813 "Alv" "Vcd" "Stop" "repcatvoice" "repcatvoice" "repvoice" "null" "repAlv" "null" "null" "null" "null" "null" "null" "repVcd" "null" "repVoice" "da-na" "2-2" 0.0303140877460462
22 "null" 44195 3 "null" "null" "null" NA "none" "none" "none" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "null" "null" NA
23 "ba" 48210 3 "labial" "2" "ba.2.2.mp3" 2441 "Lab" "Vcd" "Stop" "none" "none" "none" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "null-ba" "null-2" NA
24 "ta" 49709 3 "alveolar" "3" "ta.2.3.mp3" 2620 "Alv" "Vls" "Stop" "diffcat" "diffcat" "repcat" "null" "null" "null" "null" "null" "null" "repStop" "null" "null" "null" "diffVoice" "ta-ba" "2-3" 0.0137873747502122
25 "ba" 51209 3 "labial" "4" "ba.3.4.mp3" 1042 "Lab" "Vcd" "Stop" "diffcat" "diffcat" "repcat" "null" "null" "null" "null" "null" "null" "repStop" "null" "null" "null" "diffVoice" "ta-ba" "4-3" 0.0137873747502122
26 "za" 52708 3 "alveolar" "4" "za.1.4.mp3" 1451 "Alv" "Vcd" "Fric" "repvoice" "repcatvoice" "repvoice" "null" "null" "null" "null" "null" "null" "null" "null" "repVcd" "null" "repVoice" "za-ba" "4-4" 0.0565234331615674
27 "SH_a" 54208 3 "palato-alveolar" "1" "SH_a.2.1.mp3" 2274 "Pal" "Vcd" "Fric" "diffcat" "repcat" "repcat" "null" "null" "null" "null" "null" "repFric" "null" "null" "repVcd" "null" "diffVoice" "za-SH_a" "4-1" 0.138178965310133
28 "va" 55757 3 "labio-dental" "4" "va.2.4.mp3" 1350 "Lab" "Vcd" "Fric" "diffcat" "repcat" "repcat" "null" "null" "null" "null" "null" "repFric" "null" "null" "repVcd" "null" "diffVoice" "SH_a-va" "4-1" 0.0276139152481812
29 "TH_a" 57207 3 "dental" "3" "TH_a.2.3.mp3" 1581 "Dent" "Vcd" "Fric" "diffcat" "repcat" "repcat" "null" "null" "null" "null" "null" "repFric" "null" "null" "repVcd" "null" "diffVoice" "TH_a-va" "4-3" 0.340793227790882
30 "tha" 58706 3 "dental" "2" "tha.3.2.mp3" 2276 "Dent" "Vls" "Fric" "repcat" "diffcat" "repcat" "null" "null" "repDent" "null" "null" "repFric" "null" "null" "null" "null" "diffVoice" "tha-TH_a" "2-3" 0.0316024894543282
31 "sha" 60206 3 "palato-alveolar" "3" "sha.3.3.mp3" 1706 "Pal" "Vls" "Fric" "diffcat" "repcat" "repcat" "null" "null" "null" "null" "null" "repFric" "null" "null" "null" "repVls" "diffVoice" "sha-tha" "2-3" 0.0442934452101461
32 "fa" 61705 3 "labio-dental" "1" "fa.1.1.mp3" 2729 "Lab" "Vls" "Fric" "diffcat" "repcat" "repcat" "null" "null" "null" "null" "null" "repFric" "null" "null" "null" "repVls" "diffVoice" "sha-fa" "3-1" 0.0279206459825738
33 "ba" 63204 3 "labial" "1" "ba.1.1.mp3" 2486 "Lab" "Vcd" "Stop" "repcatvoice" "repvoice" "repvoice" "repLab" "null" "null" "null" "null" "null" "null" "null" "null" "null" "repVoice" "fa-ba" "1-1" 0.0466941484832373
34 "ma" 64704 3 "labial" "1" "ma.3.1.mp3" 2434 "Lab" "Vcd" "Nas" "repcatvoice" "repcatvoice" "repvoice" "repLab" "null" "null" "null" "null" "null" "null" "null" "repVcd" "null" "repVoice" "ma-ba" "1-1" 0.0389983712671896
35 "ba" 66203 3 "labial" "3" "ba.3.3.mp3" 1667 "Lab" "Vcd" "Stop" "repcat" "repcat" "diffcat" "repLab" "null" "null" "null" "null" "null" "null" "null" "repVcd" "null" "diffVoice" "ma-ba" "3-1" 0.0389983712671896
36 "TH_a" 67769 3 "dental" "2" "TH_a.3.2.mp3" 2674 "Dent" "Vcd" "Fric" "diffcat" "repcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "repVcd" "null" "diffVoice" "TH_a-ba" "2-3" 0.14699289863621
37 "null" 69202 3 "null" "null" "null" NA "none" "none" "none" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "null" "null" NA
