"Trial" "syllable" "Onset" "block_num" "Place" "voice" "filename" "rms" "place" "voicing" "manner" "rplace" "rvoicing" "rmanner" "rLab" "rAlv" "rDent" "rPal" "rVel" "rFric" "rStop" "rNasal" "rVcd" "rVls" "rvoice" "sylltrans" "voicetrans" "MillSim" "MillMDS1" "MillMDS2"
30 "TH_a" 61232 4 "dental" "1" "TH_a.2.1.mp3" 2874 "Dent" "Vcd" "Fric" "diffcat" "diffcat" "repcat" "null" "null" "null" "null" "null" "repFric" "null" "null" "null" "null" "diffVoice" "TH_a-sa" "3-1" 0.0250740393246598 3.07116129388144 0.887934687016877
31 "sha" 62747 4 "palato-alveolar" "1" "sha.3.1.mp3" 2422 "Pal" "Vls" "Fric" "repvoice" "repvoice" "repcatvoice" "null" "null" "null" "null" "null" "repFric" "null" "null" "null" "null" "repVoice" "TH_a-sha" "1-1" 0.0181476535647975 3.17719732967468 2.42864033110434
32 "ta" 64247 4 "alveolar" "4" "ta.1.4.mp3" 1101 "Alv" "Vls" "Stop" "diffcat" "repcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "repVls" "diffVoice" "ta-sha" "4-1" 0.0486434393382033 0.40914206520879 2.69023453343068
33 "tha" 65746 4 "dental" "3" "tha.3.3.mp3" 1768 "Dent" "Vls" "Fric" "diffcat" "repcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "repVls" "diffVoice" "ta-tha" "3-4" 0.0773941774325793 0.65968842662819 0.494739552029144
34 "null" 67246 4 "null" "null" "null" NA "none" "none" "none" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "null" "null" NA NA NA
35 "sa" 71244 4 "alveolar" "4" "sa.2.4.mp3" 1115 "Alv" "Vls" "Fric" "none" "none" "none" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "null-sa" "null-4" NA NA NA
36 "na" 72744 4 "alveolar" "1" "na.3.1.mp3" 2129 "Alv" "Vcd" "Nas" "repcat" "diffcat" "diffcat" "null" "repAlv" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "sa-na" "4-1" 0.0139257103845774 2.52669984771334 3.50084718884855
37 "ga" 74243 4 "velar" "2" "ga.3.2.mp3" 2253 "Vel" "Vcd" "Stop" "diffcat" "repcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "repVcd" "null" "diffVoice" "na-ga" "1-2" 0.0301743677158778 0.69535109146474 3.24192933510188
38 "tha" 75743 4 "dental" "4" "tha.1.4.mp3" 1218 "Dent" "Vls" "Fric" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "tha-ga" "4-2" 0.0362150149431953 3.07754061355192 0.395871483567404
39 "ba" 77242 4 "labial" "2" "ba.2.2.mp3" 2441 "Lab" "Vcd" "Stop" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "tha-ba" "4-2" 0.0444361928288333 3.00029206046698 0.533373441153022
40 "tha" 78741 4 "dental" "2" "tha.2.2.mp3" 1713 "Dent" "Vls" "Fric" "repvoice" "repvoice" "repvoice" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "repVoice" "tha-ba" "2-2" 0.0444361928288333 3.00029206046698 0.533373441153022
41 "ga" 80241 4 "velar" "1" "ga.3.1.mp3" 3092 "Vel" "Vcd" "Stop" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "tha-ga" "1-2" 0.0362150149431953 3.07754061355192 0.395871483567404
42 "sha" 81741 4 "palato-alveolar" "4" "sha.2.4.mp3" 1231 "Pal" "Vls" "Fric" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "sha-ga" "4-1" 0.0180389145793569 3.32808697497132 1.79962349783413
43 "da" 83257 4 "alveolar" "3" "da.3.3.mp3" 1596 "Alv" "Vcd" "Stop" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "da-sha" "3-4" 0.0319921225828632 3.0185211971005 1.53261344625365
44 "null" 84756 4 "null" "null" "null" NA "none" "none" "none" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "null" "null" NA NA NA
45 "ba" 88755 4 "labial" "4" "ba.1.4.mp3" 1550 "Lab" "Vcd" "Stop" "none" "none" "none" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "null-ba" "null-4" NA NA NA
46 "sha" 90254 4 "palato-alveolar" "3" "sha.2.3.mp3" 1347 "Pal" "Vls" "Fric" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "sha-ba" "3-4" 0.0119045348638785 3.25083842188638 2.72886842255456
47 "za" 91753 4 "avleolar" "1" "za.2.1.mp3" 2398 "Alv" "Vcd" "Fric" "diffcat" "diffcat" "repcat" "null" "null" "null" "null" "null" "repFric" "null" "null" "null" "null" "diffVoice" "za-sha" "3-1" 0.0167885857759985 3.31319564950554 1.63375642351369
48 "fa" 93253 4 "labio-dental" "1" "fa.3.1.mp3" 2633 "Lab" "Vls" "Fric" "repvoice" "repvoice" "repcatvoice" "null" "null" "null" "null" "null" "repFric" "null" "null" "null" "null" "repVoice" "za-fa" "1-1" 0.017564189078639 3.65238925330715 0.530649609548034
49 "ka" 94719 4 "velar" "3" "ka.2.3.mp3" 1723 "Vel" "Vls" "Stop" "diffcat" "repcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "repVls" "diffVoice" "ka-fa" "3-1" 0.0763014313858586 0.12334675406765 0.554210522166959
50 "da" 96252 4 "alveolar" "4" "da.1.4.mp3" 1726 "Alv" "Vcd" "Stop" "diffcat" "diffcat" "repcat" "null" "null" "null" "null" "null" "null" "repStop" "null" "null" "null" "diffVoice" "da-ka" "3-4" 0.0188136951680179 3.23436804683446 1.18600310897503
51 "sa" 97801 4 "alveolar" "1" "sa.3.1.mp3" 1969 "Alv" "Vls" "Fric" "repcat" "diffcat" "diffcat" "null" "repAlv" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "sa-da" "4-1" 0.0291248697204559 2.91248516130726 0.00809219783380899
52 "za" 99251 4 "avleolar" "4" "za.1.4.mp3" 1451 "Alv" "Vcd" "Fric" "repcat" "diffcat" "repcat" "null" "repAlv" "null" "null" "null" "repFric" "null" "null" "null" "null" "diffVoice" "sa-za" "4-1" 0.0344734172749872 3.2071596137123 0.09305077942623
53 "da" 100751 4 "alveolar" "1" "da.3.1.mp3" 2800 "Alv" "Vcd" "Stop" "repcat" "repcat" "diffcat" "null" "repAlv" "null" "null" "null" "null" "null" "null" "repVcd" "null" "diffVoice" "da-za" "4-1" 0.107120141382959 0.29467445240504 0.101142977260039
54 "ta" 102266 4 "alveolar" "1" "ta.2.1.mp3" 1961 "Alv" "Vls" "Stop" "repcatvoice" "repvoice" "repcatvoice" "null" "repAlv" "null" "null" "null" "null" "repStop" "null" "null" "null" "repVoice" "da-ta" "1-1" 0.0210098839279326 3.42766326230929 1.15762108717703
55 "ta" 103766 4 "alveolar" "3" "ta.3.3.mp3" 1354 "Alv" "Vls" "Stop" "repsyll" "repsyll" "repsyll" "null" "repAlv" "null" "null" "null" "null" "repStop" "null" "null" "repVls" "diffVoice" "ta-ta" "3-1" NA NA NA
56 "pa" 105265 4 "labial" "3" "pa.3.3.mp3" 1220 "Lab" "Vls" "Stop" "repvoice" "repcatvoice" "repcatvoice" "null" "null" "null" "null" "null" "null" "repStop" "null" "null" "repVls" "repVoice" "pa-ta" "3-3" 0.234360535518008 0.18929827066792 0.084428415099685
57 "pa" 106765 4 "labial" "4" "pa.2.4.mp3" 1166 "Lab" "Vls" "Stop" "repsyll" "repsyll" "repsyll" "repLab" "null" "null" "null" "null" "null" "repStop" "null" "null" "repVls" "diffVoice" "pa-pa" "3-4" NA NA NA
58 "ta" 108264 4 "alveolar" "1" "ta.1.1.mp3" 1985 "Alv" "Vls" "Stop" "diffcat" "repcat" "repcat" "null" "null" "null" "null" "null" "null" "repStop" "null" "null" "repVls" "diffVoice" "pa-ta" "4-1" 0.234360535518008 0.18929827066792 0.084428415099685
59 "da" 109764 4 "alveolar" "3" "da.1.3.mp3" 1427 "Alv" "Vcd" "Stop" "repcat" "diffcat" "repcat" "null" "repAlv" "null" "null" "null" "null" "repStop" "null" "null" "null" "diffVoice" "da-ta" "3-1" 0.0210098839279326 3.42766326230929 1.15762108717703
60 "da" 111263 4 "alveolar" "1" "da.2.1.mp3" 2345 "Alv" "Vcd" "Stop" "repsyll" "repsyll" "repsyll" "null" "repAlv" "null" "null" "null" "null" "repStop" "null" "repVcd" "null" "diffVoice" "da-da" "3-1" NA NA NA
61 "ga" 112629 4 "velar" "4" "ga.1.4.mp3" 1554 "Vel" "Vcd" "Stop" "diffcat" "repcat" "repcat" "null" "null" "null" "null" "null" "null" "repStop" "null" "repVcd" "null" "diffVoice" "da-ga" "4-1" 0.33343711200749 0.30956577787082 0.26701005158048
62 "ga" 114262 4 "velar" "1" "ga.2.1.mp3" 3373 "Vel" "Vcd" "Stop" "repsyll" "repsyll" "repsyll" "null" "null" "null" "null" "repVel" "null" "repStop" "null" "repVcd" "null" "diffVoice" "ga-ga" "4-1" NA NA NA
63 "da" 115761 4 "alveolar" "4" "da.2.4.mp3" 1539 "Alv" "Vcd" "Stop" "diffcat" "repcat" "repcat" "null" "null" "null" "null" "null" "null" "repStop" "null" "repVcd" "null" "diffVoice" "da-ga" "4-1" 0.33343711200749 0.30956577787082 0.26701005158048
64 "za" 117261 4 "avleolar" "3" "za.1.3.mp3" 2261 "Alv" "Vcd" "Fric" "repcat" "repcat" "diffcat" "null" "repAlv" "null" "null" "null" "null" "null" "null" "repVcd" "null" "diffVoice" "da-za" "3-4" 0.107120141382959 0.29467445240504 0.101142977260039
65 "SH_a" 118760 4 "palato-alveolar" "2" "SH_a.1.2.mp3" 1934 "Pal" "Vcd" "Fric" "diffcat" "repcat" "repcat" "null" "null" "null" "null" "null" "repFric" "null" "null" "repVcd" "null" "diffVoice" "SH_a-za" "3-2" 0.138178965310133 0.21515841585274 0.985204880485953
66 "ba" 120260 4 "labial" "3" "ba.1.3.mp3" 1304 "Lab" "Vcd" "Stop" "diffcat" "repcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "repVcd" "null" "diffVoice" "SH_a-ba" "3-2" 0.0284752464955132 0.2775156434719 2.08031687952682
67 "null" 121759 4 "null" "null" "null" NA "none" "none" "none" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "null" "null" NA NA NA
68 "sha" 125758 4 "palato-alveolar" "1" "sha.3.1.mp3" 2422 "Pal" "Vls" "Fric" "none" "none" "none" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "null-sha" "null-1" NA NA NA
69 "ba" 127257 4 "labial" "3" "ba.3.3.mp3" 1667 "Lab" "Vcd" "Stop" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "sha-ba" "3-1" 0.0119045348638785 3.25083842188638 2.72886842255456
70 "na" 128757 4 "alveolar" "3" "na.1.3.mp3" 1144 "Alv" "Vcd" "Nas" "repvoice" "repcatvoice" "repvoice" "null" "null" "null" "null" "null" "null" "null" "null" "repVcd" "null" "repVoice" "na-ba" "3-3" 0.024819469330927 0.6181025383798 2.31268441038145
71 "fa" 130256 4 "labio-dental" "4" "fa.3.4.mp3" 1410 "Lab" "Vls" "Fric" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "na-fa" "3-4" 0.0124501934624614 2.97192948730819 2.87714679987428
72 "na" 131756 4 "alveolar" "2" "na.3.2.mp3" 1832 "Alv" "Vcd" "Nas" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "na-fa" "4-2" 0.0124501934624614 2.97192948730819 2.87714679987428
73 "tha" 133255 4 "dental" "3" "tha.3.3.mp3" 1768 "Dent" "Vls" "Fric" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "na-tha" "3-2" 0.0183207062173377 2.38218952208718 2.84605785153447
74 "ma" 134755 4 "labial" "4" "ma.2.4.mp3" 1138 "Lab" "Vcd" "Nas" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "ma-tha" "3-4" 0.0211291928621254 1.96663724325514 2.76953716566371
75 "sa" 136254 4 "alveolar" "2" "sa.3.2.mp3" 1681 "Alv" "Vls" "Fric" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "sa-ma" "4-2" 0.0168325927665453 2.1111475688813 3.42432650297779
76 "ma" 137754 4 "labial" "1" "ma.1.1.mp3" 2251 "Lab" "Vcd" "Nas" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "sa-ma" "1-2" 0.0168325927665453 2.1111475688813 3.42432650297779
77 "sha" 139254 4 "palato-alveolar" "4" "sha.1.4.mp3" 1158 "Pal" "Vls" "Fric" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "ma-sha" "4-1" 0.0125720064420188 2.21718360467455 4.96503214706525
78 "na" 140769 4 "alveolar" "4" "na.1.4.mp3" 1382 "Alv" "Vcd" "Nas" "repvoice" "repvoice" "repvoice" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "repVoice" "na-sha" "4-4" 0.0123102996706557 2.63273588350658 5.04155283293601
79 "sha" 142269 4 "palato-alveolar" "2" "sha.3.2.mp3" 1565 "Pal" "Vls" "Fric" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "na-sha" "4-2" 0.0123102996706557 2.63273588350658 5.04155283293601
80 "ma" 143768 4 "labial" "2" "ma.3.2.mp3" 1555 "Lab" "Vcd" "Nas" "repvoice" "repvoice" "repvoice" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "repVoice" "ma-sha" "2-2" 0.0125720064420188 2.21718360467455 4.96503214706525
81 "ka" 145268 4 "velar" "2" "ka.1.2.mp3" 1267 "Vel" "Vls" "Stop" "repvoice" "repvoice" "repvoice" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "repVoice" "ma-ka" "2-2" 0.0211926015219386 2.4330304544085 2.24641559183656
82 "ma" 146767 4 "labial" "3" "ma.1.3.mp3" 1229 "Lab" "Vcd" "Nas" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "ma-ka" "3-2" 0.0211926015219386 2.4330304544085 2.24641559183656
83 "null" 148266 4 "null" "null" "null" NA "none" "none" "none" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "null" "null" NA NA NA
84 "tha" 152265 4 "dental" "4" "tha.3.4.mp3" 1155 "Dent" "Vls" "Fric" "none" "none" "none" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "null-tha" "null-4" NA NA NA
85 "SH_a" 153764 4 "palato-alveolar" "3" "SH_a.3.3.mp3" 1961 "Pal" "Vcd" "Fric" "diffcat" "diffcat" "repcat" "null" "null" "null" "null" "null" "repFric" "null" "null" "null" "null" "diffVoice" "SH_a-tha" "3-4" 0.0163735463965243 3.27780770393888 1.5469434383738
86 "tha" 155264 4 "dental" "1" "tha.1.1.mp3" 2761 "Dent" "Vls" "Fric" "diffcat" "diffcat" "repcat" "null" "null" "null" "null" "null" "repFric" "null" "null" "null" "null" "diffVoice" "SH_a-tha" "3-1" 0.0163735463965243 3.27780770393888 1.5469434383738
87 "TH_a" 156763 4 "dental" "2" "TH_a.1.2.mp3" 2406 "Dent" "Vcd" "Fric" "repcat" "diffcat" "repcat" "null" "null" "repDent" "null" "null" "repFric" "null" "null" "null" "null" "diffVoice" "TH_a-tha" "1-2" 0.0316024894543282 2.92665096825528 0.233145349702802
88 "tha" 158263 4 "dental" "4" "tha.2.4.mp3" 1223 "Dent" "Vls" "Fric" "repcat" "diffcat" "repcat" "null" "null" "repDent" "null" "null" "repFric" "null" "null" "null" "null" "diffVoice" "TH_a-tha" "4-2" 0.0316024894543282 2.92665096825528 0.233145349702802
89 "tha" 159762 4 "dental" "2" "tha.1.2.mp3" 2235 "Dent" "Vls" "Fric" "repsyll" "repsyll" "repsyll" "null" "null" "repDent" "null" "null" "repFric" "null" "null" "null" "repVls" "diffVoice" "tha-tha" "4-2" NA NA NA
90 "sha" 161262 4 "palato-alveolar" "3" "sha.1.3.mp3" 1457 "Pal" "Vls" "Fric" "diffcat" "repcat" "repcat" "null" "null" "null" "null" "null" "repFric" "null" "null" "null" "repVls" "diffVoice" "tha-sha" "3-2" 0.0442934452101461 0.2505463614194 2.19549498140154
91 "sha" 162762 4 "palato-alveolar" "3" "sha.2.3.mp3" 1347 "Pal" "Vls" "Fric" "ident" "ident" "ident" "null" "null" "null" "repPal" "null" "repFric" "null" "null" "null" "repVls" "repVoice" "sha-sha" "3-3" NA NA NA
92 "SH_a" 164277 4 "palato-alveolar" "4" "SH_a.3.4.mp3" 1506 "Pal" "Vcd" "Fric" "repcat" "diffcat" "repcat" "null" "null" "null" "repPal" "null" "repFric" "null" "null" "null" "null" "diffVoice" "SH_a-sha" "3-4" 0.0127643633516016 3.52835406535828 0.64855154302774
93 "SH_a" 165777 4 "palato-alveolar" "1" "SH_a.1.1.mp3" 2201 "Pal" "Vcd" "Fric" "repsyll" "repsyll" "repsyll" "null" "null" "null" "repPal" "null" "repFric" "null" "null" "repVcd" "null" "diffVoice" "SH_a-SH_a" "4-1" NA NA NA
94 "va" 167276 4 "labio-dental" "2" "va.1.2.mp3" 2352 "Lab" "Vcd" "Fric" "diffcat" "repcat" "repcat" "null" "null" "null" "null" "null" "repFric" "null" "null" "repVcd" "null" "diffVoice" "va-SH_a" "1-2" 0.0276139152481812 0.43488103046877 1.93075778614545
95 "va" 168776 4 "labio-dental" "3" "va.2.3.mp3" 1371 "Lab" "Vcd" "Fric" "repsyll" "repsyll" "repsyll" "repLab" "null" "null" "null" "null" "repFric" "null" "null" "repVcd" "null" "diffVoice" "va-va" "3-2" NA NA NA
96 "za" 170275 4 "avleolar" "3" "za.2.3.mp3" 2012 "Alv" "Vcd" "Fric" "repvoice" "repcatvoice" "repcatvoice" "null" "null" "null" "null" "null" "repFric" "null" "null" "repVcd" "null" "repVoice" "va-za" "3-3" 0.0811683241180293 0.21972261461603 0.945552905659501
97 "za" 171775 4 "avleolar" "1" "za.3.1.mp3" 2403 "Alv" "Vcd" "Fric" "repsyll" "repsyll" "repsyll" "null" "repAlv" "null" "null" "null" "repFric" "null" "null" "repVcd" "null" "diffVoice" "za-za" "3-1" NA NA NA
