"Trial" "syllable" "Onset" "block_num" "Place" "voice" "filename" "rms" "place" "voicing" "manner" "rplace" "rvoicing" "rmanner" "rLab" "rAlv" "rDent" "rPal" "rVel" "rFric" "rStop" "rNasal" "rVcd" "rVls" "rvoice" "sylltrans" "voicetrans" "MillSim" "MillMDS1" "MillMDS2"
17 "ta" 39219 9 "alveolar" "2" "ta.3.2.mp3" 1654 "Alv" "Vls" "Stop" "none" "none" "none" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "null-ta" "null-2" NA NA NA
18 "tha" 40718 9 "dental" "1" "tha.1.1.mp3" 2761 "Dent" "Vls" "Fric" "diffcat" "repcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "repVls" "diffVoice" "ta-tha" "1-2" 0.0773941774325793 0.65968842662819 0.494739552029144
19 "va" 42218 9 "labio-dental" "4" "va.3.4.mp3" 1349 "Lab" "Vcd" "Fric" "diffcat" "diffcat" "repcat" "null" "null" "null" "null" "null" "repFric" "null" "null" "null" "null" "diffVoice" "va-tha" "4-1" 0.0427058614883721 2.84292667347011 0.383814347771656
20 "sha" 43717 9 "palato-alveolar" "3" "sha.2.3.mp3" 1347 "Pal" "Vls" "Fric" "diffcat" "diffcat" "repcat" "null" "null" "null" "null" "null" "repFric" "null" "null" "null" "null" "diffVoice" "va-sha" "3-4" 0.019665034907335 3.09347303488951 2.57930932917319
21 "pa" 45217 9 "labial" "2" "pa.3.2.mp3" 1296 "Lab" "Vls" "Stop" "diffcat" "repcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "repVls" "diffVoice" "pa-sha" "3-2" 0.0364423259600863 0.21984379454087 2.77466294853037
22 "da" 46716 9 "alveolar" "2" "da.3.2.mp3" 1813 "Alv" "Vcd" "Stop" "repvoice" "repvoice" "repcatvoice" "null" "null" "null" "null" "null" "null" "repStop" "null" "null" "null" "repVoice" "pa-da" "2-2" 0.022685051914619 3.23836499164137 1.24204950227671
23 "sa" 48216 9 "alveolar" "2" "sa.2.2.mp3" 1693 "Alv" "Vls" "Fric" "repcatvoice" "repvoice" "repvoice" "null" "repAlv" "null" "null" "null" "null" "null" "null" "null" "null" "repVoice" "sa-da" "2-2" 0.0291248697204559 2.91248516130726 0.00809219783380899
24 "pa" 49715 9 "labial" "1" "pa.1.1.mp3" 2504 "Lab" "Vls" "Stop" "diffcat" "repcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "repVls" "diffVoice" "pa-sa" "1-2" 0.0502525895157616 0.32587983033411 1.2339573044429
25 "va" 51215 9 "labio-dental" "1" "va.2.1.mp3" 2626 "Lab" "Vcd" "Fric" "repcatvoice" "repvoice" "repvoice" "repLab" "null" "null" "null" "null" "null" "null" "null" "null" "null" "repVoice" "pa-va" "1-1" 0.0205061465402239 3.31331682943038 0.195353619357173
26 "fa" 52715 9 "labio-dental" "2" "fa.2.2.mp3" 1877 "Lab" "Vls" "Fric" "repcat" "diffcat" "repcat" "repLab" "null" "null" "null" "null" "repFric" "null" "null" "null" "null" "diffVoice" "va-fa" "1-2" 0.0350449700943268 3.43266663869112 0.414903296111467
27 "SH_a" 54230 9 "palato-alveolar" "3" "SH_a.2.3.mp3" 1420 "Pal" "Vcd" "Fric" "diffcat" "diffcat" "repcat" "null" "null" "null" "null" "null" "repFric" "null" "null" "null" "null" "diffVoice" "SH_a-fa" "3-2" 0.0109549380134048 3.86754766915989 1.51585449003399
28 "tha" 55729 9 "dental" "3" "tha.3.3.mp3" 1768 "Dent" "Vls" "Fric" "repvoice" "repvoice" "repcatvoice" "null" "null" "null" "null" "null" "repFric" "null" "null" "null" "null" "repVoice" "SH_a-tha" "3-3" 0.0163735463965243 3.27780770393888 1.5469434383738
29 "za" 57229 9 "avleolar" "4" "za.1.4.mp3" 1451 "Alv" "Vcd" "Fric" "diffcat" "diffcat" "repcat" "null" "null" "null" "null" "null" "repFric" "null" "null" "null" "null" "diffVoice" "za-tha" "3-4" 0.0321029606059229 3.06264928808614 0.561738557887845
30 "da" 58728 9 "alveolar" "4" "da.1.4.mp3" 1726 "Alv" "Vcd" "Stop" "repcatvoice" "repcatvoice" "repvoice" "null" "repAlv" "null" "null" "null" "null" "null" "null" "repVcd" "null" "repVoice" "da-za" "4-4" 0.107120141382959 0.29467445240504 0.101142977260039
31 "SH_a" 60295 9 "palato-alveolar" "2" "SH_a.1.2.mp3" 1934 "Pal" "Vcd" "Fric" "diffcat" "repcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "repVcd" "null" "diffVoice" "da-SH_a" "4-2" 0.0888856874159333 0.50983286825778 0.884061903225914
32 "da" 61761 9 "alveolar" "3" "da.2.3.mp3" 1559 "Alv" "Vcd" "Stop" "diffcat" "repcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "repVcd" "null" "diffVoice" "da-SH_a" "3-2" 0.0888856874159333 0.50983286825778 0.884061903225914
33 "TH_a" 63227 9 "dental" "2" "TH_a.3.2.mp3" 2674 "Dent" "Vcd" "Fric" "diffcat" "repcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "repVcd" "null" "diffVoice" "TH_a-da" "3-2" 0.0935151222471963 0.15867613257418 0.896026884850686
34 "sa" 64726 9 "alveolar" "4" "sa.3.4.mp3" 1334 "Alv" "Vls" "Fric" "diffcat" "diffcat" "repcat" "null" "null" "null" "null" "null" "repFric" "null" "null" "null" "null" "diffVoice" "TH_a-sa" "4-2" 0.0250740393246598 3.07116129388144 0.887934687016877
35 "TH_a" 66226 9 "dental" "1" "TH_a.1.1.mp3" 2519 "Dent" "Vcd" "Fric" "diffcat" "diffcat" "repcat" "null" "null" "null" "null" "null" "repFric" "null" "null" "null" "null" "diffVoice" "TH_a-sa" "4-1" 0.0250740393246598 3.07116129388144 0.887934687016877
36 "sha" 67725 9 "palato-alveolar" "4" "sha.3.4.mp3" 1558 "Pal" "Vls" "Fric" "diffcat" "diffcat" "repcat" "null" "null" "null" "null" "null" "repFric" "null" "null" "null" "null" "diffVoice" "TH_a-sha" "4-1" 0.0181476535647975 3.17719732967468 2.42864033110434
37 "ba" 69225 9 "labial" "4" "ba.3.4.mp3" 1042 "Lab" "Vcd" "Stop" "repvoice" "repvoice" "repvoice" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "repVoice" "sha-ba" "4-4" 0.0119045348638785 3.25083842188638 2.72886842255456
38 "fa" 70724 9 "labio-dental" "3" "fa.3.3.mp3" 1866 "Lab" "Vls" "Fric" "repcat" "diffcat" "diffcat" "repLab" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "fa-ba" "3-4" 0.0466941484832373 3.59003202568799 0.564462389492833
39 "null" 72224 9 "null" "null" "null" NA "none" "none" "none" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "null" "null" NA NA NA
40 "va" 76222 9 "labio-dental" "3" "va.1.3.mp3" 1057 "Lab" "Vcd" "Fric" "none" "none" "none" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "null-va" "null-3" NA NA NA
41 "ma" 77722 9 "labial" "3" "ma.1.3.mp3" 1229 "Lab" "Vcd" "Nas" "repcatvoice" "repcatvoice" "repvoice" "repLab" "null" "null" "null" "null" "null" "null" "null" "repVcd" "null" "repVoice" "va-ma" "3-3" 0.0319429196022726 0.876289430214965 2.38572281789206
42 "za" 79221 9 "avleolar" "3" "za.1.3.mp3" 2261 "Alv" "Vcd" "Fric" "repvoice" "repcatvoice" "repvoice" "null" "null" "null" "null" "null" "null" "null" "null" "repVcd" "null" "repVoice" "ma-za" "3-3" 0.021986226035663 1.09601204483099 3.33127572355156
43 "null" 80737 9 "null" "null" "null" NA "none" "none" "none" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "null" "null" NA NA NA
44 "TH_a" 84736 9 "dental" "3" "TH_a.2.3.mp3" 1581 "Dent" "Vcd" "Fric" "none" "none" "none" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "null-TH_a" "null-3" NA NA NA
45 "pa" 86235 9 "labial" "3" "pa.2.3.mp3" 1009 "Lab" "Vls" "Stop" "repvoice" "repvoice" "repvoice" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "repVoice" "TH_a-pa" "3-3" 0.0267101935592846 3.39704112421555 0.346022617426027
46 "za" 87735 9 "avleolar" "2" "za.3.2.mp3" 1541 "Alv" "Vcd" "Fric" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "pa-za" "3-2" 0.0262303501492357 3.53303944404641 1.14090652501667
47 "tha" 89234 9 "dental" "4" "tha.2.4.mp3" 1223 "Dent" "Vls" "Fric" "diffcat" "diffcat" "repcat" "null" "null" "null" "null" "null" "repFric" "null" "null" "null" "null" "diffVoice" "za-tha" "4-2" 0.0321029606059229 3.06264928808614 0.561738557887845
48 "SH_a" 90734 9 "palato-alveolar" "1" "SH_a.2.1.mp3" 2274 "Pal" "Vcd" "Fric" "diffcat" "diffcat" "repcat" "null" "null" "null" "null" "null" "repFric" "null" "null" "null" "null" "diffVoice" "SH_a-tha" "4-1" 0.0163735463965243 3.27780770393888 1.5469434383738
49 "ta" 92233 9 "alveolar" "4" "ta.2.4.mp3" 1465 "Alv" "Vls" "Stop" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "SH_a-ta" "4-1" 0.0188530700580233 3.93749613056707 2.04168299040294
50 "sa" 93732 9 "alveolar" "1" "sa.1.1.mp3" 1877 "Alv" "Vls" "Fric" "repcat" "repcat" "diffcat" "null" "repAlv" "null" "null" "null" "null" "null" "null" "null" "repVls" "diffVoice" "sa-ta" "4-1" 0.0494081258190988 0.51517810100203 1.14952888934322
51 "va" 95232 9 "labio-dental" "2" "va.2.2.mp3" 2173 "Lab" "Vcd" "Fric" "diffcat" "diffcat" "repcat" "null" "null" "null" "null" "null" "repFric" "null" "null" "null" "null" "diffVoice" "sa-va" "1-2" 0.0231050611407216 2.98743699909627 1.03860368508573
52 "za" 96732 9 "avleolar" "4" "za.2.4.mp3" 1456 "Alv" "Vcd" "Fric" "diffcat" "repcat" "repcat" "null" "null" "null" "null" "null" "repFric" "null" "null" "repVcd" "null" "diffVoice" "va-za" "4-2" 0.0811683241180293 0.21972261461603 0.945552905659501
53 "ta" 98248 9 "alveolar" "1" "ta.2.1.mp3" 1961 "Alv" "Vls" "Stop" "repcat" "diffcat" "diffcat" "null" "repAlv" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "za-ta" "4-1" 0.0233811261053915 3.72233771471433 1.05647810991699
54 "ba" 99747 9 "labial" "4" "ba.2.4.mp3" 1367 "Lab" "Vcd" "Stop" "diffcat" "diffcat" "repcat" "null" "null" "null" "null" "null" "null" "repStop" "null" "null" "null" "diffVoice" "ta-ba" "4-1" 0.0137873747502122 3.65998048709517 0.038633889123878
55 "pa" 101246 9 "labial" "4" "pa.1.4.mp3" 1377 "Lab" "Vls" "Stop" "repcatvoice" "repvoice" "repcatvoice" "repLab" "null" "null" "null" "null" "null" "repStop" "null" "null" "null" "repVoice" "pa-ba" "4-4" 0.0224225492966449 3.47068221642725 0.045794525975807
56 "fa" 102746 9 "labio-dental" "4" "fa.2.4.mp3" 1459 "Lab" "Vls" "Fric" "repcatvoice" "repcatvoice" "repvoice" "repLab" "null" "null" "null" "null" "null" "null" "null" "null" "repVls" "repVoice" "pa-fa" "4-4" 0.101897306301343 0.11934980926074 0.61025691546864
57 "sha" 104245 9 "palato-alveolar" "2" "sha.2.2.mp3" 2062 "Pal" "Vls" "Fric" "diffcat" "repcat" "repcat" "null" "null" "null" "null" "null" "repFric" "null" "null" "null" "repVls" "diffVoice" "fa-sha" "4-2" 0.0279206459825738 0.33919360380161 2.16440603306173
58 "fa" 105745 9 "labio-dental" "3" "fa.1.3.mp3" 2068 "Lab" "Vls" "Fric" "diffcat" "repcat" "repcat" "null" "null" "null" "null" "null" "repFric" "null" "null" "null" "repVls" "diffVoice" "fa-sha" "3-2" 0.0279206459825738 0.33919360380161 2.16440603306173
59 "tha" 107244 9 "dental" "2" "tha.1.2.mp3" 2235 "Dent" "Vls" "Fric" "diffcat" "repcat" "repcat" "null" "null" "null" "null" "null" "repFric" "null" "null" "null" "repVls" "diffVoice" "fa-tha" "3-2" 0.424635788228768 0.58973996522101 0.031088948339811
60 "pa" 108744 9 "labial" "2" "pa.2.2.mp3" 1845 "Lab" "Vls" "Stop" "repvoice" "repcatvoice" "repvoice" "null" "null" "null" "null" "null" "null" "null" "null" "null" "repVls" "repVoice" "pa-tha" "2-2" 0.127757236025028 0.47039015596027 0.579167967128829
61 "ba" 110243 9 "labial" "1" "ba.1.1.mp3" 2486 "Lab" "Vcd" "Stop" "repcat" "diffcat" "repcat" "repLab" "null" "null" "null" "null" "null" "repStop" "null" "null" "null" "diffVoice" "pa-ba" "1-2" 0.0224225492966449 3.47068221642725 0.045794525975807
62 "ta" 111743 9 "alveolar" "1" "ta.3.1.mp3" 2463 "Alv" "Vls" "Stop" "repvoice" "repvoice" "repcatvoice" "null" "null" "null" "null" "null" "null" "repStop" "null" "null" "null" "repVoice" "ta-ba" "1-1" 0.0137873747502122 3.65998048709517 0.038633889123878
63 "ga" 113242 9 "velar" "4" "ga.2.4.mp3" 1156 "Vel" "Vcd" "Stop" "diffcat" "diffcat" "repcat" "null" "null" "null" "null" "null" "null" "repStop" "null" "null" "null" "diffVoice" "ta-ga" "4-1" 0.0177160218315514 3.73722904018011 0.890611035596548
64 "pa" 114742 9 "labial" "4" "pa.3.4.mp3" 1083 "Lab" "Vls" "Stop" "repvoice" "repvoice" "repcatvoice" "null" "null" "null" "null" "null" "null" "repStop" "null" "null" "null" "repVoice" "pa-ga" "4-4" 0.0159491621223005 3.54793076951219 0.975039450696233
65 "SH_a" 116241 9 "palato-alveolar" "3" "SH_a.3.3.mp3" 1961 "Pal" "Vcd" "Fric" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "pa-SH_a" "3-4" 0.0171270060098082 3.74819785989915 2.12611140550263
66 "ka" 117741 9 "velar" "3" "ka.2.3.mp3" 1723 "Vel" "Vls" "Stop" "repvoice" "repvoice" "repvoice" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "repVoice" "SH_a-ka" "3-3" 0.0194871835121784 3.74420091509224 2.07006501220095
67 "SH_a" 119240 9 "palato-alveolar" "1" "SH_a.1.1.mp3" 2201 "Pal" "Vcd" "Fric" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "SH_a-ka" "3-1" 0.0194871835121784 3.74420091509224 2.07006501220095
68 "na" 120739 9 "alveolar" "1" "na.1.1.mp3" 1868 "Alv" "Vcd" "Nas" "repvoice" "repcatvoice" "repvoice" "null" "null" "null" "null" "null" "null" "null" "null" "repVcd" "null" "repVoice" "na-SH_a" "1-1" 0.0303880622037938 0.8956181818517 4.39300128990827
69 "SH_a" 122239 9 "palato-alveolar" "2" "SH_a.1.2.mp3" 1934 "Pal" "Vcd" "Fric" "diffcat" "repcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "repVcd" "null" "diffVoice" "na-SH_a" "1-2" 0.0303880622037938 0.8956181818517 4.39300128990827
70 "ma" 123738 9 "labial" "4" "ma.3.4.mp3" 1003 "Lab" "Vcd" "Nas" "diffcat" "repcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "repVcd" "null" "diffVoice" "ma-SH_a" "4-2" 0.0163702480510673 1.31117046068373 4.31648060403751
71 "SH_a" 125238 9 "palato-alveolar" "4" "SH_a.3.4.mp3" 1506 "Pal" "Vcd" "Fric" "repvoice" "repcatvoice" "repvoice" "null" "null" "null" "null" "null" "null" "null" "null" "repVcd" "null" "repVoice" "ma-SH_a" "4-4" 0.0163702480510673 1.31117046068373 4.31648060403751
72 "pa" 126737 9 "labial" "3" "pa.1.3.mp3" 1149 "Lab" "Vls" "Stop" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "pa-SH_a" "3-4" 0.0171270060098082 3.74819785989915 2.12611140550263
73 "ma" 128237 9 "labial" "1" "ma.2.1.mp3" 2197 "Lab" "Vcd" "Nas" "repcat" "diffcat" "diffcat" "repLab" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "pa-ma" "3-1" 0.0264609848441258 2.43702739921542 2.19036919853488
74 "ga" 129736 9 "velar" "1" "ga.3.1.mp3" 3092 "Vel" "Vcd" "Stop" "repvoice" "repcatvoice" "repvoice" "null" "null" "null" "null" "null" "null" "null" "null" "repVcd" "null" "repVoice" "ma-ga" "1-1" 0.0288986920135984 1.11090337029677 3.16540864923112
75 "ta" 131236 9 "alveolar" "3" "ta.1.3.mp3" 1428 "Alv" "Vls" "Stop" "diffcat" "diffcat" "repcat" "null" "null" "null" "null" "null" "null" "repStop" "null" "null" "null" "diffVoice" "ta-ga" "3-1" 0.0177160218315514 3.73722904018011 0.890611035596548
76 "na" 132735 9 "alveolar" "4" "na.3.4.mp3" 1065 "Alv" "Vcd" "Nas" "repcat" "diffcat" "diffcat" "null" "repAlv" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "na-ta" "3-4" 0.0196978714889416 3.04187794871537 2.35131829950533
77 "ba" 134235 9 "labial" "3" "ba.1.3.mp3" 1304 "Lab" "Vcd" "Stop" "diffcat" "repcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "repVcd" "null" "diffVoice" "na-ba" "3-4" 0.024819469330927 0.6181025383798 2.31268441038145
78 "ga" 135734 9 "velar" "2" "ga.2.2.mp3" 2511 "Vel" "Vcd" "Stop" "diffcat" "repcat" "repcat" "null" "null" "null" "null" "null" "null" "repStop" "null" "repVcd" "null" "diffVoice" "ga-ba" "3-2" 0.0676804503863479 0.0772485530849398 0.929244924720426
79 "va" 137117 9 "labio-dental" "3" "va.1.3.mp3" 1057 "Lab" "Vcd" "Fric" "diffcat" "repcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "repVcd" "null" "diffVoice" "va-ga" "3-2" 0.0563801508019679 0.23461394008181 0.77968583133906
80 "ka" 138733 9 "velar" "4" "ka.3.4.mp3" 1182 "Vel" "Vls" "Stop" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "va-ka" "3-4" 0.0224300675837212 3.30931988462347 0.139307226055492
81 "za" 140249 9 "avleolar" "3" "za.3.3.mp3" 1910 "Alv" "Vcd" "Fric" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "ka-za" "3-4" 0.0228770680919328 3.5290424992395 1.08486013171499
82 "ma" 141732 9 "labial" "2" "ma.1.2.mp3" 1932 "Lab" "Vcd" "Nas" "diffcat" "repcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "repVcd" "null" "diffVoice" "ma-za" "3-2" 0.021986226035663 1.09601204483099 3.33127572355156
83 "va" 143232 9 "labio-dental" "2" "va.3.2.mp3" 2616 "Lab" "Vcd" "Fric" "repcatvoice" "repcatvoice" "repvoice" "repLab" "null" "null" "null" "null" "null" "null" "null" "repVcd" "null" "repVoice" "va-ma" "2-2" 0.0319429196022726 0.876289430214965 2.38572281789206
84 "TH_a" 144747 9 "dental" "1" "TH_a.3.1.mp3" 3699 "Dent" "Vcd" "Fric" "diffcat" "repcat" "repcat" "null" "null" "null" "null" "null" "repFric" "null" "null" "repVcd" "null" "diffVoice" "TH_a-va" "1-2" 0.340793227790882 0.08372429478517 0.150668998068854
85 "za" 146247 9 "avleolar" "1" "za.1.1.mp3" 2117 "Alv" "Vcd" "Fric" "repvoice" "repcatvoice" "repcatvoice" "null" "null" "null" "null" "null" "repFric" "null" "null" "repVcd" "null" "repVoice" "TH_a-za" "1-1" 0.163608918306741 0.13599831983086 0.794883907590647
86 "pa" 147746 9 "labial" "1" "pa.3.1.mp3" 2376 "Lab" "Vls" "Stop" "repvoice" "repvoice" "repvoice" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "repVoice" "pa-za" "1-1" 0.0262303501492357 3.53303944404641 1.14090652501667
87 "ta" 149246 9 "alveolar" "2" "ta.3.2.mp3" 1654 "Alv" "Vls" "Stop" "diffcat" "repcat" "repcat" "null" "null" "null" "null" "null" "null" "repStop" "null" "null" "repVls" "diffVoice" "pa-ta" "1-2" 0.234360535518008 0.18929827066792 0.084428415099685
88 "fa" 150745 9 "labio-dental" "2" "fa.3.2.mp3" 1663 "Lab" "Vls" "Fric" "repvoice" "repcatvoice" "repvoice" "null" "null" "null" "null" "null" "null" "null" "null" "null" "repVls" "repVoice" "ta-fa" "2-2" 0.0578158780927524 0.0699484614071801 0.525828500368955
89 "pa" 152245 9 "labial" "3" "pa.2.3.mp3" 1009 "Lab" "Vls" "Stop" "repcat" "repcat" "diffcat" "repLab" "null" "null" "null" "null" "null" "null" "null" "null" "repVls" "diffVoice" "pa-fa" "3-2" 0.101897306301343 0.11934980926074 0.61025691546864
90 "pa" 153744 9 "labial" "2" "pa.3.2.mp3" 1296 "Lab" "Vls" "Stop" "repsyll" "repsyll" "repsyll" "repLab" "null" "null" "null" "null" "null" "repStop" "null" "null" "repVls" "diffVoice" "pa-pa" "3-2" NA NA NA
91 "TH_a" 155244 9 "dental" "2" "TH_a.2.2.mp3" 2301 "Dent" "Vcd" "Fric" "repvoice" "repvoice" "repvoice" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "repVoice" "TH_a-pa" "2-2" 0.0267101935592846 3.39704112421555 0.346022617426027
92 "va" 156743 9 "labio-dental" "1" "va.2.1.mp3" 2626 "Lab" "Vcd" "Fric" "diffcat" "repcat" "repcat" "null" "null" "null" "null" "null" "repFric" "null" "null" "repVcd" "null" "diffVoice" "TH_a-va" "1-2" 0.340793227790882 0.08372429478517 0.150668998068854
93 "va" 158243 9 "labio-dental" "4" "va.3.4.mp3" 1349 "Lab" "Vcd" "Fric" "repsyll" "repsyll" "repsyll" "repLab" "null" "null" "null" "null" "repFric" "null" "null" "repVcd" "null" "diffVoice" "va-va" "4-1" NA NA NA
94 "ga" 159742 9 "velar" "4" "ga.1.4.mp3" 1554 "Vel" "Vcd" "Stop" "repvoice" "repcatvoice" "repvoice" "null" "null" "null" "null" "null" "null" "null" "null" "repVcd" "null" "repVoice" "va-ga" "4-4" 0.0563801508019679 0.23461394008181 0.77968583133906
95 "ga" 161242 9 "velar" "1" "ga.3.1.mp3" 3092 "Vel" "Vcd" "Stop" "repsyll" "repsyll" "repsyll" "null" "null" "null" "null" "repVel" "null" "repStop" "null" "repVcd" "null" "diffVoice" "ga-ga" "4-1" NA NA NA
