"Trial" "syllable" "Onset" "block_num" "Place" "voice" "filename" "rms" "place" "voicing" "manner" "rplace" "rvoicing" "rmanner" "rLab" "rAlv" "rDent" "rPal" "rVel" "rFric" "rStop" "rNasal" "rVcd" "rVls" "rvoice" "sylltrans" "voicetrans" "MillSim" "MillMDS1" "MillMDS2"
18 "ka" 40717 1 "velar" "2" "ka.1.2.mp3" 1267 "Vel" "Vls" "Stop" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "ma-ka" "1-2" 0.0211926015219386 2.4330304544085 2.24641559183656
19 "na" 42217 1 "alveolar" "2" "na.1.2.mp3" 1341 "Alv" "Vcd" "Nas" "repvoice" "repvoice" "repvoice" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "repVoice" "na-ka" "2-2" 0.0213124542766724 2.84858273324054 2.32293627770732
20 "ka" 43732 1 "velar" "4" "ka.2.4.mp3" 1241 "Vel" "Vls" "Stop" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "na-ka" "4-2" 0.0213124542766724 2.84858273324054 2.32293627770732
21 "va" 45232 1 "labio-dental" "3" "va.3.3.mp3" 1519 "Lab" "Vcd" "Fric" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "va-ka" "3-4" 0.0224300675837212 3.30931988462347 0.139307226055492
22 "ka" 46731 1 "velar" "3" "ka.2.3.mp3" 1723 "Vel" "Vls" "Stop" "repvoice" "repvoice" "repvoice" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "repVoice" "va-ka" "3-3" 0.0224300675837212 3.30931988462347 0.139307226055492
23 "za" 48231 1 "avleolar" "1" "za.3.1.mp3" 2403 "Alv" "Vcd" "Fric" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "ka-za" "3-1" 0.0228770680919328 3.5290424992395 1.08486013171499
24 "null" 49730 1 "null" "null" "null" NA "none" "none" "none" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "null" "null" NA NA NA
25 "da" 53729 1 "alveolar" "2" "da.1.2.mp3" 2486 "Alv" "Vcd" "Stop" "none" "none" "none" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "null-da" "null-2" NA NA NA
26 "null" 55245 1 "null" "null" "null" NA "none" "none" "none" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "null" "null" NA NA NA
27 "na" 59243 1 "alveolar" "3" "na.3.3.mp3" 1258 "Alv" "Vcd" "Nas" "none" "none" "none" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "null-na" "null-3" NA NA NA
28 "null" 60759 1 "null" "null" "null" NA "none" "none" "none" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "null" "null" NA NA NA
29 "SH_a" 64758 1 "palato-alveolar" "1" "SH_a.1.1.mp3" 2201 "Pal" "Vcd" "Fric" "none" "none" "none" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "null-SH_a" "null-1" NA NA NA
30 "za" 66257 1 "avleolar" "4" "za.1.4.mp3" 1451 "Alv" "Vcd" "Fric" "diffcat" "repcat" "repcat" "null" "null" "null" "null" "null" "repFric" "null" "null" "repVcd" "null" "diffVoice" "SH_a-za" "4-1" 0.138178965310133 0.21515841585274 0.985204880485953
31 "za" 67774 1 "avleolar" "2" "za.2.2.mp3" 2341 "Alv" "Vcd" "Fric" "repsyll" "repsyll" "repsyll" "null" "repAlv" "null" "null" "null" "repFric" "null" "null" "repVcd" "null" "diffVoice" "za-za" "4-2" NA NA NA
32 "sa" 69256 1 "alveolar" "4" "sa.3.4.mp3" 1334 "Alv" "Vls" "Fric" "repcat" "diffcat" "repcat" "null" "repAlv" "null" "null" "null" "repFric" "null" "null" "null" "null" "diffVoice" "sa-za" "4-2" 0.0344734172749872 3.2071596137123 0.09305077942623
33 "sa" 70756 1 "alveolar" "2" "sa.1.2.mp3" 2040 "Alv" "Vls" "Fric" "repsyll" "repsyll" "repsyll" "null" "repAlv" "null" "null" "null" "repFric" "null" "null" "null" "repVls" "diffVoice" "sa-sa" "4-2" NA NA NA
34 "ta" 72255 1 "alveolar" "2" "ta.2.2.mp3" 1318 "Alv" "Vls" "Stop" "repcatvoice" "repcatvoice" "repvoice" "null" "repAlv" "null" "null" "null" "null" "null" "null" "null" "repVls" "repVoice" "sa-ta" "2-2" 0.0494081258190988 0.51517810100203 1.14952888934322
35 "ta" 73755 1 "alveolar" "3" "ta.3.3.mp3" 1354 "Alv" "Vls" "Stop" "repsyll" "repsyll" "repsyll" "null" "repAlv" "null" "null" "null" "null" "repStop" "null" "null" "repVls" "diffVoice" "ta-ta" "3-2" NA NA NA
36 "null" 75271 1 "null" "null" "null" NA "none" "none" "none" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "null" "null" NA NA NA
37 "TH_a" 79269 1 "dental" "2" "TH_a.3.2.mp3" 2674 "Dent" "Vcd" "Fric" "none" "none" "none" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "null-TH_a" "null-2" NA NA NA
38 "TH_a" 80769 1 "dental" "4" "TH_a.2.4.mp3" 1293 "Dent" "Vcd" "Fric" "repsyll" "repsyll" "repsyll" "null" "null" "repDent" "null" "null" "repFric" "null" "null" "repVcd" "null" "diffVoice" "TH_a-TH_a" "4-2" NA NA NA
39 "SH_a" 82268 1 "palato-alveolar" "2" "SH_a.3.2.mp3" 1574 "Pal" "Vcd" "Fric" "diffcat" "repcat" "repcat" "null" "null" "null" "null" "null" "repFric" "null" "null" "repVcd" "null" "diffVoice" "TH_a-SH_a" "4-2" 0.0354052643338604 0.3511567356836 1.7800887880766
40 "SH_a" 83768 1 "palato-alveolar" "4" "SH_a.3.4.mp3" 1506 "Pal" "Vcd" "Fric" "repsyll" "repsyll" "repsyll" "null" "null" "null" "repPal" "null" "repFric" "null" "null" "repVcd" "null" "diffVoice" "SH_a-SH_a" "4-2" NA NA NA
41 "va" 85267 1 "labio-dental" "1" "va.1.1.mp3" 2627 "Lab" "Vcd" "Fric" "diffcat" "repcat" "repcat" "null" "null" "null" "null" "null" "repFric" "null" "null" "repVcd" "null" "diffVoice" "va-SH_a" "4-1" 0.0276139152481812 0.43488103046877 1.93075778614545
42 "va" 86767 1 "labio-dental" "2" "va.1.2.mp3" 2352 "Lab" "Vcd" "Fric" "repsyll" "repsyll" "repsyll" "repLab" "null" "null" "null" "null" "repFric" "null" "null" "repVcd" "null" "diffVoice" "va-va" "1-2" NA NA NA
43 "za" 88266 1 "avleolar" "3" "za.1.3.mp3" 2261 "Alv" "Vcd" "Fric" "diffcat" "repcat" "repcat" "null" "null" "null" "null" "null" "repFric" "null" "null" "repVcd" "null" "diffVoice" "va-za" "3-2" 0.0811683241180293 0.21972261461603 0.945552905659501
44 "SH_a" 89766 1 "palato-alveolar" "1" "SH_a.2.1.mp3" 2274 "Pal" "Vcd" "Fric" "diffcat" "repcat" "repcat" "null" "null" "null" "null" "null" "repFric" "null" "null" "repVcd" "null" "diffVoice" "SH_a-za" "3-1" 0.138178965310133 0.21515841585274 0.985204880485953
45 "fa" 91266 1 "labio-dental" "3" "fa.2.3.mp3" 2267 "Lab" "Vls" "Fric" "diffcat" "diffcat" "repcat" "null" "null" "null" "null" "null" "repFric" "null" "null" "null" "null" "diffVoice" "SH_a-fa" "3-1" 0.0109549380134048 3.86754766915989 1.51585449003399
46 "ka" 92781 1 "velar" "2" "ka.3.2.mp3" 2317 "Vel" "Vls" "Stop" "diffcat" "repcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "repVls" "diffVoice" "ka-fa" "3-2" 0.0763014313858586 0.12334675406765 0.554210522166959
47 "TH_a" 94281 1 "dental" "3" "TH_a.3.3.mp3" 1555 "Dent" "Vcd" "Fric" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "TH_a-ka" "3-2" 0.0212738357864609 3.39304417940864 0.289976224124346
48 "pa" 95780 1 "labial" "3" "pa.3.3.mp3" 1220 "Lab" "Vls" "Stop" "repvoice" "repvoice" "repvoice" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "repVoice" "TH_a-pa" "3-3" 0.0267101935592846 3.39704112421555 0.346022617426027
49 "null" 97280 1 "null" "null" "null" NA "none" "none" "none" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "null" "null" NA NA NA
50 "fa" 101278 1 "labio-dental" "1" "fa.1.1.mp3" 2729 "Lab" "Vls" "Fric" "none" "none" "none" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "null-fa" "null-1" NA NA NA
51 "na" 102778 1 "alveolar" "2" "na.2.2.mp3" 1784 "Alv" "Vcd" "Nas" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "na-fa" "1-2" 0.0124501934624614 2.97192948730819 2.87714679987428
52 "tha" 104277 1 "dental" "1" "tha.3.1.mp3" 2438 "Dent" "Vls" "Fric" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "na-tha" "1-2" 0.0183207062173377 2.38218952208718 2.84605785153447
53 "na" 105776 1 "alveolar" "1" "na.3.1.mp3" 2129 "Alv" "Vcd" "Nas" "repvoice" "repvoice" "repvoice" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "repVoice" "na-tha" "1-1" 0.0183207062173377 2.38218952208718 2.84605785153447
54 "sha" 107276 1 "palato-alveolar" "1" "sha.3.1.mp3" 2422 "Pal" "Vls" "Fric" "repvoice" "repvoice" "repvoice" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "repVoice" "na-sha" "1-1" 0.0123102996706557 2.63273588350658 5.04155283293601
55 "ma" 108775 1 "labial" "4" "ma.1.4.mp3" 1134 "Lab" "Vcd" "Nas" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "ma-sha" "4-1" 0.0125720064420188 2.21718360467455 4.96503214706525
56 "sha" 110275 1 "palato-alveolar" "4" "sha.2.4.mp3" 1231 "Pal" "Vls" "Fric" "repvoice" "repvoice" "repvoice" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "repVoice" "ma-sha" "4-4" 0.0125720064420188 2.21718360467455 4.96503214706525
57 "na" 111775 1 "alveolar" "4" "na.1.4.mp3" 1382 "Alv" "Vcd" "Nas" "repvoice" "repvoice" "repvoice" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "repVoice" "na-sha" "4-4" 0.0123102996706557 2.63273588350658 5.04155283293601
58 "pa" 113290 1 "labial" "2" "pa.1.2.mp3" 1592 "Lab" "Vls" "Stop" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "pa-na" "4-2" 0.0165561898349846 2.85257967804745 2.26688988440564
59 "na" 114873 1 "alveolar" "3" "na.2.3.mp3" 1164 "Alv" "Vcd" "Nas" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "pa-na" "3-2" 0.0165561898349846 2.85257967804745 2.26688988440564
60 "fa" 116289 1 "labio-dental" "2" "fa.3.2.mp3" 1663 "Lab" "Vls" "Fric" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "na-fa" "3-2" 0.0124501934624614 2.97192948730819 2.87714679987428
61 "ga" 117789 1 "velar" "2" "ga.3.2.mp3" 2253 "Vel" "Vcd" "Stop" "repvoice" "repvoice" "repvoice" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "repVoice" "fa-ga" "2-2" 0.0149696643348424 3.66728057877293 0.364782535227593
62 "tha" 119288 1 "dental" "2" "tha.1.2.mp3" 2235 "Dent" "Vls" "Fric" "repvoice" "repvoice" "repvoice" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "repVoice" "tha-ga" "2-2" 0.0362150149431953 3.07754061355192 0.395871483567404
63 "za" 120788 1 "avleolar" "3" "za.3.3.mp3" 1910 "Alv" "Vcd" "Fric" "diffcat" "diffcat" "repcat" "null" "null" "null" "null" "null" "repFric" "null" "null" "null" "null" "diffVoice" "za-tha" "3-2" 0.0321029606059229 3.06264928808614 0.561738557887845
64 "va" 122287 1 "labio-dental" "2" "va.3.2.mp3" 2616 "Lab" "Vcd" "Fric" "diffcat" "repcat" "repcat" "null" "null" "null" "null" "null" "repFric" "null" "null" "repVcd" "null" "diffVoice" "va-za" "3-2" 0.0811683241180293 0.21972261461603 0.945552905659501
65 "TH_a" 123787 1 "dental" "1" "TH_a.2.1.mp3" 2874 "Dent" "Vcd" "Fric" "diffcat" "repcat" "repcat" "null" "null" "null" "null" "null" "repFric" "null" "null" "repVcd" "null" "diffVoice" "TH_a-va" "1-2" 0.340793227790882 0.08372429478517 0.150668998068854
66 "tha" 125286 1 "dental" "4" "tha.2.4.mp3" 1223 "Dent" "Vls" "Fric" "repcat" "diffcat" "repcat" "null" "null" "repDent" "null" "null" "repFric" "null" "null" "null" "null" "diffVoice" "TH_a-tha" "4-1" 0.0316024894543282 2.92665096825528 0.233145349702802
67 "tha" 126786 1 "dental" "3" "tha.3.3.mp3" 1768 "Dent" "Vls" "Fric" "repsyll" "repsyll" "repsyll" "null" "null" "repDent" "null" "null" "repFric" "null" "null" "null" "repVls" "diffVoice" "tha-tha" "3-4" NA NA NA
68 "fa" 128285 1 "labio-dental" "4" "fa.2.4.mp3" 1459 "Lab" "Vls" "Fric" "diffcat" "repcat" "repcat" "null" "null" "null" "null" "null" "repFric" "null" "null" "null" "repVls" "diffVoice" "fa-tha" "3-4" 0.424635788228768 0.58973996522101 0.031088948339811
69 "fa" 129785 1 "labio-dental" "3" "fa.3.3.mp3" 1866 "Lab" "Vls" "Fric" "repsyll" "repsyll" "repsyll" "repLab" "null" "null" "null" "null" "repFric" "null" "null" "null" "repVls" "diffVoice" "fa-fa" "3-4" NA NA NA
70 "sha" 131284 1 "palato-alveolar" "2" "sha.1.2.mp3" 1473 "Pal" "Vls" "Fric" "diffcat" "repcat" "repcat" "null" "null" "null" "null" "null" "repFric" "null" "null" "null" "repVls" "diffVoice" "fa-sha" "3-2" 0.0279206459825738 0.33919360380161 2.16440603306173
71 "sha" 132783 1 "palato-alveolar" "3" "sha.1.3.mp3" 1457 "Pal" "Vls" "Fric" "repsyll" "repsyll" "repsyll" "null" "null" "null" "repPal" "null" "repFric" "null" "null" "null" "repVls" "diffVoice" "sha-sha" "3-2" NA NA NA
72 "sa" 134283 1 "alveolar" "3" "sa.1.3.mp3" 1342 "Alv" "Vls" "Fric" "repvoice" "repcatvoice" "repcatvoice" "null" "null" "null" "null" "null" "repFric" "null" "null" "null" "repVls" "repVoice" "sa-sha" "3-3" 0.113246765824953 0.10603603579324 1.54070564408746
73 "tha" 135782 1 "dental" "1" "tha.1.1.mp3" 2761 "Dent" "Vls" "Fric" "diffcat" "repcat" "repcat" "null" "null" "null" "null" "null" "repFric" "null" "null" "null" "repVls" "diffVoice" "sa-tha" "3-1" 0.15482586365123 0.14451032562616 0.654789337314075
74 "TH_a" 137282 1 "dental" "3" "TH_a.1.3.mp3" 2240 "Dent" "Vcd" "Fric" "repcat" "diffcat" "repcat" "null" "null" "repDent" "null" "null" "repFric" "null" "null" "null" "null" "diffVoice" "TH_a-tha" "3-1" 0.0316024894543282 2.92665096825528 0.233145349702802
75 "va" 138781 1 "labio-dental" "4" "va.2.4.mp3" 1350 "Lab" "Vcd" "Fric" "diffcat" "repcat" "repcat" "null" "null" "null" "null" "null" "repFric" "null" "null" "repVcd" "null" "diffVoice" "TH_a-va" "3-4" 0.340793227790882 0.08372429478517 0.150668998068854
76 "fa" 140281 1 "labio-dental" "1" "fa.1.1.mp3" 2729 "Lab" "Vls" "Fric" "repcat" "diffcat" "repcat" "repLab" "null" "null" "null" "null" "repFric" "null" "null" "null" "null" "diffVoice" "va-fa" "4-1" 0.0350449700943268 3.43266663869112 0.414903296111467
77 "pa" 141780 1 "labial" "1" "pa.3.1.mp3" 2376 "Lab" "Vls" "Stop" "repcatvoice" "repcatvoice" "repvoice" "repLab" "null" "null" "null" "null" "null" "null" "null" "null" "repVls" "repVoice" "pa-fa" "1-1" 0.101897306301343 0.11934980926074 0.61025691546864
78 "pa" 143280 1 "labial" "2" "pa.2.2.mp3" 1845 "Lab" "Vls" "Stop" "repsyll" "repsyll" "repsyll" "repLab" "null" "null" "null" "null" "null" "repStop" "null" "null" "repVls" "diffVoice" "pa-pa" "1-2" NA NA NA
79 "ba" 144779 1 "labial" "1" "ba.1.1.mp3" 2486 "Lab" "Vcd" "Stop" "repcat" "diffcat" "repcat" "repLab" "null" "null" "null" "null" "null" "repStop" "null" "null" "null" "diffVoice" "pa-ba" "1-2" 0.0224225492966449 3.47068221642725 0.045794525975807
80 "da" 146279 1 "alveolar" "1" "da.3.1.mp3" 2800 "Alv" "Vcd" "Stop" "repvoice" "repcatvoice" "repcatvoice" "null" "null" "null" "null" "null" "null" "repStop" "null" "repVcd" "null" "repVoice" "da-ba" "1-1" 0.0574770260349013 0.23231722478588 1.19625497630091
81 "ka" 147778 1 "velar" "1" "ka.1.1.mp3" 2803 "Vel" "Vls" "Stop" "repvoice" "repvoice" "repcatvoice" "null" "null" "null" "null" "null" "null" "repStop" "null" "null" "null" "repVoice" "da-ka" "1-1" 0.0188136951680179 3.23436804683446 1.18600310897503
82 "tha" 149278 1 "dental" "2" "tha.2.2.mp3" 1713 "Dent" "Vls" "Fric" "diffcat" "repcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "repVls" "diffVoice" "ka-tha" "1-2" 0.0805281948632112 0.46639321115336 0.523121573827148
83 "pa" 150777 1 "labial" "3" "pa.1.3.mp3" 1149 "Lab" "Vls" "Stop" "diffcat" "repcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "repVls" "diffVoice" "pa-tha" "3-2" 0.127757236025028 0.47039015596027 0.579167967128829
84 "za" 152276 1 "avleolar" "1" "za.2.1.mp3" 2398 "Alv" "Vcd" "Fric" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "pa-za" "3-1" 0.0262303501492357 3.53303944404641 1.14090652501667
85 "pa" 153843 1 "labial" "1" "pa.1.1.mp3" 2504 "Lab" "Vls" "Stop" "repvoice" "repvoice" "repvoice" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "repVoice" "pa-za" "1-1" 0.0262303501492357 3.53303944404641 1.14090652501667
86 "SH_a" 155275 1 "palato-alveolar" "2" "SH_a.1.2.mp3" 1934 "Pal" "Vcd" "Fric" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "pa-SH_a" "1-2" 0.0171270060098082 3.74819785989915 2.12611140550263
87 "pa" 156775 1 "labial" "4" "pa.2.4.mp3" 1166 "Lab" "Vls" "Stop" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "pa-SH_a" "4-2" 0.0171270060098082 3.74819785989915 2.12611140550263
88 "ma" 158275 1 "labial" "2" "ma.3.2.mp3" 1555 "Lab" "Vcd" "Nas" "repcat" "diffcat" "diffcat" "repLab" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "pa-ma" "4-2" 0.0264609848441258 2.43702739921542 2.19036919853488
89 "tha" 159790 1 "dental" "4" "tha.1.4.mp3" 1218 "Dent" "Vls" "Fric" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "ma-tha" "4-2" 0.0211291928621254 1.96663724325514 2.76953716566371
90 "ma" 161290 1 "labial" "1" "ma.2.1.mp3" 2197 "Lab" "Vcd" "Nas" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "ma-tha" "4-1" 0.0211291928621254 1.96663724325514 2.76953716566371
91 "ta" 162789 1 "alveolar" "1" "ta.1.1.mp3" 1985 "Alv" "Vls" "Stop" "repvoice" "repvoice" "repvoice" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "repVoice" "ma-ta" "1-1" 0.0223566002469745 2.62632566988334 2.27479761363457
92 "ma" 164289 1 "labial" "4" "ma.1.4.mp3" 1134 "Lab" "Vcd" "Nas" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "ma-ta" "4-1" 0.0223566002469745 2.62632566988334 2.27479761363457
93 "sa" 165788 1 "alveolar" "2" "sa.3.2.mp3" 1681 "Alv" "Vls" "Fric" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "sa-ma" "4-2" 0.0168325927665453 2.1111475688813 3.42432650297779
94 "ma" 167288 1 "labial" "3" "ma.1.3.mp3" 1229 "Lab" "Vcd" "Nas" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "sa-ma" "3-2" 0.0168325927665453 2.1111475688813 3.42432650297779
95 "pa" 168787 1 "labial" "2" "pa.3.2.mp3" 1296 "Lab" "Vls" "Stop" "repcat" "diffcat" "diffcat" "repLab" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "pa-ma" "3-2" 0.0264609848441258 2.43702739921542 2.19036919853488
96 "TH_a" 170287 1 "dental" "2" "TH_a.2.2.mp3" 2301 "Dent" "Vcd" "Fric" "repvoice" "repvoice" "repvoice" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "repVoice" "TH_a-pa" "2-2" 0.0267101935592846 3.39704112421555 0.346022617426027
97 "ta" 171786 1 "alveolar" "4" "ta.2.4.mp3" 1465 "Alv" "Vls" "Stop" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "TH_a-ta" "4-2" 0.018398855471175 3.58633939488347 0.261594202326342
98 "fa" 173286 1 "labio-dental" "2" "fa.2.2.mp3" 1877 "Lab" "Vls" "Fric" "diffcat" "repcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "repVls" "diffVoice" "ta-fa" "4-2" 0.0578158780927524 0.0699484614071801 0.525828500368955
