"Trial" "syllable" "Onset" "block_num" "Place" "voice" "filename" "rms" "place" "voicing" "manner" "rplace" "rvoicing" "rmanner" "rLab" "rAlv" "rDent" "rPal" "rVel" "rFric" "rStop" "rNasal" "rVcd" "rVls" "rvoice" "sylltrans" "voicetrans" "MillSim" "MillMDS1" "MillMDS2"
59 "sa" 114787 10 "alveolar" "3" "sa.1.3.mp3" 1342 "Alv" "Vls" "Fric" "repcat" "diffcat" "repcat" "null" "repAlv" "null" "null" "null" "repFric" "null" "null" "null" "null" "diffVoice" "sa-za" "3-2" 0.0344734172749872 3.2071596137123 0.09305077942623
60 "za" 116286 10 "avleolar" "4" "za.1.4.mp3" 1451 "Alv" "Vcd" "Fric" "repcat" "diffcat" "repcat" "null" "repAlv" "null" "null" "null" "repFric" "null" "null" "null" "null" "diffVoice" "sa-za" "3-4" 0.0344734172749872 3.2071596137123 0.09305077942623
61 "ta" 117786 10 "alveolar" "3" "ta.2.3.mp3" 2620 "Alv" "Vls" "Stop" "repcat" "diffcat" "diffcat" "null" "repAlv" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "za-ta" "3-4" 0.0233811261053915 3.72233771471433 1.05647810991699
62 "ga" 119285 10 "velar" "4" "ga.1.4.mp3" 1554 "Vel" "Vcd" "Stop" "diffcat" "diffcat" "repcat" "null" "null" "null" "null" "null" "null" "repStop" "null" "null" "null" "diffVoice" "ta-ga" "3-4" 0.0177160218315514 3.73722904018011 0.890611035596548
63 "ka" 120784 10 "velar" "1" "ka.1.1.mp3" 2803 "Vel" "Vls" "Stop" "repcat" "diffcat" "repcat" "null" "null" "null" "null" "repVel" "null" "repStop" "null" "null" "null" "diffVoice" "ka-ga" "4-1" 0.0256297494333007 3.54393382470528 0.918993057394552
64 "ga" 122284 10 "velar" "3" "ga.3.3.mp3" 2200 "Vel" "Vcd" "Stop" "repcat" "diffcat" "repcat" "null" "null" "null" "null" "repVel" "null" "repStop" "null" "null" "null" "diffVoice" "ka-ga" "3-1" 0.0256297494333007 3.54393382470528 0.918993057394552
65 "ga" 123784 10 "velar" "2" "ga.2.2.mp3" 2511 "Vel" "Vcd" "Stop" "repsyll" "repsyll" "repsyll" "null" "null" "null" "null" "repVel" "null" "repStop" "null" "repVcd" "null" "diffVoice" "ga-ga" "3-2" NA NA NA
66 "da" 125299 10 "alveolar" "2" "da.1.2.mp3" 2486 "Alv" "Vcd" "Stop" "repvoice" "repcatvoice" "repcatvoice" "null" "null" "null" "null" "null" "null" "repStop" "null" "repVcd" "null" "repVoice" "da-ga" "2-2" 0.33343711200749 0.30956577787082 0.26701005158048
67 "ga" 126799 10 "velar" "1" "ga.1.1.mp3" 2788 "Vel" "Vcd" "Stop" "diffcat" "repcat" "repcat" "null" "null" "null" "null" "null" "null" "repStop" "null" "repVcd" "null" "diffVoice" "da-ga" "1-2" 0.33343711200749 0.30956577787082 0.26701005158048
68 "ba" 128298 10 "labial" "2" "ba.1.2.mp3" 2397 "Lab" "Vcd" "Stop" "diffcat" "repcat" "repcat" "null" "null" "null" "null" "null" "null" "repStop" "null" "repVcd" "null" "diffVoice" "ga-ba" "1-2" 0.0676804503863479 0.0772485530849398 0.929244924720426
69 "pa" 129798 10 "labial" "3" "pa.3.3.mp3" 1220 "Lab" "Vls" "Stop" "repcat" "diffcat" "repcat" "repLab" "null" "null" "null" "null" "null" "repStop" "null" "null" "null" "diffVoice" "pa-ba" "3-2" 0.0224225492966449 3.47068221642725 0.045794525975807
70 "ka" 131297 10 "velar" "2" "ka.3.2.mp3" 2317 "Vel" "Vls" "Stop" "diffcat" "repcat" "repcat" "null" "null" "null" "null" "null" "null" "repStop" "null" "null" "repVls" "diffVoice" "pa-ka" "3-2" 0.426229651083637 0.00399694480691015 0.056046393301681
71 "ka" 132797 10 "velar" "3" "ka.2.3.mp3" 1723 "Vel" "Vls" "Stop" "repsyll" "repsyll" "repsyll" "null" "null" "null" "null" "repVel" "null" "repStop" "null" "null" "repVls" "diffVoice" "ka-ka" "3-2" NA NA NA
72 "da" 134296 10 "alveolar" "4" "da.2.4.mp3" 1539 "Alv" "Vcd" "Stop" "diffcat" "diffcat" "repcat" "null" "null" "null" "null" "null" "null" "repStop" "null" "null" "null" "diffVoice" "da-ka" "3-4" 0.0188136951680179 3.23436804683446 1.18600310897503
73 "ta" 135796 10 "alveolar" "4" "ta.3.4.mp3" 1003 "Alv" "Vls" "Stop" "repcatvoice" "repvoice" "repcatvoice" "null" "repAlv" "null" "null" "null" "null" "repStop" "null" "null" "null" "repVoice" "da-ta" "4-4" 0.0210098839279326 3.42766326230929 1.15762108717703
74 "ba" 137295 10 "labial" "3" "ba.3.3.mp3" 1667 "Lab" "Vcd" "Stop" "diffcat" "diffcat" "repcat" "null" "null" "null" "null" "null" "null" "repStop" "null" "null" "null" "diffVoice" "ta-ba" "3-4" 0.0137873747502122 3.65998048709517 0.038633889123878
75 "ta" 138795 10 "alveolar" "2" "ta.1.2.mp3" 2140 "Alv" "Vls" "Stop" "diffcat" "diffcat" "repcat" "null" "null" "null" "null" "null" "null" "repStop" "null" "null" "null" "diffVoice" "ta-ba" "3-2" 0.0137873747502122 3.65998048709517 0.038633889123878
76 "fa" 140294 10 "labio-dental" "4" "fa.1.4.mp3" 1543 "Lab" "Vls" "Fric" "diffcat" "repcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "repVls" "diffVoice" "ta-fa" "4-2" 0.0578158780927524 0.0699484614071801 0.525828500368955
77 "za" 141810 10 "avleolar" "1" "za.1.1.mp3" 2117 "Alv" "Vcd" "Fric" "diffcat" "diffcat" "repcat" "null" "null" "null" "null" "null" "repFric" "null" "null" "null" "null" "diffVoice" "za-fa" "4-1" 0.017564189078639 3.65238925330715 0.530649609548034
78 "tha" 143293 10 "dental" "3" "tha.1.3.mp3" 1180 "Dent" "Vls" "Fric" "diffcat" "diffcat" "repcat" "null" "null" "null" "null" "null" "repFric" "null" "null" "null" "null" "diffVoice" "za-tha" "3-1" 0.0321029606059229 3.06264928808614 0.561738557887845
79 "ka" 144792 10 "velar" "1" "ka.3.1.mp3" 2594 "Vel" "Vls" "Stop" "diffcat" "repcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "repVls" "diffVoice" "ka-tha" "3-1" 0.0805281948632112 0.46639321115336 0.523121573827148
80 "TH_a" 146292 10 "dental" "4" "TH_a.1.4.mp3" 1372 "Dent" "Vcd" "Fric" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "TH_a-ka" "4-1" 0.0212738357864609 3.39304417940864 0.289976224124346
81 "ma" 147791 10 "labial" "3" "ma.3.3.mp3" 1183 "Lab" "Vcd" "Nas" "diffcat" "repcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "repVcd" "null" "diffVoice" "TH_a-ma" "3-4" 0.0369138726513164 0.960013725000135 2.53639181596091
82 "fa" 149291 10 "labio-dental" "1" "fa.3.1.mp3" 2633 "Lab" "Vls" "Fric" "repcat" "diffcat" "diffcat" "repLab" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "ma-fa" "3-1" 0.015844076735163 2.55637720847615 2.80062611400352
83 "ma" 150790 10 "labial" "1" "ma.1.1.mp3" 2251 "Lab" "Vcd" "Nas" "repcatvoice" "repvoice" "repvoice" "repLab" "null" "null" "null" "null" "null" "null" "null" "null" "null" "repVoice" "ma-fa" "1-1" 0.015844076735163 2.55637720847615 2.80062611400352
84 "pa" 152290 10 "labial" "4" "pa.3.4.mp3" 1083 "Lab" "Vls" "Stop" "repcat" "diffcat" "diffcat" "repLab" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "pa-ma" "4-1" 0.0264609848441258 2.43702739921542 2.19036919853488
85 "SH_a" 153789 10 "palato-alveolar" "1" "SH_a.3.1.mp3" 2460 "Pal" "Vcd" "Fric" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "pa-SH_a" "4-1" 0.0171270060098082 3.74819785989915 2.12611140550263
86 "pa" 155289 10 "labial" "3" "pa.1.3.mp3" 1149 "Lab" "Vls" "Stop" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "pa-SH_a" "3-1" 0.0171270060098082 3.74819785989915 2.12611140550263
87 "SH_a" 156788 10 "palato-alveolar" "3" "SH_a.3.3.mp3" 1961 "Pal" "Vcd" "Fric" "repvoice" "repvoice" "repvoice" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "repVoice" "pa-SH_a" "3-3" 0.0171270060098082 3.74819785989915 2.12611140550263
88 "na" 158288 10 "alveolar" "4" "na.1.4.mp3" 1382 "Alv" "Vcd" "Nas" "diffcat" "repcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "repVcd" "null" "diffVoice" "na-SH_a" "3-4" 0.0303880622037938 0.8956181818517 4.39300128990827
89 "sa" 159787 10 "alveolar" "2" "sa.2.2.mp3" 1693 "Alv" "Vls" "Fric" "repcat" "diffcat" "diffcat" "null" "repAlv" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "sa-na" "4-2" 0.0139257103845774 2.52669984771334 3.50084718884855
90 "na" 161287 10 "alveolar" "1" "na.3.1.mp3" 2129 "Alv" "Vcd" "Nas" "repcat" "diffcat" "diffcat" "null" "repAlv" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "sa-na" "1-2" 0.0139257103845774 2.52669984771334 3.50084718884855
91 "ba" 162786 10 "labial" "4" "ba.1.4.mp3" 1550 "Lab" "Vcd" "Stop" "diffcat" "repcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "repVcd" "null" "diffVoice" "na-ba" "4-1" 0.024819469330927 0.6181025383798 2.31268441038145
92 "sa" 164352 10 "alveolar" "3" "sa.3.3.mp3" 1421 "Alv" "Vls" "Fric" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "sa-ba" "3-4" 0.0254946378214668 3.14480238609314 1.1881627784671
93 "ba" 165785 10 "labial" "2" "ba.3.2.mp3" 1750 "Lab" "Vcd" "Stop" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "sa-ba" "3-2" 0.0254946378214668 3.14480238609314 1.1881627784671
94 "tha" 167284 10 "dental" "4" "tha.3.4.mp3" 1155 "Dent" "Vls" "Fric" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "tha-ba" "4-2" 0.0444361928288333 3.00029206046698 0.533373441153022
95 "da" 168784 10 "alveolar" "3" "da.1.3.mp3" 1427 "Alv" "Vcd" "Stop" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "da-tha" "3-4" 0.0388604052514422 2.7679748356811 0.662881535147884
96 "fa" 170284 10 "labio-dental" "2" "fa.2.2.mp3" 1877 "Lab" "Vls" "Fric" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "da-fa" "3-2" 0.0246326507930114 3.35771480090211 0.631792586808073
97 "da" 171799 10 "alveolar" "4" "da.3.4.mp3" 1304 "Alv" "Vcd" "Stop" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "da-fa" "4-2" 0.0246326507930114 3.35771480090211 0.631792586808073
